yrke4,alder_gr,age_label,eloundou_beta,mean_wage,ln_wage,n_obs,z_lnwage,exp_x_zwage
3112,2,31–40,0.425714,61432.38117461503,11.025692355812966,83695.0,0.836933007624906,0.3562940984080292
3113,2,31–40,0.396508,64593.3920506568,11.07586739430118,16833.0,1.0503838898102604,0.4164856153808868
3114,2,31–40,0.40566,62871.95606704836,11.048855493777609,69237.0,0.9354718903383763,0.37948352703466576
3115,2,31–40,0.356357,60965.21050852368,11.018058660929004,39360.0,0.804458315897499,0.28667435207828507
3116,2,31–40,0.334387,60527.61849340393,11.010855043875877,13108.0,0.7738132289928491,0.25875308420323184
3117,2,31–40,0.389754,77677.53935926846,11.260321425832036,78726.0,1.8350743841116053,0.7152275815050346
3118,2,31–40,0.509867,53440.250867298906,10.886319502572617,12961.0,0.24402347784287837,0.12441951857731486
3119,2,31–40,0.363616,62755.16521602135,11.046996167805943,112188.0,0.9275620853660231,0.3372764152324519
3121,2,31–40,0.416667,69484.97857755492,11.148865872617474,692.0,1.360928536397052,0.5670540104749505
3122,2,31–40,0.4,57225.75262861946,10.954759296828984,15416.0,0.5351749129142638,0.21406996516570553
3123,2,31–40,0.416667,61526.41859620911,11.02722193222561,53548.0,0.8434400167769837,0.35143362147041546
3131,2,31–40,0.312103,84001.87716387397,11.338594424764732,3442.0,2.168057500355786,0.6766572500335418
3133,2,31–40,0.151515,62098.04220825396,11.036469740987467,1221.0,0.8827813505950659,0.1337546163354114
3134,2,31–40,0.202026,79969.56485804652,11.28940140199622,7494.0,1.958784235727006,0.3957253440069841
3135,2,31–40,0.104167,50487.76597017852,10.829486327897971,567.0,0.002248052507692242,0.00023417288556877775
3139,2,31–40,0.803571,53026.13472507083,10.878540179016657,295.0,0.2109292635511445,0.16949663924105673
3141,2,31–40,0.436111,48387.8249086239,10.787003509585633,4568.0,-0.17847916404678446,-0.07783672671160723
3142,2,31–40,0.383433,52770.17781324883,10.873701495983743,2134.0,0.19034490142388413,0.07298451658766417
3143,2,31–40,0.326923,50400.53633157103,10.827757095502264,1985.0,-0.005108318139714357,-0.0016700266911898367
3151,2,31–40,0.251255,73228.99990055106,11.201346794998196,14929.0,1.5841889367392947,0.39803539130043153
3152,2,31–40,0.297135,72620.10089026988,11.192997034257775,31864.0,1.548668011399136,0.46016346956708226
3153,2,31–40,0.307181,77772.2625552847,11.261540124171606,10550.0,1.840258879102283,0.5652925627415183
3154,2,31–40,0.335772,81171.47006338919,11.304319110511376,162.0,2.0222460314462465,0.6790135944707691
3155,2,31–40,0.40566,69252.4917356396,11.145514405144343,1600.0,1.3466709750615822,0.5462905477434814
3211,2,31–40,0.314571,49772.5300698989,10.815218505800615,2341.0,-0.058449045198762324,-0.01838637459721986
3212,2,31–40,0.254297,51844.18660978726,10.855998087984888,10649.0,0.11503239207861518,0.029252392208415603
3213,2,31–40,0.426471,44596.44263774971,10.705409373341606,13257.0,-0.5255908133289334,-0.22414923975120357
3214,2,31–40,0.163865,48684.383187051135,10.793113583866669,4412.0,-0.1524861447128476,-0.024987142103370774
3230,2,31–40,0.358012,46596.214087082415,10.749274574046892,2111.0,-0.33898276937137733,-0.12135989922818555
3240,2,31–40,0.193078,36942.769586714254,10.517125226219235,9772.0,-1.3265750978597153,-0.2561324667445581
3251,2,31–40,0.227083,45462.74627158391,10.72464850630744,2595.0,-0.443745138113292,-0.1007669771981807
3254,2,31–40,0.285714,48402.654983799286,10.787309946237416,7625.0,-0.1771755442464242,-0.05062153344882285
3256,2,31–40,0.343961,37097.66763707346,10.521309379694074,23388.0,-1.3087751862440424,-0.4501676218356871
3257,2,31–40,0.357678,60836.989736122974,11.01595326678166,14513.0,0.7955017061640738,0.28453345925735357
3258,2,31–40,0.18109,69253.49286684701,11.145528861288032,1543.0,1.3467324733028638,0.24387978359041562
3259,2,31–40,0.312237,48473.89421470519,10.788780668395384,1595.0,-0.1709189084465007,-0.053367207216610035
3311,2,31–40,0.571403,80841.35951597149,11.300243988743434,27286.0,2.004909954333237,1.1456115626358745
3312,2,31–40,0.607955,57797.518674563646,10.964701124233152,71305.0,0.5774686887417123,0.3510749766639677
3313,2,31–40,0.802326,55869.1129894077,10.930766965996536,80096.0,0.4331085401486171,0.3474942425832794
3315,2,31–40,0.517083,57083.85590566449,10.952276621966249,9469.0,0.5246133038832176,0.2712686210118458
3321,2,31–40,0.561408,59864.09837844694,10.999832245124589,52315.0,0.7269208660070856,0.40809918954330593
3322,2,31–40,0.572343,58396.84998269712,10.975017228709133,220685.0,0.6213546859917529,0.35562800504457787
3323,2,31–40,0.489376,56443.85301134041,10.94100167102396,28874.0,0.4766482539751164,0.23326021593732654
3324,2,31–40,0.556703,79472.99074592965,11.283172503873129,4541.0,1.9322857249240954,1.0757092599224185
3331,2,31–40,0.513651,53657.8849986985,10.890383708344434,23352.0,0.26131311694461834,0.13422374383172014
3332,2,31–40,0.486486,52019.872839181095,10.859381094539469,5027.0,0.12942412460680494,0.06296302468346611
3333,2,31–40,0.393651,51958.67846860821,10.858204036831538,15919.0,0.12441677406536042,0.04897678752760319
3334,2,31–40,0.47943,76251.60084309161,11.24179368891277,36518.0,1.7562550765540363,0.8420013713523017
3339,2,31–40,0.54374,59400.3814214881,10.992055926567293,411.0,0.6938394353550887,0.3772682545799759
3341,2,31–40,0.489583,61373.141130991375,11.024727577566736,21335.0,0.8328287204339878,0.40773878343623304
3342,2,31–40,0.695652,47742.4063264563,10.773575303449862,3143.0,-0.2356044305579467,-0.16389869332649673
3343,2,31–40,0.803491,55294.35806610621,10.920426158184569,34858.0,0.38911745182105806,0.31265237048115374
3351,2,31–40,0.402147,51458.66623801678,10.848534167078098,72.0,0.08327994006026088,0.03349077805541373
3352,2,31–40,0.580645,75494.49066666666,11.231814961272152,45.0,1.7138043225107158,0.9951119108442346
3353,2,31–40,0.603152,43370.83744376788,10.677542545929777,796.0,-0.644139778590995,-0.38851419573671586
3354,2,31–40,0.613152,35256.41333333333,10.470402730225883,15.0,-1.525338432939671,-0.9352643108338252
3355,2,31–40,0.363179,59722.0,10.99745574071058,6.0,0.716810919328982,0.26033067287098033
3359,2,31–40,0.291667,48512.65990701183,10.789580071873983,10801.0,-0.16751814617764818,-0.048859515141196116
3412,2,31–40,0.392857,45565.00732076872,10.726895317596709,22965.0,-0.43418692219062854,-0.17057337169104375
3421,2,31–40,0.0,53635.573287266016,10.889967807652807,5167.0,0.2595438234432289,0.0
3422,2,31–40,0.324167,47137.30176160625,10.760819936023031,36688.0,-0.28986735714234446,-0.09396543156276237
3423,2,31–40,0.252751,37326.6910190448,10.527463926646906,30483.0,-1.282592974608236,-0.32417665692520625
3431,2,31–40,0.385417,50499.36021339805,10.829715946141576,7050.0,0.0032248772026011703,0.0012429224967949353
3432,2,31–40,0.398727,43779.25870794349,10.686915438725723,12702.0,-0.6042663216649292,-0.24093729763849223
3433,2,31–40,0.354257,42163.47635908922,10.64930963615104,456.0,-0.7642461039772005,-0.27073953205665113
3434,2,31–40,0.386508,40989.84376519072,10.621079601956373,16153.0,-0.8843401962695224,-0.34180456057974057
3511,2,31–40,0.735786,62745.558046139646,11.046843066379106,66984.0,0.9269107727690231,0.6820079698526285
3512,2,31–40,0.611111,52199.75690468456,10.862833116861506,26749.0,0.14410945883201698,0.08806687549629272
3513,2,31–40,0.634615,62295.419085387504,11.039643172142512,3355.0,0.8962815231910037,0.5687936988398589
3514,2,31–40,0.785538,55624.56627355631,10.926380222108817,1815.0,0.4144467836065687,0.32556369750073677
3521,2,31–40,0.393546,51405.35356565783,10.84749760099339,7433.0,0.0788702584358785,0.03103907472640624
3522,2,31–40,0.40566,44582.35411659426,10.705093412108996,6603.0,-0.5269349518860551,-0.21375643258209712
4110,2,31–40,0.595022,45919.59939698934,10.734647307022236,193689.0,-0.4012089907046575,-0.23872817606706673
4131,2,31–40,0.743243,59012.74469843245,10.985508711398497,12.0,0.6659867640718352,0.494990000489043
4132,2,31–40,0.892857,54959.84344346199,10.914358078337989,3010.0,0.3633030820577364,0.32437769993682436
4211,2,31–40,0.428241,40980.70405237127,10.620856602035042,932.0,-0.8852888657946381,-0.37911698917676157
4212,2,31–40,0.337821,35453.58743350443,10.475979723836096,2765.0,-1.5016132053781313,-0.5072764746540457
4214,2,31–40,0.60783,45541.393871561,10.72637694678132,9227.0,-0.4363921364002765,-0.26525223226818007
4221,2,31–40,0.518893,43194.96274238728,10.67347916424804,16539.0,-0.6614259119105808,-0.343209275709017
4222,2,31–40,0.550758,44016.66352416758,10.692323557663777,19869.0,-0.5812595080565662,-0.32013332413821827
4223,2,31–40,0.761885,40143.620314617045,10.60021881047601,3353.0,-0.9730846094026397,-0.7413785676347302
4224,2,31–40,0.483333,36707.91971402672,10.510747806784575,41951.0,-1.3537054368770722,-0.654290509922106
4225,2,31–40,0.74881,43334.33757336945,10.676700615271145,1726.0,-0.647721456796706,-0.4850203040639414
4226,2,31–40,0.533333,43266.79386309557,10.675140734404708,37661.0,-0.6543573848812065,-0.3489903871508485
4227,2,31–40,0.672414,31423.212419003827,10.355302147799245,2341.0,-2.0149906903023593,-1.3549079500289705
4229,2,31–40,0.68,41833.8966916929,10.641462215528884,3445.0,-0.7976300116960181,-0.5423884079532924
4311,2,31–40,0.788068,50116.86488812728,10.822112854941157,73560.0,-0.029119622631641775,-0.02294824276807267
4312,2,31–40,0.68075,49911.69135823459,10.81801055005285,1342.0,-0.04657134013471706,-0.031703439796708636
4313,2,31–40,0.837838,48999.50325150144,10.799565439316916,6370.0,-0.125039145585757,-0.10476254765927946
4321,2,31–40,0.324974,46354.78928266963,10.744079894300402,180443.0,-0.36108158599349227,-0.11734212732664916
4322,2,31–40,0.596154,51307.04501912855,10.84558335153756,42720.0,0.0707268021001948,0.04216406597923953
4323,2,31–40,0.673913,51145.65788484114,10.842432877939498,18163.0,0.05732429381978908,0.03863158682097552
4411,2,31–40,0.550895,41064.28608785185,10.62289407109323,60.0,-0.8766212178764878,-0.4829262458220678
4412,2,31–40,0.234429,31386.04843133611,10.354118755684716,133.0,-2.0200249882008383,-0.4735524379589343
4413,2,31–40,0.975,61699.33627300832,11.030028452509985,127.0,0.8553793046902693,0.8339948220730126
4415,2,31–40,0.595588,43645.31290876783,10.683851176550734,1335.0,-0.617302075781039,-0.3676577087102775
4416,2,31–40,0.62069,55053.2399064283,10.916055994305076,3232.0,0.37052622870537627,0.22998192489514
5111,2,31–40,0.239841,37465.95205300588,10.531187854273371,9915.0,-1.2667509212483739,-0.30381880770313124
5112,2,31–40,0.276428,60237.6530334936,11.006052901447434,1940.0,0.7533843151620914,0.2082565194716266
5113,2,31–40,0.335487,36980.55798476495,10.518147593652726,5889.0,-1.3222258190714709,-0.4435895733628305
5120,2,31–40,0.193279,38371.12734025166,10.555060563582174,96971.0,-1.165193433388841,-0.2252074216119618
5131,2,31–40,0.156652,35684.481472003594,10.482471180600523,92264.0,-1.473997737313057,-0.23090469354556503
5132,2,31–40,0.194444,35540.21173602728,10.478420059373148,25738.0,-1.4912317131280666,-0.2899610592274738
5141,2,31–40,0.199314,38499.69187096517,10.558405516892297,57571.0,-1.1509635841166337,-0.22940315580462273
5142,2,31–40,0.200133,37121.59106732693,10.521954048786696,17418.0,-1.3060326833843738,-0.2613802390237649
5151,2,31–40,0.265306,41056.35959432318,10.622701026007247,8193.0,-0.8774424557897217,-0.23279074817574788
5152,2,31–40,0.153486,41859.94894702727,10.642084776386902,561.0,-0.7949815600283793,-0.12201853972251583
5153,2,31–40,0.0,44980.83551333384,10.713991800559416,42329.0,-0.4890800957265253,-0.0
5163,2,31–40,0.126856,49590.535250003806,10.811555272931765,3502.0,-0.07403289547702886,-0.009391516988633972
5164,2,31–40,0.238907,35406.11250967588,10.474639753981013,2792.0,-1.507313604546464,-0.36010777132138205
5165,2,31–40,0.36,56401.57611530721,10.940252382402551,13129.0,0.4734606865696894,0.17044584716508818
5169,2,31–40,0.221113,60308.2713169956,11.00722454274449,1799.0,0.7583686236149902,0.16768516147338133
5211,2,31–40,0.26087,54041.77719656862,10.89751267822044,1477.0,0.29164064543199364,0.07608029517384418
5212,2,31–40,0.19525,36059.99774170799,10.49293943413135,317.0,-1.4294644789754554,-0.2791029395199577
5221,2,31–40,0.480769,42003.20909006248,10.645501301252896,777.0,-0.7804472364159344,-0.3752148374044524
5222,2,31–40,0.486486,43177.73301962541,10.673080201987148,35695.0,-0.6631231472114776,-0.32260012739432287
5223,2,31–40,0.342481,40646.59830117589,10.61267042884647,548020.0,-0.920113869251946,-0.3151215180552757
5230,2,31–40,0.235604,38246.59626962136,10.551809848880028,741.0,-1.179022379849319,-0.27778238878201894
5241,2,31–40,0.233333,40598.648866085685,10.611490065875609,463.0,-0.925135280794831,-0.2158645904737003
5242,2,31–40,0.128205,40484.86916203482,10.608683582351002,386.0,-0.9370744123274687,-0.12013762503244313
5243,2,31–40,0.26087,49835.563911988975,10.816484142918734,864.0,-0.05306486677999853,-0.013843031796898216
5244,2,31–40,0.805556,44455.61685942744,10.702246596500526,15999.0,-0.5390456611422043,-0.43423146660706957
5245,2,31–40,0.230535,39097.42658952443,10.573811927682788,3768.0,-1.0854227878636746,-0.2502279424001522
5246,2,31–40,0.064693,33537.90846003192,10.420431673863051,41775.0,-1.737921549679799,-0.11243135881343524
5249,2,31–40,0.532258,42064.67525805938,10.646963599951771,14658.0,-0.7742264350633499,-0.4120882138739485
5311,2,31–40,0.24933,35128.34992236894,10.466763773543825,194018.0,-1.540819009286456,-0.38417240358539206
5312,2,31–40,0.316667,32521.21219676164,10.38964783839021,9303.0,-1.8688798316603905,-0.5918125696524008
5321,2,31–40,0.113347,45838.305993528185,10.732875395939812,70500.0,-0.408746921817279,-0.04633023734722312
5322,2,31–40,0.218792,47070.992205857474,10.759412213541143,42342.0,-0.29585598444956085,-0.06473092254968832
5329,2,31–40,0.216049,40231.917414447526,10.602415925116732,44120.0,-0.96373780923158,-0.20821458994667363
5411,2,31–40,0.277723,50358.17208709677,10.826916190579295,2325.0,-0.008685632737765804,-0.002412199980830532
5414,2,31–40,0.317232,43494.22312325164,10.68038340649351,52145.0,-0.632054402839129,-0.20050788232146258
5419,2,31–40,0.309155,38392.10489633611,10.555607115778988,7517.0,-1.1628683320618578,-0.35950655919858365
6111,2,31–40,0.140351,38896.56748061768,10.568661286140388,704.0,-1.1073342604638214,-0.1554154707903578
6112,2,31–40,0.140351,35140.58428372844,10.467111988914422,114.0,-1.539337657596774,-0.21604757958136483
6113,2,31–40,0.138507,39786.03107829549,10.591271151733086,27488.0,-1.0111490675419053,-0.14005122389802666
6121,2,31–40,0.223684,40170.74745532704,10.600894334482357,16083.0,-0.9702108458852283,-0.2170206428509914
6122,2,31–40,0.223684,46472.51605381592,10.74661636422889,1684.0,-0.35029112603201956,-0.07835452023534627
6123,2,31–40,0.223684,35045.69725806452,10.464408124814817,10.0,-1.5508402332750266,-0.34689814673989106
6129,2,31–40,0.223684,35911.56016658712,10.48881453285355,55.0,-1.4470123243424442,-0.32367350475821527
6130,2,31–40,0.149123,38705.95476753779,10.56374873714332,19988.0,-1.128232857630807,-0.16824546842847882
6210,2,31–40,0.150691,42624.00989452835,10.660172986035178,4905.0,-0.7180320563925213,-0.10820096860984542
6221,2,31–40,0.223684,57885.780603359526,10.96622704796584,30685.0,0.5839601589369222,0.1306225441916465
6222,2,31–40,0.162281,45273.83728635667,10.72048460128119,2042.0,-0.4614589102990006,-0.07488601342223213
6224,2,31–40,0.162281,35000.0,10.46310334047155,5.0,-1.5563909488803052,-0.2525726795752448
7112,2,31–40,0.019231,47159.43030416439,10.761289274513974,22237.0,-0.2878707325665848,-0.005536042057987993
7113,2,31–40,0.020833,47397.66750790826,10.76632829777846,2951.0,-0.266434098065356,-0.005550621564995562
7114,2,31–40,0.013889,50827.91476492165,10.83620098589144,61138.0,0.03081304648603051,0.00042796240264447776
7115,2,31–40,0.144444,44174.04457020539,10.695892668662104,280982.0,-0.5660760639743178,-0.08176629098470635
7119,2,31–40,0.10377,46713.508897981344,10.751788671590612,33921.0,-0.3282874843297288,-0.03406639224889596
7121,2,31–40,0.04,48778.71329535838,10.795049293713085,10355.0,-0.14425139319453242,-0.005770055727781297
7122,2,31–40,0.055357,49719.38123433613,10.8141501005419,16117.0,-0.06299417464710087,-0.0034871685259395633
7123,2,31–40,0.03953,50974.66506799267,10.839084024905969,231.0,0.04307785463701146,0.0017028675938010633
7124,2,31–40,0.047727,46264.38413374364,10.742127702884677,13944.0,-0.36938645216672106,-0.017629707202561094
7125,2,31–40,0.083333,44987.684523928125,10.714144054049964,9529.0,-0.4884323903564374,-0.040702536385572995
7126,2,31–40,0.055515,50128.05500481562,10.822336110478629,103885.0,-0.02816986568352523,-0.001563850093420903
7127,2,31–40,0.25776,58553.33095526259,10.977693258189245,6443.0,0.6327388497212545,0.16309476590415056
7131,2,31–40,0.042085,43387.00169845879,10.677915175193892,48973.0,-0.642554567148215,-0.02704190895843263
7132,2,31–40,0.043478,45226.29630046065,10.719433973212812,24596.0,-0.46592841335870344,-0.02025763555600971
7211,2,31–40,0.040698,46972.18418003336,10.75731087953735,1191.0,-0.3047953218250786,-0.01240456000763705
7212,2,31–40,0.078209,50520.39674459161,10.830132429651952,29126.0,0.004996650087764459,0.0003907830067139706
7213,2,31–40,0.075509,46729.87631729597,10.75213898893933,23860.0,-0.3267971905625112,-0.02467612906218466
7214,2,31–40,0.040909,47275.70243769471,10.763751751960845,20688.0,-0.27739504586592406,-0.011347953931329088
7215,2,31–40,0.0,58744.51950054008,10.98095314255789,9578.0,0.6466068050886057,0.0
7221,2,31–40,0.041667,44841.12306160845,10.710880922849446,846.0,-0.5023141581522036,-0.020929924027727868
7222,2,31–40,0.252495,51215.67450447857,10.843800906841093,10518.0,0.06314405967745025,0.015943559348257804
7223,2,31–40,0.121247,49864.17462496129,10.817058080507287,9793.0,-0.050623264575251244,-0.0061379189599554875
7224,2,31–40,0.034524,39633.75745353382,10.587436495051922,257.0,-1.0274621761340326,-0.03547210416885134
7231,2,31–40,0.085073,45705.16650881843,10.729966623201696,97173.0,-0.4211212044433613,-0.035826044225610074
7232,2,31–40,0.272292,75451.71877074847,11.231248244198271,5060.0,1.7113934372774604,0.4659987418231542
7233,2,31–40,0.133854,55112.81106322474,10.917137473800407,84724.0,0.37512697758966684,0.050212246458287264
7234,2,31–40,0.256852,38653.024383871416,10.5623803015071,1492.0,-1.1340543537883756,-0.29128412887925187
7311,2,31–40,0.288322,63860.51630160428,11.064456551134372,1734.0,1.0018407374017937,0.28885272508916
7312,2,31–40,0.214932,38611.12600311583,10.5612957523429,324.0,-1.1386681614275278,-0.24473622527194142
7313,2,31–40,0.205357,39788.56162503754,10.59133475361044,1273.0,-1.0108784972097455,-0.20759097555150172
7314,2,31–40,0.164801,36480.93841642229,10.504545167991791,11.0,-1.3800922372082336,-0.2274405807841541
7315,2,31–40,0.035565,37635.30331078629,10.535697806710404,199.0,-1.2475650201448845,-0.044369649941452816
7317,2,31–40,0.258621,26437.5,10.182538735788636,5.0,-2.7499478286347587,-0.7111942573893499
7318,2,31–40,0.058824,38756.05435287644,10.565042263941637,1134.0,-1.1227300330281693,-0.06604347146284903
7319,2,31–40,0.258621,44185.2871735846,10.696147143276567,1171.0,-0.5649934971724264,-0.14611918323223008
7321,2,31–40,0.541331,43195.48095753576,10.67349116129601,4025.0,-0.6613748749697032,-0.3580227224422244
7322,2,31–40,0.2875,43436.72367373481,10.679060529888094,4181.0,-0.6376820851878869,-0.18333359949151748
7323,2,31–40,0.089744,46513.59528555916,10.747499920575615,1194.0,-0.3465323669487906,-0.031099200739452264
7411,2,31–40,0.128171,54011.417072216405,10.896950730462084,141983.0,0.28925004946281563,0.037073468089698546
7412,2,31–40,0.199194,62205.20649861858,11.03819398098971,25144.0,0.8901164829769683,0.17730586271011423
7413,2,31–40,0.205128,55832.99175819105,10.930120223796692,7892.0,0.4303572180318297,0.08827831542043316
7421,2,31–40,0.295995,48238.35435376781,10.783909717091316,7627.0,-0.19164054383058907,-0.05672464277113521
7422,2,31–40,0.239334,49005.26270952493,10.79968297356076,16441.0,-0.12453914022868615,-0.02980645058749237
7511,2,31–40,0.049561,43622.09942902427,10.683319168561288,15757.0,-0.6195653042328404,-0.030706276043083805
7512,2,31–40,0.264706,41738.62677186989,10.639182280518114,9230.0,-0.8073291400681586,-0.21370486735088198
7513,2,31–40,0.129121,29769.34092921422,10.301234315008095,36.0,-2.2450020057860915,-0.289876903989106
7514,2,31–40,0.129032,27657.72680083304,10.227660418212894,51.0,-2.557994554470208,-0.3300631533523999
7515,2,31–40,0.195833,51529.21043261473,10.849904118725055,511.0,0.08910788551690414,0.01745026454443189
7522,2,31–40,0.139119,42586.223396927126,10.659286085515872,12257.0,-0.7218050420037055,-0.10041679563851351
7531,2,31–40,0.090909,40312.42896454929,10.604415111416868,1008.0,-0.9552330209489144,-0.08683927870144487
7532,2,31–40,0.209821,47188.07714589625,10.761896536822992,152.0,-0.2852873628376672,-0.059859279757962174
7534,2,31–40,0.191176,41700.41877754501,10.638266450363444,1807.0,-0.8112251959624069,-0.1550867880633091
7535,2,31–40,0.1,39680.21361450756,10.588607944814449,327.0,-1.0224786824929475,-0.10224786824929476
7536,2,31–40,0.058824,33431.77374598956,10.4172620365166,226.0,-1.7514055829400128,-0.10302468201086332
7541,2,31–40,0.066667,59873.04009819794,10.99998160095322,2877.0,0.7275562443613701,0.048503992142839465
7542,2,31–40,0.135417,67519.8782993665,11.12017732682992,8743.0,1.2388838785059217,0.16776593817563643
7543,2,31–40,0.416667,40114.646602939225,10.59949679855003,109.0,-0.9761561383379878,-0.40673204969287435
7544,2,31–40,0.220034,42406.81711530475,10.655064409317504,2834.0,-0.739764579973052,-0.16277335958979053
7549,2,31–40,0.146875,35672.46330834022,10.4821343342343,5220.0,-1.475430723837788,-0.21670388756367512
8111,2,31–40,0.039345,56856.30852367904,10.948282460896944,3168.0,0.507621643696776,0.01997237357124965
8112,2,31–40,0.106686,55904.71796722364,10.931404055710924,723.0,0.43581879938637147,0.04649576443133443
8113,2,31–40,0.042173,79900.34327886542,11.2885354281014,60658.0,1.9551002745907882,0.08245244388031732
8114,2,31–40,0.095499,47581.74528099205,10.770204464163454,12350.0,-0.24994440200725204,-0.023869440447290564
8121,2,31–40,0.095588,46384.35224753476,10.744717445292975,34892.0,-0.3583693644207088,-0.03425581080624672
8131,2,31–40,0.122004,54636.09084979616,10.908449947940715,40990.0,0.33816915723453395,0.04125798985924208
8132,2,31–40,0.38,41212.78969427152,10.626503916636969,204.0,-0.8612644839490202,-0.3272805039006277
8141,2,31–40,0.086664,45543.850927971405,10.726430897482478,1439.0,-0.43616262337739325,-0.037799597592378414
8142,2,31–40,0.09411,44397.21828302558,10.700932095174435,12059.0,-0.5446377140063745,-0.051255855265139906
8143,2,31–40,0.032258,40079.57353162232,10.598622095273551,1664.0,-0.9798772353543577,-0.03160887985806087
8151,2,31–40,0.085714,40994.56002737754,10.621194654624292,725.0,-0.8838507478464612,-0.07575838300091157
8152,2,31–40,0.15625,41175.83166273913,10.62560675308689,4662.0,-0.8650811297752867,-0.13516892652738854
8153,2,31–40,0.081395,37781.10614283392,10.539564419156113,4024.0,-1.2311159677380934,-0.1002066841940421
8154,2,31–40,0.157895,35160.67065427408,10.467683425970844,282.0,-1.5369066929681106,-0.24266988228619982
8156,2,31–40,0.086957,38591.77879176458,10.560794548099157,235.0,-1.1408003468967474,-0.09920057576510047
8157,2,31–40,0.05,34807.05568274701,10.457575394715889,9560.0,-1.5799075207409488,-0.07899537603704744
8160,2,31–40,0.093217,43322.74344433224,10.676433028849578,150533.0,-0.6488598028640955,-0.06048476424358239
8171,2,31–40,0.052632,44130.48978319739,10.694906200846855,13506.0,-0.5702726213015593,-0.030014588604343667
8172,2,31–40,0.058824,41495.66088694986,10.633344143811364,17384.0,-0.8321653029874383,-0.048951291782933073
8181,2,31–40,0.099028,42450.48189347104,10.65609354370029,7230.0,-0.7353865137370953,-0.07282385568235708
8182,2,31–40,0.162791,49517.86462052043,10.810088784872182,1317.0,-0.08027151889344625,-0.013067480832183008
8183,2,31–40,0.0,47341.5608249874,10.765143853056513,3463.0,-0.2714728738872956,-0.0
8211,2,31–40,0.060119,48742.8545019158,10.794313891363252,12599.0,-0.1473798866658379,-0.008860331406463508
8212,2,31–40,0.112039,47168.19561006432,10.76147512263302,14903.0,-0.28708011144983114,-0.03216416860672763
8219,2,31–40,0.235294,39718.44020582478,10.589570847645454,440.0,-1.0183823735526913,-0.23961926220270696
8311,2,31–40,0.236651,71250.95044686345,11.173963437647028,2494.0,1.4676967135160588,0.3473318949502888
8312,2,31–40,0.25836,57099.94574285474,10.952558445430949,349.0,0.5258122161107571,0.1358488441543752
8322,2,31–40,0.277177,39269.108768723454,10.578193452349495,73441.0,-1.066783234539861,-0.295687776600055
8331,2,31–40,0.316808,42904.500776259774,10.666732012612632,33853.0,-0.6901291379012154,-0.21863843192020824
8332,2,31–40,0.30474,47772.69837445806,10.77420959158915,127986.0,-0.2329060895706731,-0.07097580173576692
8341,2,31–40,0.09375,46868.5549584214,10.755102259599171,2859.0,-0.3141910669688937,-0.029455412528333787
8342,2,31–40,0.01087,51241.34365682299,10.844301978477612,77696.0,0.06527568101896888,0.0007095466526761918
8343,2,31–40,0.20242,53856.51005088857,10.894078567587556,8836.0,0.27703150977017466,0.056076718207678754
8344,2,31–40,0.180942,46921.16054362486,10.756224036980376,3745.0,-0.30941888584361443,-0.05598687204231528
8350,2,31–40,0.021277,54193.602865031535,10.900318152141397,19693.0,0.30357548198457074,0.0064591755301857115
9111,2,31–40,0.0,36222.1628720716,10.497426444510191,2441.0,-1.4103761762537024,-0.0
9112,2,31–40,0.027778,37305.26660107195,10.52688979140392,260919.0,-1.2850354176596284,-0.03569571383174916
9122,2,31–40,0.083333,38464.34838017431,10.557487075158727,21242.0,-1.154870749993791,-0.09623884420923258
9123,2,31–40,0.0,36682.69372906655,10.510060362307138,658.0,-1.356629911567747,-0.0
9129,2,31–40,0.078125,44356.084002470656,10.700005159895614,5.0,-0.5485810124861474,-0.04285789160048027
9211,2,31–40,0.142857,34506.684597727704,10.44890834070697,1780.0,-1.6167782512853095,-0.23096809064386548
9212,2,31–40,0.0625,30327.730165301444,10.319817759942842,2426.0,-2.165945709370967,-0.13537160683568544
9213,2,31–40,0.102679,34823.79178894128,10.458056104261276,2580.0,-1.5778625222789753,-0.1620133459250829
9214,2,31–40,0.083624,39151.73999950724,10.575200144863183,6739.0,-1.0795171385458417,-0.09027354119375748
9215,2,31–40,0.043478,33530.309682212894,10.42020507539176,193.0,-1.7388855278860225,-0.07560326498142848
9216,2,31–40,0.05318,39638.52685752352,10.587556824724189,295.0,-1.026950278675209,-0.05461321581994761
9311,2,31–40,0.0,37876.97042131546,10.542098565783611,65.0,-1.2203353913892856,-0.0
9312,2,31–40,0.008065,48056.12555569316,10.780124889222048,76547.0,-0.20774167443170835,-0.0016754366042917278
9313,2,31–40,0.010627,41193.75685401647,10.62604199118588,46444.0,-0.8632295725271131,-0.00917354066724563
9321,2,31–40,0.1,43466.00808331186,10.679734488234246,6468.0,-0.6348149821845469,-0.0634814982184547
9329,2,31–40,0.187081,46913.168317734926,10.756053689389976,28844.0,-0.3101435657750016,-0.05802196842875307
9333,2,31–40,0.178483,45030.55918566557,10.715096631287924,22659.0,-0.4843800077789912,-0.08645359692841768
9334,2,31–40,0.181818,38843.33878517812,10.5672918812539,4031.0,-1.1131598799331262,-0.20239250304968115
9412,2,31–40,0.012346,34063.290004647424,10.43597554393364,67702.0,-1.6717959844762753,-0.020639993224344094
9510,2,31–40,0.041667,39093.30041528887,10.573706386414724,1315.0,-1.085871773603479,-0.04524501919073617
