institusjonskode,institusjonsnavn,aar,studieprogramkode,studieprogramnavn,studiumkode,studiumnavn,nivaakode,nivaanavn,nus_kode,studiepoeng,kandidater_totalt,kandidater_kvinner,kandidater_menn,kjonn_skjermet
1173,Norges miljø- og biovitenskapelige universitet,2019,M-AE,Agroecology,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",779999,120.00,14,8,6,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-BA,Byggeteknikk og arkitektur,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",757107,300.00,31,16,15,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-BIAS,Bioinformatikk og anvendt statistikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751999,120.00,5,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-BIOL,Biologi,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751909,120.00,8,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-BIOTEK,Bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752218,120.00,27,17,10,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-BYREG,By- og regionplanlegging,SAMVIT,Samfunnsvitenskap,M5,"Master, 5-årig",739916,300.00,31,20,11,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-DS,Globale utviklingsstudier,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",739911,120.00,20,10,10,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-DV,Datavitenskap,TEKNOLOGI,Teknologi,M2,"Master, 2-årig",754133,120.00,8,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-ECOL,Ecology,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751411,120.00,11,5,6,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-ECON,Samfunnsøkonomi,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",634199,120.00,12,4,8,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-EI,Entreprenørskap og innovasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741136,120.00,23,12,11,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-EIE,Eiendom,SAMVIT,Samfunnsvitenskap,M5,"Master, 5-årig",739916,300.00,27,10,17,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-EUTV,Eiendomsutvikling,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",757110,120.00,26,13,13,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-FOL,Folkehelsevitenskap,HELSEFAG,Helsefag,M2,"Master, 2-årig",769999,120.00,15,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-FOL-DEL,Folkehelsevitenskap - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",769999,120.00,7,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-FORNY,Fornybar energi,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",774102,120.00,19,7,12,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-FT,Feed Manufacturing Technology,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779913,120.00,9,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-GEOM,Geomatikk,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",756902,300.00,15,6,9,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-HV,Husdyrvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779911,120.00,15,12,3,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-IES,Internasjonale miljøstudier,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751418,120.00,30,22,8,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-IR,Internasjonale relasjoner,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739908,120.00,34,18,16,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-IØ,Industriell økonomi,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",759915,300.00,20,6,14,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-KB,Kjemi og bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M5,"Master, 5-årig",752210,300.00,16,12,4,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-KJEMI,Kjemi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752214,120.00,9,5,4,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-LA,Landskapsarkitektur,ARKITEKTUR,Arkitektur,M5,"Master, 5-årig",757206,300.00,34,25,9,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-LUN,Lektorutdanning i realfag - LUR,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723405,300.00,14,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-MAT,Matvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",758102,120.00,13,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-MF,Miljøfysikk og fornybar energi,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",752114,300.00,26,12,14,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-MINA,Miljø og naturressurser,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751407,120.00,23,13,10,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-MPP,"Maskin, prosess og produktutvikling",TEKNOLOGI,Teknologi,M5,"Master, 5-årig",759918,300.00,19,4,15,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-MR,Miljøfysikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",759999,120.00,0,0,0,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-NF,Naturforvaltning,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751411,120.00,22,11,11,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-PV,Plantevitenskap,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",779910,120.00,11,7,4,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-RAD,Radioøkologi,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751999,120.00,0,0,0,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-REIS,Naturbasert reiseliv,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751411,120.00,12,7,5,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-SF,Skogfag,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",774102,120.00,11,,,1
1173,Norges miljø- og biovitenskapelige universitet,2019,M-VM,Vann- og miljøteknikk,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",751410,300.00,32,13,19,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-ØA,Økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,61,26,35,0
1173,Norges miljø- og biovitenskapelige universitet,2019,M-AA,Aquaculture,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751507,120.00,10,4,6,0
1173,Norges miljø- og biovitenskapelige universitet,2019,PPU-DEL,Praktisk-pedagogisk utdanning - deltid,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,16,7,9,0
1173,Norges miljø- og biovitenskapelige universitet,2019,PPU-HEL,Praktisk-pedagogisk utdanning - heltid,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,37,26,11,0
1173,Norges miljø- og biovitenskapelige universitet,2019,VET,Veterinærmedisin - Grunnutdanning,VET,Veterinærutdanning,PR,Profesjonsstudium,767101,330.00,68,59,9,0
1173,Norges miljø- og biovitenskapelige universitet,2020,AQFOOD,Nordic Master in Aquatic Food Production - Safety and Quality,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751507,120.00,0,0,0,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-BIOL,Biologi,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",651905,180.00,43,29,14,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-BIOTEK,Bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",652210,180.00,30,26,4,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-DS,Internasjonale miljø- og utviklingsstudier,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",631910,180.00,33,25,8,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-DYR,Dyrepleie,DYR,Dyrepleie,B3,"Bachelor, 3-årig",667299,180.00,20,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,B-ECON,Samfunnsøkonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",634103,180.00,9,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,B-EMF,Energi- og miljøfysikk,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",659929,180.00,11,3,8,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-FORNY,Fornybar energi,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",674106,180.00,23,11,12,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-GEOM,Geomatikk,TEKNOLOGI,Teknologi,B3,"Bachelor, 3-årig",656905,180.00,10,4,6,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-HV,Husdyrvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",679903,180.00,23,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,B-KJEMI,Kjemi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",652207,180.00,12,6,6,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-LI,Landskapsingeniør,ARKITEKTUR,Arkitektur,B3,"Bachelor, 3-årig",657299,180.00,21,15,6,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-MAT,Matvitenskap og ernæring,ERNÆRING,Ernæring,B3,"Bachelor, 3-årig",658107,180.00,13,8,5,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-MINA,Miljø og naturressurser,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",651422,180.00,10,6,4,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-PV,Plantevitenskap,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",679905,180.00,13,6,7,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-SF,Skogfag,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",674106,180.00,9,4,5,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-ØA,Økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,72,28,44,0
1173,Norges miljø- og biovitenskapelige universitet,2020,B-ØN,Økologi og naturforvaltning,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",651418,180.00,18,9,9,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-ABG,Animal Breeding and Genetics,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779912,120.00,0,0,0,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-AE,Agroecology,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",779999,120.00,14,9,5,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-BA,Byggeteknikk og arkitektur,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",757107,300.00,26,8,18,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-BIAS,Bioinformatikk og anvendt statistikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751999,120.00,0,0,0,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-BIOL,Biologi,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751909,120.00,11,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-BIOTEK,Bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752218,120.00,34,27,7,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-BYREG,By- og regionplanlegging,SAMVIT,Samfunnsvitenskap,M5,"Master, 5-årig",739916,300.00,25,16,9,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-DS,Globale utviklingsstudier,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",739911,120.00,22,18,4,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-DV,Datavitenskap,TEKNOLOGI,Teknologi,M2,"Master, 2-årig",754133,120.00,10,4,6,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-ECOL,Ecology,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751411,120.00,25,15,10,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-ECON,Samfunnsøkonomi,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",634199,120.00,18,6,12,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-EI,Entreprenørskap og innovasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741136,120.00,21,8,13,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-EIE,Eiendom,SAMVIT,Samfunnsvitenskap,M5,"Master, 5-årig",739916,300.00,30,15,15,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-EUTV,Eiendomsutvikling,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",757110,120.00,23,9,14,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-EUTV-DEL,Eiendomsutvikling - deltid,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",757110,120.00,3,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-FOL,Folkehelsevitenskap,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,18,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-FOL-DEL,Folkehelsevitenskap - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,7,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-FORNY,Fornybar energi,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",774102,120.00,9,5,4,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-FT,Feed Manufacturing Technology,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779913,120.00,4,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-GEOM,Geomatikk,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",756902,300.00,10,5,5,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-HV,Husdyrvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779911,120.00,17,13,4,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-IES,Internasjonale miljøstudier,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751418,120.00,20,16,4,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-IMP,Erfaringsbasert master i industriell matproduksjon,REALFAG,Matematisk-naturvitenskapelige fag,ME,"Master, erfaringsbasert, 1,5-2 år",758104,90.00,0,0,0,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-IR,Internasjonale relasjoner,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739908,120.00,28,21,7,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-IØ,Industriell økonomi,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",759915,300.00,12,5,7,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-KB,Kjemi og bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M5,"Master, 5-årig",752210,300.00,23,15,8,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-KJEMI,Kjemi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752214,120.00,9,6,3,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-LA,Landskapsarkitektur,ARKITEKTUR,Arkitektur,M5,"Master, 5-årig",757206,300.00,38,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-LUN,Lektorutdanning i realfag - LUR,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723405,300.00,15,9,6,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-MAT,Matvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",758102,120.00,24,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-MF,Miljøfysikk og fornybar energi,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",752114,300.00,22,11,11,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-MINA,Miljø og naturressurser,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751407,120.00,23,14,9,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-MPP,"Maskin, prosess og produktutvikling",TEKNOLOGI,Teknologi,M5,"Master, 5-årig",759918,300.00,23,7,16,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-NF,Naturforvaltning,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751411,120.00,24,15,9,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-PV,Plantevitenskap,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",779910,120.00,15,11,4,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-REIS,Naturbasert reiseliv,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751411,120.00,7,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,M-SF,Skogfag,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",774102,120.00,13,4,9,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-VM,Vann- og miljøteknikk,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",751410,300.00,31,19,12,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-ØA,Økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,77,38,39,0
1173,Norges miljø- og biovitenskapelige universitet,2020,M-AA,Aquaculture,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751507,120.00,5,,,1
1173,Norges miljø- og biovitenskapelige universitet,2020,PPU-DEL,Praktisk-pedagogisk utdanning - deltid,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,29,20,9,0
1173,Norges miljø- og biovitenskapelige universitet,2020,PPU-HEL,Praktisk-pedagogisk utdanning - heltid,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,18,13,5,0
1173,Norges miljø- og biovitenskapelige universitet,2020,VET,Veterinærmedisin - Profesjonsstudium,VET,Veterinærutdanning,PR,Profesjonsstudium,767101,330.00,70,60,10,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-BIOL,Biologi,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",651905,180.00,39,31,8,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-BIOTEK,Bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",652210,180.00,31,27,4,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-DS,Internasjonale miljø- og utviklingsstudier,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",631910,180.00,30,27,3,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-DYR,Dyrepleie,DYR,Dyrepleie,B3,"Bachelor, 3-årig",667299,180.00,26,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,B-ECON,Samfunnsøkonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",634103,180.00,12,8,4,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-EMF,Energi- og miljøfysikk,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",659929,180.00,9,5,4,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-FORNY,Fornybar energi,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",674106,180.00,23,15,8,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-GEOM,Geomatikk,TEKNOLOGI,Teknologi,B3,"Bachelor, 3-årig",656905,180.00,14,4,10,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-HV,Husdyrvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",679903,180.00,28,24,4,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-KJEMI,Kjemi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",652207,180.00,13,5,8,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-LI,Landskapsingeniør,ARKITEKTUR,Arkitektur,B3,"Bachelor, 3-årig",657299,180.00,26,19,7,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-MAT,Matvitenskap og ernæring,ERNÆRING,Ernæring,B3,"Bachelor, 3-årig",658107,180.00,23,17,6,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-MINA,Miljø og naturressurser,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",651422,180.00,7,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,B-PV,Plantevitenskap,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",679905,180.00,7,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,B-SF,Skogfag,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",674106,180.00,15,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,B-ØA,Økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,72,33,39,0
1173,Norges miljø- og biovitenskapelige universitet,2021,B-ØN,Økologi og naturforvaltning,UTVMILJØ,Utvikling og miljø,B3,"Bachelor, 3-årig",651418,180.00,19,10,9,0
1173,Norges miljø- og biovitenskapelige universitet,2021,EM-ABG,Animal Breeding and Genetics,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779912,120.00,6,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-ABG,Animal Breeding and Genetics,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779912,120.00,3,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-AE,Agroecology,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",779999,120.00,22,16,6,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-BA,Byggeteknikk og arkitektur,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",757107,300.00,25,14,11,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-BIAS,Bioinformatikk og anvendt statistikk,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751999,120.00,5,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-BIOL,Biologi,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751909,120.00,11,7,4,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-BIOTEK,Bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752218,120.00,37,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-BYREG,By- og regionplanlegging,SAMVIT,Samfunnsvitenskap,M5,"Master, 5-årig",739916,300.00,24,18,6,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-DS,Globale utviklingsstudier,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",739911,120.00,22,18,4,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-DV,Datavitenskap,TEKNOLOGI,Teknologi,M2,"Master, 2-årig",754133,120.00,12,4,8,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-ECOL,Ecology,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751411,120.00,19,9,10,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-ECON,Samfunnsøkonomi og bærekraft,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",634199,120.00,11,4,7,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-EI,Entreprenørskap og innovasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741136,120.00,43,25,18,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-EIE,Eiendom,SAMVIT,Samfunnsvitenskap,M5,"Master, 5-årig",739916,300.00,24,12,12,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-EUTV,Eiendomsutvikling,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",757110,120.00,26,12,14,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-EUTV-DEL,Eiendomsutvikling - deltid,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",757110,120.00,6,3,3,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-FOL,Folkehelsevitenskap,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,23,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-FOL-DEL,Folkehelsevitenskap - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,10,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-FORNY,Fornybar energi,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",774102,120.00,17,10,7,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-FT,Feed Manufacturing Technology,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779913,120.00,11,6,5,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-GEOM,Geomatikk,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",756902,300.00,9,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-HV,Husdyrvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",779911,120.00,9,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-IES,Internasjonale miljøstudier,UTVMILJØ,Utvikling og miljø,M2,"Master, 2-årig",751418,120.00,26,15,11,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-IR,Internasjonale relasjoner,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739908,120.00,25,15,10,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-IØ,Industriell økonomi,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",759915,300.00,24,9,15,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-KB,Kjemi og bioteknologi,REALFAG,Matematisk-naturvitenskapelige fag,M5,"Master, 5-årig",752210,300.00,20,14,6,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-KJEMI,Kjemi,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",752214,120.00,10,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-LA,Landskapsarkitektur,ARKITEKTUR,Arkitektur,M5,"Master, 5-årig",757206,300.00,46,30,16,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-LUN,Lektorutdanning i realfag - LUR,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723405,300.00,18,10,8,0
1173,Norges miljø- og biovitenskapelige universitet,2021,M-MAT,Matvitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",758102,120.00,19,,,1
1173,Norges miljø- og biovitenskapelige universitet,2021,M-MF,Miljøfysikk og fornybar energi,TEKNOLOGI,Teknologi,M5,"Master, 5-årig",752114,300.00,26,15,11,0
