styrk08,rank,neighbour,similarity,n_soc,n_soc_neighbour
8111,5,7112,0.875,6,2
8112,1,8181,0.9245,2,6
8112,2,8141,0.9171,2,5
8112,3,8122,0.9067,2,3
8112,4,8114,0.8932,2,4
8112,5,8171,0.8924,2,2
8113,1,6113,0.8676,6,3
8113,2,8342,0.8585,6,5
8113,3,9311,0.8268,6,1
8113,4,9312,0.8051,6,2
8113,5,7213,0.8003,6,3
8114,1,8121,0.9243,4,5
8114,2,8181,0.9221,4,6
8114,3,8131,0.9217,4,3
8114,4,8189,0.8932,4,4
8114,5,8112,0.8932,4,2
8121,1,8142,0.9664,5,12
8121,2,8181,0.9498,5,6
8121,3,8131,0.942,5,3
8121,4,7223,0.9371,5,11
8121,5,8189,0.9247,5,4
8122,1,8141,0.9374,3,5
8122,2,8181,0.9318,3,6
8122,3,8171,0.9259,3,2
8122,4,8160,0.9075,3,5
8122,5,8112,0.9067,3,2
8131,1,8181,0.9484,3,6
8131,2,8121,0.942,3,5
8131,3,8142,0.9391,3,12
8131,4,7513,0.9328,3,2
8131,5,8114,0.9217,3,4
8132,1,7311,0.6503,1,4
8132,2,7313,0.5677,1,1
8132,3,7314,0.5588,1,2
8132,4,7319,0.5562,1,1
8132,5,7317,0.5562,1,1
8141,1,8181,0.9773,5,6
8141,2,8142,0.9476,5,12
8141,3,8122,0.9374,5,3
8141,4,9329,0.9317,5,4
8141,5,7211,0.9283,5,2
8142,1,7223,0.9732,12,11
8142,2,8121,0.9664,12,5
8142,3,8181,0.9644,12,6
8142,4,8141,0.9476,12,5
8142,5,8131,0.9391,12,3
8143,1,8189,0.9523,2,4
8143,2,8171,0.9138,2,2
8143,3,8181,0.9054,2,6
8143,4,8121,0.9002,2,5
8143,5,8142,0.8936,2,12
8151,1,8172,0.9292,1,1
8151,2,9329,0.9257,1,4
8151,3,7211,0.9145,1,2
8151,4,7212,0.9102,1,2
8151,5,8212,0.8942,1,5
8152,1,8141,0.9193,1,5
8152,2,8212,0.8965,1,5
8152,3,9329,0.8964,1,4
8152,4,8181,0.8825,1,6
8152,5,8122,0.8813,1,3
8153,1,8172,0.9282,1,1
8153,2,7123,0.9047,1,3
8153,3,9329,0.9036,1,4
8153,4,7212,0.9021,1,2
8153,5,9612,0.8732,1,1
8154,1,8142,0.9034,1,12
8154,2,8141,0.9026,1,5
8154,3,8181,0.8981,1,6
8154,4,8212,0.8955,1,5
8154,5,7211,0.8925,1,2
8156,1,7315,0.7945,1,3
8156,2,9122,0.7862,1,1
8156,3,9213,0.7652,1,2
8156,4,9211,0.7445,1,1
8156,5,8341,0.7364,1,2
8157,1,9112,0.8728,1,3
8157,2,8153,0.8664,1,1
8157,3,9412,0.8527,1,3
8157,4,7123,0.848,1,3
8157,5,9111,0.8448,1,1
8160,1,8181,0.9408,5,6
8160,2,7513,0.9256,5,2
8160,3,8141,0.9251,5,5
8160,4,8142,0.9236,5,12
8160,5,8122,0.9075,5,3
8171,1,8122,0.9259,2,3
8171,2,8143,0.9138,2,2
8171,3,8112,0.8924,2,2
8171,4,8141,0.8862,2,5
8171,5,8160,0.874,2,5
8172,1,9329,0.938,1,4
8172,2,8151,0.9292,1,1
8172,3,8153,0.9282,1,1
8172,4,7211,0.9277,1,2
8172,5,7212,0.9258,1,2
8181,1,8141,0.9773,6,5
8181,2,8142,0.9644,6,12
8181,3,8121,0.9498,6,5
8181,4,8131,0.9484,6,3
8181,5,8160,0.9408,6,5
8182,1,9622,0.8383,1,3
8182,2,7233,0.8377,1,9
8182,3,8113,0.7913,1,6
8182,4,3132,0.7883,1,4
8182,5,7213,0.7804,1,3
8183,1,8122,0.8831,1,3
8183,2,8141,0.8511,1,5
8183,3,8181,0.8481,1,6
8183,4,8111,0.8309,1,6
8183,5,8342,0.8301,1,5
8189,1,8143,0.9523,4,2
8189,2,8121,0.9247,4,5
8189,3,8181,0.9209,4,6
8189,4,8142,0.91,4,12
8189,5,8160,0.9061,4,5
8211,1,7223,0.8971,2,11
8211,2,8142,0.8714,2,12
8211,3,7126,0.8661,2,2
8211,4,7231,0.8504,2,10
8211,5,8121,0.8443,2,5
8212,1,7212,0.9343,5,2
8212,2,9329,0.9296,5,4
8212,3,8141,0.9089,5,5
8212,4,8142,0.9053,5,12
8212,5,8152,0.8965,5,1
8219,1,8122,0.7975,1,3
8219,2,8143,0.7972,1,2
8219,3,8181,0.7964,1,6
8219,4,8142,0.7915,1,12
8219,5,8121,0.7905,1,5
8311,1,8111,0.8214,6,6
8311,2,8350,0.7971,6,2
8311,3,8342,0.7969,6,5
8311,4,8331,0.7919,6,3
8311,5,8181,0.7826,6,6
8312,1,8311,0.7067,3,6
8312,2,8332,0.6871,3,2
8312,3,8331,0.6153,3,3
8312,4,3133,0.5594,3,1
8312,5,8343,0.5417,3,5
8322,1,9621,0.7079,4,2
8322,2,8343,0.6971,4,5
8322,3,8331,0.6922,4,3
8322,4,9611,0.631,4,2
8322,5,8311,0.6271,4,6
8331,1,8311,0.7919,3,6
8331,2,8332,0.7209,3,2
8331,3,8322,0.6922,3,4
8331,4,8350,0.666,3,2
8331,5,8343,0.6648,3,5
8332,1,8311,0.7352,2,6
8332,2,5245,0.7293,2,2
8332,3,8331,0.7209,2,3
8332,4,8312,0.6871,2,3
8332,5,8344,0.6608,2,2
8341,1,6111,0.8678,2,2
8341,2,6112,0.8678,2,2
8341,3,6114,0.8678,2,2
8341,4,8342,0.8599,2,5
8341,5,6130,0.8586,2,3
8342,1,8111,0.9255,5,6
8342,2,8142,0.8735,5,12
8342,3,9313,0.8693,5,7
8342,4,8121,0.8673,5,5
8342,5,6210,0.8672,5,5
8343,1,9611,0.8323,5,2
8343,2,8111,0.8181,5,6
8343,3,8311,0.7825,5,6
8343,4,8183,0.7534,5,1
8343,5,8342,0.753,5,5
8344,1,5245,0.7564,2,2
8344,2,9333,0.7513,2,4
8344,3,3152,0.729,2,2
8344,4,3151,0.7239,2,2
8344,5,8332,0.6608,2,2
8350,1,8342,0.811,2,5
8350,2,8311,0.7971,2,6
8350,3,3134,0.7946,2,4
8350,4,8113,0.7851,2,6
8350,5,8111,0.7755,2,6
9111,1,9629,0.902,1,5
9111,2,9112,0.8964,1,3
9111,3,5241,0.8774,1,1
9111,4,5246,0.8756,1,3
9111,5,9334,0.8688,1,1
9112,1,9412,0.92,3,3
9112,2,9122,0.9186,3,1
9112,3,5153,0.9095,3,1
9112,4,9123,0.9095,3,1
9112,5,7511,0.8983,3,4
9122,1,9112,0.9186,1,3
9122,2,7511,0.8701,1,4
9122,3,9211,0.8376,1,1
9122,4,5153,0.8346,1,1
9122,5,9123,0.8346,1,1
9123,1,5153,1.0,1,1
9123,2,9112,0.9095,1,3
9123,3,9122,0.8346,1,1
9123,4,7511,0.8335,1,4
9123,5,9412,0.8161,1,3
9129,1,9623,0.7858,1,2
9129,2,8111,0.7773,1,6
9129,3,7126,0.7723,1,2
9129,4,9216,0.7632,1,2
9129,5,8342,0.7607,1,5
9211,1,9213,0.9217,1,2
9211,2,9214,0.8731,1,2
9211,3,9122,0.8376,1,1
9211,4,9313,0.8208,1,7
9211,5,7315,0.809,1,3
9212,1,9213,0.9156,1,2
9212,2,9216,0.8671,1,2
9212,3,6210,0.8586,1,5
9212,4,8342,0.8081,1,5
9212,5,6130,0.7953,1,3
9213,1,9211,0.9217,2,1
9213,2,9212,0.9156,2,1
9213,3,9216,0.9007,2,2
9213,4,6210,0.8693,2,5
9213,5,8342,0.8591,2,5
9214,1,9216,0.8744,2,2
9214,2,9211,0.8731,2,1
9214,3,7123,0.8698,2,3
9214,4,9112,0.8554,2,3
9214,5,8172,0.855,2,1
9215,1,6210,0.7901,1,5
9215,2,9216,0.7672,1,2
9215,3,8141,0.7406,1,5
9215,4,8181,0.7305,1,6
9215,5,9213,0.728,1,2
9216,1,9213,0.9007,2,2
9216,2,6222,0.8901,2,2
9216,3,6224,0.8901,2,2
9216,4,8172,0.8762,2,1
9216,5,9214,0.8744,2,2
9311,1,8113,0.8268,1,6
9311,2,7213,0.7798,1,3
9311,3,9312,0.7733,1,2
9311,4,3132,0.7618,1,4
9311,5,8182,0.7583,1,1
9312,1,8113,0.8051,2,6
9312,2,7213,0.7973,2,3
9312,3,8342,0.7747,2,5
9312,4,9311,0.7733,2,1
9312,5,7114,0.7648,2,3
9313,1,7125,0.8732,7,1
9313,2,8342,0.8693,7,5
9313,3,7122,0.8593,7,4
9313,4,7112,0.8499,7,2
9313,5,7114,0.8429,7,3
9321,1,7511,0.8283,1,4
9321,2,7535,0.8121,1,1
9321,3,7315,0.761,1,3
9321,4,8152,0.7555,1,1
9321,5,9412,0.7536,1,3
9329,1,7211,0.9413,4,2
9329,2,8172,0.938,4,1
9329,3,7212,0.935,4,2
9329,4,8141,0.9317,4,5
9329,5,8212,0.9296,4,5
9331,1,4412,0.9145,1,5
9331,2,9621,0.9141,1,2
9331,3,9612,0.8177,1,1
9331,4,9623,0.7965,1,2
9331,5,9629,0.7928,1,5
9333,1,8344,0.7513,4,2
9333,2,9311,0.6884,4,1
9333,3,8113,0.6681,4,6
9333,4,9312,0.6614,4,2
9333,5,6113,0.6483,4,3
9334,1,9629,0.8877,1,5
9334,2,4412,0.8793,1,5
9334,3,5246,0.8726,1,3
9334,4,9111,0.8688,1,1
9334,5,9412,0.8413,1,3
9412,1,9112,0.92,3,3
9412,2,5246,0.9088,3,3
9412,3,7511,0.8903,3,4
9412,4,7131,0.883,3,2
9412,5,9111,0.8657,3,1
9611,1,9612,0.8446,2,1
9611,2,8343,0.8323,2,5
9611,3,8172,0.6965,2,1
9611,4,7123,0.6905,2,3
9611,5,9216,0.6776,2,2
9612,1,4412,0.8969,1,5
9612,2,9629,0.8826,1,5
9612,3,7123,0.8776,1,3
9612,4,8153,0.8732,1,1
9612,5,8172,0.8672,1,1
9621,1,9331,0.9141,2,1
9621,2,4412,0.8904,2,5
9621,3,9629,0.825,2,5
9621,4,9612,0.8,2,1
9621,5,9111,0.784,2,1
9622,1,7233,0.9365,3,9
9622,2,7412,0.9269,3,13
9622,3,7231,0.8905,3,10
9622,4,7422,0.8741,3,7
9622,5,7421,0.8582,3,7
9623,1,9216,0.8338,2,2
9623,2,9612,0.8327,2,1
9623,3,4412,0.8108,2,5
9623,4,8151,0.809,2,1
9623,5,9331,0.7965,2,1
9629,1,4412,0.9099,5,5
9629,2,9111,0.902,5,1
9629,3,5246,0.8941,5,3
9629,4,5230,0.8941,5,2
9629,5,9334,0.8877,5,1
