inst,inst_short,cohort,rank,styrk08,styrk08_name,share,exposure_norm,exposure2_norm,quintile_v1,quintile_v2
1171,UiA,recent,10,2224,Vernepleiere,0.024671,0.363937,0.284363,3,3
1171,UiA,recent,11,3412,Miljøarbeidere innen sosiale fagfelt,0.021030,0.402930,0.304279,3,3
1171,UiA,recent,12,5311,Barnehage- og skolefritidsassistenter mv.,0.019853,0.145058,0.255320,2,3
1171,UiA,recent,13,4110,Kontormedarbeidere,0.019280,0.610279,0.665079,5,5
1171,UiA,recent,14,2635,Rådgivere innen sosiale fagfelt,0.018986,0.278593,0.297383,3,3
1171,UiA,recent,15,2411,"Revisorer, regnskapsrådgivere",0.016142,0.582906,0.789512,5,5
1160,UiS,all,1,2341,Grunnskolelærere,0.077328,0.337763,0.288960,3,3
1160,UiS,all,2,2223,Sykepleiere,0.070140,0.389938,0.284363,3,3
1160,UiS,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.067531,0.597785,0.766679,5,5
1160,UiS,all,4,2342,Førskolelærere,0.040493,0.235974,0.105222,2,2
1160,UiS,all,5,2635,Rådgivere innen sosiale fagfelt,0.028436,0.278593,0.297383,3,3
1160,UiS,all,6,2221,Spesialsykepleiere,0.028429,0.373494,0.284363,3,3
1160,UiS,all,7,2310,Universitets- og høyskolelektorer/-lærere,0.025835,0.496858,0.510385,4,4
1160,UiS,all,8,2330,Lektorer mv. (videregående skole),0.023450,0.341880,0.306723,3,3
1160,UiS,all,9,2511,Systemanalytikere/-arkitekter,0.023026,0.633256,0.838163,5,5
1160,UiS,all,10,3351,Tollere,0.022920,0.483637,0.382370,4,4
1160,UiS,all,11,3412,Miljøarbeidere innen sosiale fagfelt,0.022464,0.402930,0.304279,3,3
1160,UiS,all,12,5223,Butikkmedarbeidere,0.020960,0.351263,0.329793,3,3
1160,UiS,all,13,2411,"Revisorer, regnskapsrådgivere",0.018232,0.582906,0.789512,5,5
1160,UiS,all,14,3119,Andre ingeniører,0.017931,0.365983,0.336583,3,3
1160,UiS,all,15,4110,Kontormedarbeidere,0.017168,0.610279,0.665079,5,5
1160,UiS,recent,1,2341,Grunnskolelærere,0.084261,0.337763,0.288960,3,3
1160,UiS,recent,2,2223,Sykepleiere,0.078567,0.389938,0.284363,3,3
1160,UiS,recent,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.077698,0.597785,0.766679,5,5
1160,UiS,recent,4,2342,Førskolelærere,0.042142,0.235974,0.105222,2,2
1160,UiS,recent,5,2310,Universitets- og høyskolelektorer/-lærere,0.036882,0.496858,0.510385,4,4
1160,UiS,recent,6,2635,Rådgivere innen sosiale fagfelt,0.035133,0.278593,0.297383,3,3
1160,UiS,recent,7,2511,Systemanalytikere/-arkitekter,0.026028,0.633256,0.838163,5,5
1160,UiS,recent,8,5223,Butikkmedarbeidere,0.024909,0.351263,0.329793,3,3
1160,UiS,recent,9,3412,Miljøarbeidere innen sosiale fagfelt,0.024792,0.402930,0.304279,3,3
1160,UiS,recent,10,2330,Lektorer mv. (videregående skole),0.023346,0.341880,0.306723,3,3
1160,UiS,recent,11,2221,Spesialsykepleiere,0.023136,0.373494,0.284363,3,3
1160,UiS,recent,12,3119,Andre ingeniører,0.021160,0.365983,0.336583,3,3
1160,UiS,recent,13,2519,Andre programvare- og applikasjonsutviklere,0.021110,0.754652,0.823038,5,5
1160,UiS,recent,14,2411,"Revisorer, regnskapsrådgivere",0.020972,0.582906,0.789512,5,5
1160,UiS,recent,15,2142,Sivilingeniører (bygg og anlegg),0.018992,0.494505,0.522526,4,4
1177,INN,all,1,2341,Grunnskolelærere,0.095963,0.337763,0.288960,3,3
1177,INN,all,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.074036,0.597785,0.766679,5,5
1177,INN,all,3,2223,Sykepleiere,0.067546,0.389938,0.284363,3,3
1177,INN,all,4,2342,Førskolelærere,0.052021,0.235974,0.105222,2,2
1177,INN,all,5,2224,Vernepleiere,0.040014,0.363937,0.284363,3,3
1177,INN,all,6,5223,Butikkmedarbeidere,0.037120,0.351263,0.329793,3,3
1177,INN,all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.029878,0.145058,0.255320,2,3
1177,INN,all,8,2635,Rådgivere innen sosiale fagfelt,0.027791,0.278593,0.297383,3,3
1177,INN,all,9,4110,Kontormedarbeidere,0.024366,0.610279,0.665079,5,5
1177,INN,all,10,3412,Miljøarbeidere innen sosiale fagfelt,0.023720,0.402930,0.304279,3,3
1177,INN,all,11,2330,Lektorer mv. (videregående skole),0.022113,0.341880,0.306723,3,3
1177,INN,all,12,5321,Helsefagarbeidere,0.021045,0.104302,0.093175,1,2
1177,INN,all,13,5329,Andre pleiemedarbeidere,0.019069,0.268401,0.152646,3,2
1177,INN,all,14,2310,Universitets- og høyskolelektorer/-lærere,0.018757,0.496858,0.510385,4,4
1177,INN,all,15,2423,Personal- og karriererådgivere,0.013382,0.501224,0.635356,4,5
1177,INN,recent,1,2341,Grunnskolelærere,0.105989,0.337763,0.288960,3,3
1177,INN,recent,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.100766,0.597785,0.766679,5,5
1177,INN,recent,3,2223,Sykepleiere,0.076227,0.389938,0.284363,3,3
1177,INN,recent,4,2342,Førskolelærere,0.054618,0.235974,0.105222,2,2
1177,INN,recent,5,5223,Butikkmedarbeidere,0.048183,0.351263,0.329793,3,3
1177,INN,recent,6,2224,Vernepleiere,0.045910,0.363937,0.284363,3,3
1177,INN,recent,7,5311,Barnehage- og skolefritidsassistenter mv.,0.031722,0.145058,0.255320,2,3
1177,INN,recent,8,2635,Rådgivere innen sosiale fagfelt,0.030947,0.278593,0.297383,3,3
1177,INN,recent,9,3412,Miljøarbeidere innen sosiale fagfelt,0.025245,0.402930,0.304279,3,3
1177,INN,recent,10,2310,Universitets- og høyskolelektorer/-lærere,0.022949,0.496858,0.510385,4,4
1177,INN,recent,11,5321,Helsefagarbeidere,0.020153,0.104302,0.093175,1,2
1177,INN,recent,12,2330,Lektorer mv. (videregående skole),0.019477,0.341880,0.306723,3,3
1177,INN,recent,13,4110,Kontormedarbeidere,0.017616,0.610279,0.665079,5,5
1177,INN,recent,14,3313,Regnskapsførere,0.015762,0.822898,0.793052,5,5
1177,INN,recent,15,5329,Andre pleiemedarbeidere,0.014519,0.268401,0.152646,3,2
1174,NU,all,1,2223,Sykepleiere,0.113523,0.389938,0.284363,3,3
1174,NU,all,2,2341,Grunnskolelærere,0.094529,0.337763,0.288960,3,3
1174,NU,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.064396,0.597785,0.766679,5,5
1174,NU,all,4,5165,Kjøreskolelærere,0.037171,0.369231,0.332511,3,3
1174,NU,all,5,2342,Førskolelærere,0.035021,0.235974,0.105222,2,2
1174,NU,all,6,2330,Lektorer mv. (videregående skole),0.034906,0.341880,0.306723,3,3
1174,NU,all,7,2224,Vernepleiere,0.027262,0.363937,0.284363,3,3
1174,NU,all,8,3412,Miljøarbeidere innen sosiale fagfelt,0.024468,0.402930,0.304279,3,3
1174,NU,all,9,5223,Butikkmedarbeidere,0.022302,0.351263,0.329793,3,3
1174,NU,all,10,2635,Rådgivere innen sosiale fagfelt,0.020104,0.278593,0.297383,3,3
1174,NU,all,11,2423,Personal- og karriererådgivere,0.018789,0.501224,0.635356,4,5
1174,NU,all,12,2310,Universitets- og høyskolelektorer/-lærere,0.018666,0.496858,0.510385,4,4
1174,NU,all,13,2221,Spesialsykepleiere,0.018290,0.373494,0.284363,3,3
1174,NU,all,14,4110,Kontormedarbeidere,0.017524,0.610279,0.665079,5,5
1174,NU,all,15,6221,Havbruksarbeidere,0.014696,0.229420,0.171579,2,2
1174,NU,recent,1,2223,Sykepleiere,0.126514,0.389938,0.284363,3,3
1174,NU,recent,2,2341,Grunnskolelærere,0.099964,0.337763,0.288960,3,3
1174,NU,recent,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.068875,0.597785,0.766679,5,5
1174,NU,recent,4,5165,Kjøreskolelærere,0.042930,0.369231,0.332511,3,3
1174,NU,recent,5,2330,Lektorer mv. (videregående skole),0.039981,0.341880,0.306723,3,3
1174,NU,recent,6,2342,Førskolelærere,0.035644,0.235974,0.105222,2,2
1174,NU,recent,7,2224,Vernepleiere,0.029673,0.363937,0.284363,3,3
1174,NU,recent,8,2310,Universitets- og høyskolelektorer/-lærere,0.028996,0.496858,0.510385,4,4
1174,NU,recent,9,3412,Miljøarbeidere innen sosiale fagfelt,0.026281,0.402930,0.304279,3,3
1174,NU,recent,10,2423,Personal- og karriererådgivere,0.025472,0.501224,0.635356,4,5
1174,NU,recent,11,2635,Rådgivere innen sosiale fagfelt,0.023140,0.278593,0.297383,3,3
1174,NU,recent,12,5223,Butikkmedarbeidere,0.020501,0.351263,0.329793,3,3
1174,NU,recent,13,6221,Havbruksarbeidere,0.017883,0.229420,0.171579,2,2
1174,NU,recent,14,5311,Barnehage- og skolefritidsassistenter mv.,0.014616,0.145058,0.255320,2,3
1174,NU,recent,15,4110,Kontormedarbeidere,0.014206,0.610279,0.665079,5,5
1173,NMBU,all,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.119458,0.597785,0.766679,5,5
1173,NMBU,all,2,2142,Sivilingeniører (bygg og anlegg),0.039031,0.494505,0.522526,4,4
1173,NMBU,all,3,3313,Regnskapsførere,0.038653,0.822898,0.793052,5,5
1173,NMBU,all,4,2310,Universitets- og høyskolelektorer/-lærere,0.034948,0.496858,0.510385,4,4
1173,NMBU,all,5,5223,Butikkmedarbeidere,0.028781,0.351263,0.329793,3,3
1173,NMBU,all,6,3119,Andre ingeniører,0.026016,0.365983,0.336583,3,3
1173,NMBU,all,7,2250,Veterinærer,0.024245,0.277200,0.142097,3,2
1173,NMBU,all,8,2330,Lektorer mv. (videregående skole),0.022432,0.341880,0.306723,3,3
1173,NMBU,all,9,4110,Kontormedarbeidere,0.022195,0.610279,0.665079,5,5
1173,NMBU,all,10,2341,Grunnskolelærere,0.021303,0.337763,0.288960,3,3
1173,NMBU,all,11,2511,Systemanalytikere/-arkitekter,0.020683,0.633256,0.838163,5,5
1173,NMBU,all,12,2162,Landskapsarkitekter,0.019273,0.431849,0.578826,4,5
1173,NMBU,all,13,2421,Organisasjonsrådgivere mv.,0.018778,0.509832,0.705829,4,5
1173,NMBU,all,14,1219,Andre administrative ledere,0.018393,0.520145,0.530638,4,4
1173,NMBU,all,15,2411,"Revisorer, regnskapsrådgivere",0.017562,0.582906,0.789512,5,5
1173,NMBU,recent,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.133233,0.597785,0.766679,5,5
1173,NMBU,recent,2,3313,Regnskapsførere,0.098150,0.822898,0.793052,5,5
1173,NMBU,recent,3,2310,Universitets- og høyskolelektorer/-lærere,0.054581,0.496858,0.510385,4,4
1173,NMBU,recent,4,5223,Butikkmedarbeidere,0.041792,0.351263,0.329793,3,3
1173,NMBU,recent,5,2142,Sivilingeniører (bygg og anlegg),0.038817,0.494505,0.522526,4,4
1173,NMBU,recent,6,2250,Veterinærer,0.031205,0.277200,0.142097,3,2
1173,NMBU,recent,7,3143,Skogteknikere,0.030544,0.335306,0.154534,3,2
1173,NMBU,recent,8,2421,Organisasjonsrådgivere mv.,0.029746,0.509832,0.705829,4,5
1173,NMBU,recent,9,4311,Regnskapsmedarbeidere,0.026519,0.808274,0.772580,5,5
1173,NMBU,recent,10,2162,Landskapsarkitekter,0.023733,0.431849,0.578826,4,5
1173,NMBU,recent,11,2511,Systemanalytikere/-arkitekter,0.022391,0.633256,0.838163,5,5
1173,NMBU,recent,12,2341,Grunnskolelærere,0.020148,0.337763,0.288960,3,3
1173,NMBU,recent,13,3119,Andre ingeniører,0.020111,0.365983,0.336583,3,3
1173,NMBU,recent,14,2164,Arealplanleggere,0.017280,0.489510,0.571982,4,4
1173,NMBU,recent,15,2413,Finansanalytikere,0.017252,0.518665,0.695875,4,5
1240,NHH,all,1,2411,"Revisorer, regnskapsrådgivere",0.101728,0.582906,0.789512,5,5
1240,NHH,all,2,4311,Regnskapsmedarbeidere,0.080095,0.808274,0.772580,5,5
1240,NHH,all,3,3313,Regnskapsførere,0.070385,0.822898,0.793052,5,5
1240,NHH,all,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.064713,0.597785,0.766679,5,5
1240,NHH,all,5,3312,Kundebehandlere lån og kreditt,0.053257,0.623543,0.698251,5,5
1240,NHH,all,6,1211,Finans- og økonomisjefer,0.048076,0.497493,0.643716,4,5
1240,NHH,all,7,2412,Finans- og investeringsrådgivere,0.047911,0.493097,0.746503,4,5
1240,NHH,all,8,2413,Finansanalytikere,0.042116,0.518665,0.695875,4,5
1240,NHH,all,9,2421,Organisasjonsrådgivere mv.,0.038950,0.509832,0.705829,4,5
1240,NHH,all,10,3311,Finansmeglere,0.035186,0.586054,0.573453,5,4
1240,NHH,all,11,1120,Administrerende direktører,0.025919,0.511564,0.585440,4,5
1240,NHH,all,12,4110,Kontormedarbeidere,0.022084,0.610279,0.665079,5,5
1240,NHH,all,13,2511,Systemanalytikere/-arkitekter,0.019875,0.633256,0.838163,5,5
1240,NHH,all,14,1219,Andre administrative ledere,0.018443,0.520145,0.530638,4,4
1240,NHH,all,15,3322,Selgere (engros),0.018293,0.552398,0.587087,5,5
1240,NHH,recent,1,2411,"Revisorer, regnskapsrådgivere",0.120907,0.582906,0.789512,5,5
1240,NHH,recent,2,4311,Regnskapsmedarbeidere,0.094954,0.808274,0.772580,5,5
1240,NHH,recent,3,3313,Regnskapsførere,0.080093,0.822898,0.793052,5,5
1240,NHH,recent,4,3312,Kundebehandlere lån og kreditt,0.058269,0.623543,0.698251,5,5
1240,NHH,recent,5,3311,Finansmeglere,0.057942,0.586054,0.573453,5,4
1240,NHH,recent,6,2412,Finans- og investeringsrådgivere,0.053435,0.493097,0.746503,4,5
1240,NHH,recent,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.051766,0.597785,0.766679,5,5
1240,NHH,recent,8,2421,Organisasjonsrådgivere mv.,0.050691,0.509832,0.705829,4,5
1240,NHH,recent,9,2413,Finansanalytikere,0.047566,0.518665,0.695875,4,5
1240,NHH,recent,10,1211,Finans- og økonomisjefer,0.044179,0.497493,0.643716,4,5
1240,NHH,recent,11,2511,Systemanalytikere/-arkitekter,0.022230,0.633256,0.838163,5,5
1240,NHH,recent,12,4110,Kontormedarbeidere,0.021780,0.610279,0.665079,5,5
1240,NHH,recent,13,3322,Selgere (engros),0.020007,0.552398,0.587087,5,5
1240,NHH,recent,14,2519,Andre programvare- og applikasjonsutviklere,0.016196,0.754652,0.823038,5,5
1240,NHH,recent,15,3321,Forsikringsagenter,0.015898,0.575803,0.568044,5,4
0256,HiØ,all,1,2223,Sykepleiere,0.122595,0.389938,0.284363,3,3
0256,HiØ,all,2,2341,Grunnskolelærere,0.092125,0.337763,0.288960,3,3
0256,HiØ,all,3,2224,Vernepleiere,0.061370,0.363937,0.284363,3,3
0256,HiØ,all,4,2342,Førskolelærere,0.057649,0.235974,0.105222,2,2
0256,HiØ,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.052296,0.597785,0.766679,5,5
0256,HiØ,all,6,2635,Rådgivere innen sosiale fagfelt,0.042443,0.278593,0.297383,3,3
0256,HiØ,all,7,2221,Spesialsykepleiere,0.041051,0.373494,0.284363,3,3
0256,HiØ,all,8,2511,Systemanalytikere/-arkitekter,0.039040,0.633256,0.838163,5,5
0256,HiØ,all,9,3412,Miljøarbeidere innen sosiale fagfelt,0.029454,0.402930,0.304279,3,3
0256,HiØ,all,10,2519,Andre programvare- og applikasjonsutviklere,0.027910,0.754652,0.823038,5,5
0256,HiØ,all,11,2330,Lektorer mv. (videregående skole),0.023146,0.341880,0.306723,3,3
0256,HiØ,all,12,3212,Bioingeniører,0.018571,0.289759,0.196113,3,3
0256,HiØ,all,13,5311,Barnehage- og skolefritidsassistenter mv.,0.017670,0.145058,0.255320,2,3
0256,HiØ,all,14,5223,Butikkmedarbeidere,0.017352,0.351263,0.329793,3,3
0256,HiØ,all,15,4110,Kontormedarbeidere,0.016056,0.610279,0.665079,5,5
0256,HiØ,recent,1,2223,Sykepleiere,0.135729,0.389938,0.284363,3,3
0256,HiØ,recent,2,2341,Grunnskolelærere,0.098063,0.337763,0.288960,3,3
0256,HiØ,recent,3,2224,Vernepleiere,0.068083,0.363937,0.284363,3,3
0256,HiØ,recent,4,2342,Førskolelærere,0.058710,0.235974,0.105222,2,2
0256,HiØ,recent,5,2511,Systemanalytikere/-arkitekter,0.049489,0.633256,0.838163,5,5
0256,HiØ,recent,6,2635,Rådgivere innen sosiale fagfelt,0.046874,0.278593,0.297383,3,3
0256,HiØ,recent,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.046733,0.597785,0.766679,5,5
0256,HiØ,recent,8,2221,Spesialsykepleiere,0.037674,0.373494,0.284363,3,3
0256,HiØ,recent,9,3412,Miljøarbeidere innen sosiale fagfelt,0.037464,0.402930,0.304279,3,3
0256,HiØ,recent,10,2519,Andre programvare- og applikasjonsutviklere,0.034501,0.754652,0.823038,5,5
0256,HiØ,recent,11,2330,Lektorer mv. (videregående skole),0.025743,0.341880,0.306723,3,3
0256,HiØ,recent,12,3212,Bioingeniører,0.020291,0.289759,0.196113,3,3
0256,HiØ,recent,13,3353,Saksbehandlere innen sosiale ytelser,0.017440,0.559504,0.644655,5,5
0256,HiØ,recent,14,3511,"Driftsteknikere, IKT",0.017373,0.626781,0.745853,5,5
0256,HiØ,recent,15,5223,Butikkmedarbeidere,0.017268,0.351263,0.329793,3,3
8208,VID,all,1,2223,Sykepleiere,0.307631,0.389938,0.284363,3,3
8208,VID,all,2,2224,Vernepleiere,0.114362,0.363937,0.284363,3,3
8208,VID,all,3,2221,Spesialsykepleiere,0.069586,0.373494,0.284363,3,3
8208,VID,all,4,2635,Rådgivere innen sosiale fagfelt,0.059736,0.278593,0.297383,3,3
8208,VID,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.056171,0.597785,0.766679,5,5
8208,VID,all,6,3412,Miljøarbeidere innen sosiale fagfelt,0.051875,0.402930,0.304279,3,3
8208,VID,all,7,1342,Ledere av helsetjenester,0.030012,0.439560,0.492115,4,4
8208,VID,all,8,2222,Jordmødre,0.028829,0.400250,0.299718,3,3
8208,VID,all,9,2310,Universitets- og høyskolelektorer/-lærere,0.021803,0.496858,0.510385,4,4
8208,VID,all,10,2267,Ergoterapeuter,0.021666,0.307692,0.252238,3,3
8208,VID,all,11,5321,Helsefagarbeidere,0.020077,0.104302,0.093175,1,2
8208,VID,all,12,2636,Geistlige yrker,0.020011,0.396270,0.401952,3,4
8208,VID,all,13,1219,Andre administrative ledere,0.015118,0.520145,0.530638,4,4
8208,VID,all,14,5311,Barnehage- og skolefritidsassistenter mv.,0.014085,0.145058,0.255320,2,3
8208,VID,all,15,3413,Religiøse yrker,0.012989,0.341880,,3,
8208,VID,recent,1,2223,Sykepleiere,0.338388,0.389938,0.284363,3,3
8208,VID,recent,2,2224,Vernepleiere,0.126964,0.363937,0.284363,3,3
8208,VID,recent,3,2635,Rådgivere innen sosiale fagfelt,0.068050,0.278593,0.297383,3,3
8208,VID,recent,4,2221,Spesialsykepleiere,0.065281,0.373494,0.284363,3,3
