nus_code,nus_name,nus_kortnavn,level_digit,level_name,field_digit,field_name,nus4,isced,complete_pull,n_total,n_employed,n_employed_scored,share_employed,share_selvstendig,share_i_utdanning,share_ledig,share_ufor_aap,share_utenfor,exposure_w,coverage_scored,share_E3,share_E2,share_E1,share_E0,share_top5_v1,exposure2_w,coverage2_scored,share2_E3,share2_E2,share2_E1,share2_E0,share_top5_v2,share_q1_v1,share_q2_v1,share_q3_v1,share_q4_v1,share_q5_v1,share_q1_v2,share_q2_v2,share_q3_v2,share_q4_v2,share_q5_v2,n_occupations,eloundou_beta_w,mouchel_grounded_w,handa_augmentation_w,handa_automation_w,anthropic2026_job_exposure_w,n_total_recent,n_employed_recent,share_employed_recent,exposure_w_recent,share_E3_recent,exposure2_w_recent,share2_E3_recent,share_top5_v1_recent,share_top5_v2_recent,share_i_utdanning_recent,share_ledig_recent
342199,"Handel, uspesifisert, videregående, grunnutdanning",Handelsfag,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3421,0416,True,708,393,393,0.555085,0.177966,0.000000,0.014124,0.245763,0.007062,0.380622,1.000000,0.066158,0.218830,0.358779,0.356234,0.216285,0.389630,1.000000,0.127226,0.259542,0.000000,0.613232,0.353690,0.117048,0.101781,0.358779,0.206107,0.216285,0.078880,0.185751,0.348601,0.033079,0.353690,30,0.376635,0.345683,0.571882,0.339780,0.120608,0,0,,,,,,,,,
342299,"Markedsføring, uspesifisert, videregående, grunnutdanning",Markedsføringsfag,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3422,0414,True,510,309,309,0.605882,0.105882,0.000000,0.015686,0.239216,0.033333,0.482131,1.000000,0.090615,0.433657,0.336570,0.139159,0.378641,0.507210,1.000000,0.174757,0.488673,0.048544,0.288026,0.579288,0.048544,0.025890,0.210356,0.336570,0.378641,0.038835,0.093851,0.181230,0.106796,0.579288,34,0.475829,0.450000,0.610071,0.315995,0.177204,0,0,,,,,,,,,
343201,"Handels- og kontorfag, toårig grunnkurs",Handels- og kontorfag,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3432,0416,True,1122,708,708,0.631016,0.045455,0.000000,0.018717,0.281640,0.023173,0.467399,1.000000,0.122881,0.406780,0.242938,0.227401,0.433616,0.489108,1.000000,0.227401,0.368644,0.016949,0.387006,0.516949,0.079096,0.081921,0.220339,0.185028,0.433616,0.060734,0.104520,0.221751,0.096045,0.516949,64,0.464684,0.433941,0.581997,0.358885,0.169695,0,0,,,,,,,,,
343202,"Kontorfag, VK I",Kontorfag,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3432,0415,True,3592,2458,2458,0.684298,0.029788,0.000000,0.011693,0.257238,0.015312,0.477448,1.000000,0.101302,0.462164,0.225386,0.211147,0.477624,0.502770,1.000000,0.230675,0.385679,0.037022,0.346623,0.539463,0.071603,0.060618,0.215622,0.174532,0.477624,0.063059,0.096827,0.193653,0.106998,0.539463,105,0.473889,0.446062,0.578535,0.368704,0.177826,0,0,,,,,,,,,
343203,Kontorpersonale for helseinstitusjoner,Kontorpersonale for helseinstitusjoner,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3432,0415,True,100,39,39,0.390000,0.000000,0.000000,0.000000,0.610000,0.000000,0.512158,1.000000,0.076923,0.538462,0.256410,0.128205,0.615385,0.537488,1.000000,0.333333,0.282051,0.000000,0.384615,0.615385,0.000000,0.000000,0.384615,0.000000,0.615385,0.000000,0.205128,0.179487,0.000000,0.615385,7,0.490555,0.476864,0.582637,0.385312,0.200971,0,0,,,,,,,,,
343299,"Kontorfag, uspesifiserte, videregående, grunnutdanning",Kontorfag,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3432,0415,True,2561,1652,1652,0.645061,0.135884,0.000000,0.008981,0.202265,0.001562,0.416215,1.000000,0.112591,0.283898,0.260896,0.342615,0.331719,0.416572,0.998184,0.169800,0.285628,0.027289,0.517283,0.400243,0.125908,0.092615,0.286925,0.162833,0.331719,0.084900,0.201334,0.239539,0.073984,0.400243,87,0.412189,0.369586,0.555858,0.347661,0.140640,0,0,,,,,,,,,
344199,"Reiselivsfag, uspesifiserte, videregående, grunnutdanning",Reiselivsfag,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3441,1015,True,181,87,87,0.480663,0.044199,0.000000,0.038674,0.397790,0.038674,0.435781,1.000000,0.080460,0.333333,0.298851,0.287356,0.413793,0.459616,1.000000,0.137931,0.390805,0.000000,0.471264,0.448276,0.045977,0.137931,0.252874,0.149425,0.413793,0.000000,0.183908,0.287356,0.080460,0.448276,15,0.430288,0.407775,0.577593,0.339073,0.172920,0,0,,,,,,,,,
344201,"Kjøkkenleder, videregående, grunnutdanning",Kjøkkenleder,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3442,1013,True,6,3,3,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.198235,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.137410,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1,0.193279,0.121911,0.136176,0.263824,0.013600,0,0,,,,,,,,,
344999,"Hotell- og reiselivsfag, andre, uspesifiserte, videregående, grunnutdanning",Hotell- og reiselivsfag,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3449,1013,True,3,3,3,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198235,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.137410,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1,0.193279,0.121911,0.136176,0.263824,0.013600,0,0,,,,,,,,,
349901,"Bankakademiet, grunnutdanning",Bankakademi,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3499,0412,True,1169,865,865,0.739949,0.047049,0.000000,0.011121,0.195038,0.004277,0.535268,1.000000,0.108671,0.564162,0.196532,0.130636,0.603468,0.585817,1.000000,0.520231,0.263584,0.008092,0.208092,0.713295,0.035838,0.042775,0.128324,0.189595,0.603468,0.038150,0.078613,0.091329,0.078613,0.713295,57,0.527995,0.519741,0.642501,0.323894,0.216714,0,0,,,,,,,,,
349902,"Saksbehandlerkurs, videregående, grunnutdanning",Saksbehandlerkurs,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3499,0413,True,24,13,13,0.541667,0.166667,0.000000,0.000000,0.291667,0.000000,0.657366,1.000000,0.461538,0.538462,0.000000,0.000000,1.000000,0.786597,1.000000,0.692308,0.307692,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3,0.634913,0.697875,0.606387,0.393613,0.292363,0,0,,,,,,,,,
349999,"Økonomiske og administrative fag, andre, uspesifiserte, videregående, grunnutdanning",Påbegynt videregående utdanning,3,Videregående grunnutdanning,4,Økonomiske og administrative fag,3499,0413,True,469,287,287,0.611940,0.081023,0.006397,0.019190,0.204691,0.076759,0.317188,1.000000,0.045296,0.209059,0.282230,0.463415,0.174216,0.321983,1.000000,0.101045,0.222997,0.024390,0.651568,0.289199,0.278746,0.094077,0.264808,0.188153,0.174216,0.250871,0.156794,0.268293,0.034843,0.289199,33,0.313500,0.285666,0.564538,0.338319,0.096688,0,0,,,,,,,,,
352204,"Kjemiprosess, Vg2",Kjemi- og prosessfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3522,0531,True,63,18,18,0.285714,0.079365,0.000000,0.000000,0.587302,0.047619,0.209169,1.000000,0.000000,0.000000,0.222222,0.777778,0.000000,0.263336,1.000000,0.000000,0.222222,0.222222,0.555556,0.222222,0.555556,0.000000,0.222222,0.222222,0.000000,0.333333,0.222222,0.000000,0.222222,0.222222,5,0.236493,0.233634,0.415470,0.251196,0.056067,0,0,,,,,,,,,
352205,"Laboratoriefag, Vg2",Laboratoriefag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3522,0531,True,42,11,11,0.261905,0.095238,0.000000,0.000000,0.642857,0.000000,0.377498,1.000000,0.000000,0.363636,0.000000,0.636364,0.363636,0.322479,1.000000,0.000000,0.363636,0.000000,0.636364,0.363636,0.000000,0.000000,0.636364,0.000000,0.363636,0.000000,0.363636,0.272727,0.000000,0.363636,3,0.356042,0.286106,0.553707,0.264475,0.193506,0,0,,,,,,,,,
354102,"EDB, toårig grunnkurs",IKT-fag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3541,0619,True,129,68,68,0.527132,0.054264,0.000000,0.069767,0.263566,0.085271,0.591569,1.000000,0.205882,0.588235,0.205882,0.000000,0.750000,0.679205,1.000000,0.514706,0.382353,0.000000,0.102941,0.852941,0.000000,0.000000,0.102941,0.147059,0.750000,0.000000,0.000000,0.102941,0.044118,0.852941,14,0.592277,0.602596,0.713080,0.261185,0.255972,0,0,,,,,,,,,
354103,"Programmerere, videregående, grunnutdanning",Programmererfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3541,0613,True,44,14,14,0.318182,0.090909,0.000000,0.000000,0.590909,0.000000,0.602127,1.000000,0.214286,0.571429,0.214286,0.000000,0.785714,0.653357,1.000000,0.428571,0.357143,0.000000,0.214286,0.785714,0.000000,0.000000,0.214286,0.000000,0.785714,0.000000,0.000000,0.214286,0.000000,0.785714,4,0.588916,0.579664,0.581132,0.418868,0.278396,0,0,,,,,,,,,
354199,"Informasjons- og datateknologi, uspesifisert, videregående, grunnutdanning",IKT-fag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3541,0619,True,568,261,261,0.459507,0.059859,0.000000,0.021127,0.411972,0.040493,0.487717,1.000000,0.091954,0.486590,0.226054,0.195402,0.509579,0.523508,1.000000,0.306513,0.337165,0.038314,0.318008,0.613027,0.061303,0.042146,0.210728,0.176245,0.509579,0.057471,0.114943,0.160920,0.053640,0.613027,36,0.483082,0.464460,0.603898,0.335230,0.180604,0,0,,,,,,,,,
355101,"Automatisering, Vg2",Automatiseringsfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,948,661,658,0.697257,0.066456,0.000000,0.017932,0.183544,0.034810,0.340680,0.995461,0.018237,0.253799,0.320669,0.407295,0.194529,0.346221,0.995461,0.083587,0.259878,0.132219,0.524316,0.268997,0.209726,0.106383,0.244681,0.244681,0.194529,0.180851,0.170213,0.226444,0.153495,0.268997,74,0.335680,0.307170,0.586127,0.239924,0.088551,0,0,,,,,,,,,
355102,"Elektrofag, grunnkurs",Elektrofag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,242,149,149,0.615702,0.322314,0.000000,0.000000,0.061983,0.000000,0.325670,1.000000,0.000000,0.228188,0.348993,0.422819,0.087248,0.327126,1.000000,0.060403,0.221477,0.127517,0.590604,0.261745,0.100671,0.228188,0.201342,0.382550,0.087248,0.100671,0.369128,0.167785,0.100671,0.261745,21,0.311800,0.290229,0.689636,0.204642,0.057034,0,0,,,,,,,,,
355103,"Elektrofag, toårig grunnkurs",Elektrofag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,409,268,268,0.655257,0.075795,0.000000,0.012225,0.224939,0.031785,0.429890,1.000000,0.022388,0.388060,0.417910,0.171642,0.291045,0.462854,1.000000,0.152985,0.402985,0.119403,0.324627,0.455224,0.089552,0.037313,0.231343,0.350746,0.291045,0.089552,0.074627,0.227612,0.152985,0.455224,38,0.423341,0.410648,0.613886,0.245977,0.143739,0,0,,,,,,,,,
355104,"Elenergi, Vg2",Elenergi,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,1754,1213,1213,0.691562,0.082098,0.000000,0.013683,0.187001,0.025656,0.343517,1.000000,0.021434,0.228359,0.324815,0.425392,0.177246,0.345326,0.996702,0.077750,0.245658,0.114144,0.562448,0.259719,0.149217,0.167354,0.248969,0.257214,0.177246,0.133995,0.231596,0.237386,0.137304,0.259719,98,0.338717,0.306376,0.603423,0.231174,0.091092,0,0,,,,,,,,,
355105,"Data og elektronikk, Vg2",Data og elektronikk,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,738,494,494,0.669377,0.077236,0.000000,0.036585,0.181572,0.035230,0.433567,1.000000,0.054656,0.350202,0.358300,0.236842,0.338057,0.463570,1.000000,0.202429,0.303644,0.157895,0.336032,0.465587,0.093117,0.060729,0.230769,0.277328,0.338057,0.064777,0.099190,0.251012,0.119433,0.465587,58,0.433097,0.411283,0.624847,0.264515,0.143097,0,0,,,,,,,,,
355107,"Flyfag, Vg2",Flyfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0716,True,19,3,3,0.157895,0.526316,0.000000,0.000000,0.315789,0.000000,0.365983,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.336583,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,0.363616,0.298619,0.591812,0.283188,0.019840,0,0,,,,,,,,,
355108,"Kjøleteknisk utdanning, videregående, grunnutdanning",Kjøleteknisk utdanning,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0713,True,34,13,13,0.382353,0.264706,0.000000,0.000000,0.264706,0.088235,0.464915,1.000000,0.000000,0.307692,0.692308,0.000000,0.000000,0.518129,1.000000,0.000000,0.769231,0.000000,0.230769,0.538462,0.000000,0.000000,0.230769,0.769231,0.000000,0.000000,0.000000,0.230769,0.230769,0.538462,4,0.455200,0.459688,0.688032,0.311968,0.073994,0,0,,,,,,,,,
355109,"Kulde- og varmepumpeteknikk, Vg2",Kulde- og varmepumpemontørfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0713,True,36,15,15,0.416667,0.111111,0.000000,0.000000,0.472222,0.000000,0.310661,1.000000,0.000000,0.466667,0.000000,0.533333,0.266667,0.308781,1.000000,0.000000,0.466667,0.000000,0.533333,0.266667,0.333333,0.200000,0.000000,0.200000,0.266667,0.333333,0.200000,0.000000,0.200000,0.266667,4,0.308857,0.273953,0.711207,0.222126,0.123268,0,0,,,,,,,,,
355110,"Radio- og fjernsynsteknisk utdanning, videregående, grunnutdanning",Radio- og fjernsynsteknisk utdanning,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,70,28,28,0.400000,0.271429,0.000000,0.042857,0.285714,0.000000,0.510843,1.000000,0.107143,0.428571,0.464286,0.000000,0.392857,0.505312,1.000000,0.214286,0.321429,0.142857,0.321429,0.535714,0.000000,0.000000,0.214286,0.392857,0.392857,0.000000,0.000000,0.321429,0.142857,0.535714,8,0.493466,0.448317,0.662203,0.293154,0.182367,0,0,,,,,,,,,
355111,"Teleteknisk utdanning, videregående, grunnutdanning",Teleteknisk utdanning,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,33,18,18,0.545455,0.303030,0.000000,0.000000,0.151515,0.000000,0.315756,1.000000,0.000000,0.166667,0.444444,0.388889,0.000000,0.263921,1.000000,0.000000,0.166667,0.277778,0.555556,0.166667,0.222222,0.000000,0.166667,0.611111,0.000000,0.222222,0.333333,0.000000,0.277778,0.166667,5,0.294060,0.234153,0.545552,0.240162,0.021040,0,0,,,,,,,,,
355199,"Elektro, uspesifisert, videregående, grunnutdanning",Elektrofag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3551,0714,True,34,16,16,0.470588,0.147059,0.000000,0.000000,0.294118,0.088235,0.316365,1.000000,0.000000,0.312500,0.187500,0.500000,0.312500,0.343386,1.000000,0.000000,0.312500,0.187500,0.500000,0.312500,0.000000,0.500000,0.000000,0.187500,0.312500,0.000000,0.500000,0.000000,0.187500,0.312500,3,0.319004,0.304655,0.810751,0.111124,0.121287,0,0,,,,,,,,,
355201,"Billakkerer, VK I",Billakkererfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0716,True,16,6,6,0.375000,0.000000,0.000000,0.000000,0.625000,0.000000,0.346358,1.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.266612,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2,0.314857,0.236540,0.556552,0.193448,0.000000,0,0,,,,,,,,,
355202,"Bilmekanikere, videregående, grunnutdanning",Bilmekanikerfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0716,True,88,29,29,0.329545,0.147727,0.000000,0.068182,0.306818,0.147727,0.285306,1.000000,0.000000,0.103448,0.344828,0.551724,0.000000,0.215171,1.000000,0.000000,0.103448,0.103448,0.793103,0.103448,0.275862,0.137931,0.137931,0.448276,0.000000,0.275862,0.379310,0.241379,0.000000,0.103448,6,0.259004,0.190901,0.549381,0.232228,0.023919,0,0,,,,,,,,,
355204,"Elektromekaniske fag, VK I",Elektromekaniske fag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0714,True,98,56,56,0.571429,0.071429,0.000000,0.000000,0.285714,0.071429,0.378582,1.000000,0.107143,0.178571,0.446429,0.267857,0.285714,0.375920,1.000000,0.107143,0.232143,0.160714,0.500000,0.339286,0.107143,0.160714,0.232143,0.214286,0.285714,0.107143,0.267857,0.232143,0.053571,0.339286,13,0.366958,0.333519,0.667245,0.182755,0.122083,0,0,,,,,,,,,
355206,"Grafiske fag, videregående, grunnutdanning",Grafiske fag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0211,True,32,6,6,0.187500,0.343750,0.000000,0.000000,0.468750,0.000000,0.385422,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.248857,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,2,0.329644,0.220787,0.601628,0.231705,0.080550,0,0,,,,,,,,,
355207,"Kjøretøy, Vg2",Bilfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0716,True,2854,1888,1888,0.661528,0.125088,0.000000,0.015767,0.182901,0.013315,0.301763,1.000000,0.008475,0.191208,0.306674,0.493644,0.129767,0.292705,1.000000,0.029661,0.238347,0.085805,0.646186,0.189619,0.280720,0.097458,0.251589,0.240466,0.129767,0.264301,0.166843,0.251589,0.127648,0.189619,115,0.295857,0.259691,0.541007,0.229374,0.069871,0,0,,,,,,,,,
355208,"Maskin- og mekanikerfag, toårig grunnkurs",Maskin- og mekanikerfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0715,True,297,182,182,0.612795,0.127946,0.000000,0.026936,0.215488,0.016835,0.362797,1.000000,0.016484,0.269231,0.362637,0.351648,0.192308,0.359063,1.000000,0.065934,0.313187,0.082418,0.538462,0.357143,0.153846,0.082418,0.285714,0.285714,0.192308,0.153846,0.186813,0.258242,0.043956,0.357143,28,0.349127,0.318563,0.600630,0.229048,0.100205,0,0,,,,,,,,,
355209,"Maskinfag, VK I",Maskinfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0715,True,3091,1984,1984,0.641863,0.106438,0.000000,0.020705,0.217729,0.011647,0.277736,1.000000,0.013105,0.162298,0.265121,0.559476,0.111391,0.268090,1.000000,0.032762,0.194556,0.088206,0.684476,0.169355,0.306452,0.143145,0.230847,0.208165,0.111391,0.267641,0.215222,0.239415,0.108367,0.169355,124,0.275703,0.237852,0.519670,0.218611,0.057868,0,0,,,,,,,,,
355211,"Mekaniske fag, grunnkurs",Mekaniske fag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0715,True,1580,881,881,0.557595,0.236709,0.000000,0.004430,0.195570,0.000000,0.273322,1.000000,0.007946,0.130533,0.278093,0.583428,0.080590,0.254749,1.000000,0.023837,0.170261,0.083995,0.721907,0.141884,0.288309,0.122588,0.261067,0.247446,0.080590,0.266742,0.246311,0.242906,0.102157,0.141884,72,0.267655,0.226016,0.495195,0.206264,0.050219,0,0,,,,,,,,,
355212,"Mekaniske prosessfag, VK I",Mekaniske prosessfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0715,True,19,12,12,0.631579,0.000000,0.000000,0.210526,0.000000,0.157895,0.368375,1.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.381853,1.000000,0.000000,0.333333,0.000000,0.666667,0.333333,0.000000,0.333333,0.333333,0.000000,0.333333,0.000000,0.000000,0.666667,0.000000,0.333333,3,0.392785,0.338783,0.444890,0.138443,0.179033,0,0,,,,,,,,,
355213,"Plate- og sveisefag, VK I",Plate- og sveisefag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0715,True,1347,813,813,0.603563,0.074239,0.002970,0.020045,0.274684,0.024499,0.255493,1.000000,0.012300,0.114391,0.273063,0.600246,0.083641,0.241204,1.000000,0.020910,0.145141,0.088561,0.745387,0.116851,0.371464,0.104551,0.270603,0.169742,0.083641,0.333333,0.173432,0.274293,0.102091,0.116851,81,0.253094,0.213998,0.504017,0.204468,0.050350,0,0,,,,,,,,,
355214,"Reservedelsfaget for kjøretøy, VK I",Reservedelsfag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0716,True,44,23,23,0.522727,0.000000,0.000000,0.068182,0.409091,0.000000,0.285721,1.000000,0.000000,0.000000,0.478261,0.521739,0.000000,0.224665,1.000000,0.000000,0.000000,0.130435,0.869565,0.000000,0.173913,0.000000,0.521739,0.304348,0.000000,0.173913,0.304348,0.391304,0.130435,0.000000,6,0.269980,0.199325,0.496166,0.196816,0.030655,0,0,,,,,,,,,
355216,"Skipsteknisk drift, VK I",Skipsteknisk drift,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0716,True,563,343,343,0.609236,0.103020,0.000000,0.014210,0.234458,0.030195,0.270331,1.000000,0.000000,0.148688,0.288630,0.562682,0.093294,0.267815,1.000000,0.000000,0.212828,0.125364,0.661808,0.160350,0.294461,0.154519,0.241983,0.215743,0.093294,0.271137,0.177843,0.253644,0.137026,0.160350,46,0.272496,0.237608,0.542846,0.241281,0.061750,0,0,,,,,,,,,
355217,"Plate-, sveise- og stålkonstruksjonsfag, videregående, grunnutdanning","Plate-, sveise- og stålkonstruksjonsfag",3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0715,True,19,6,6,0.315789,0.421053,0.000000,0.000000,0.263158,0.000000,0.108750,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.087122,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,2,0.106032,0.077296,0.432540,0.067460,0.006966,0,0,,,,,,,,,
355218,"Trykk, VK I",Trykkerifag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0211,True,32,7,7,0.218750,0.218750,0.000000,0.000000,0.437500,0.125000,0.414920,1.000000,0.000000,0.428571,0.000000,0.571429,0.428571,0.372260,1.000000,0.000000,0.428571,0.000000,0.571429,0.428571,0.000000,0.000000,0.571429,0.000000,0.428571,0.000000,0.571429,0.000000,0.000000,0.428571,2,0.378466,0.330272,0.405400,0.451742,0.155007,0,0,,,,,,,,,
355299,"Mekaniske fag, uspesifiserte, videregående, grunnutdanning",Mekaniske fag,3,Videregående grunnutdanning,5,"Naturvitenskap, håndverk og teknikk",3552,0715,True,439,227,227,0.517084,0.205011,0.000000,0.015945,0.239180,0.022779,0.268278,1.000000,0.013216,0.105727,0.277533,0.603524,0.074890,0.256988,1.000000,0.026432,0.154185,0.083700,0.735683,0.118943,0.281938,0.145374,0.295154,0.202643,0.074890,0.233480,0.215859,0.317181,0.114537,0.118943,36,0.267832,0.228001,0.506660,0.214808,0.043797,0,0,,,,,,,,,
