group,level,group_name,cohort,rank,styrk08,styrk08_name,share,quintile_v1,quintile_v2,automation_chat
479,4,"Primærnæringsfag, andre",recent,9,8160,Operatører innen næringsmiddelproduksjon,0.0233,1,1,0.278481
479,4,"Primærnæringsfag, andre",recent,10,4110,Kontormedarbeidere,0.022,5,5,0.670689
481,4,Samferdsel,all,1,8332,Lastebil- og trailersjåfører,0.1731,3,3,0.703704
481,4,Samferdsel,all,2,8331,Bussjåfører og trikkeførere,0.1283,4,2,0.728593
481,4,Samferdsel,all,3,4321,Lagermedarbeidere og material-forvaltere,0.1169,3,3,0.585239
481,4,Samferdsel,all,4,8350,Dekks- og maskinmannskap (skip),0.0548,1,1,
481,4,Samferdsel,all,5,3152,Dekksoffiserer og loser,0.0494,3,3,1.0
481,4,Samferdsel,all,6,4322,Logistikkmedarbeidere,0.0398,5,5,0.439394
481,4,Samferdsel,all,7,8342,Anleggsmaskinførere,0.0322,1,1,
481,4,Samferdsel,all,8,4323,Transportfunksjonærer,0.0222,5,5,0.0
481,4,Samferdsel,all,9,9611,Renovasjonsarbeidere,0.0182,2,3,1.0
481,4,Samferdsel,all,10,1324,Ledere av logistikk og transport mv.,0.0181,4,4,0.411458
481,4,Samferdsel,recent,1,8332,Lastebil- og trailersjåfører,0.1976,3,3,0.703704
481,4,Samferdsel,recent,2,4321,Lagermedarbeidere og material-forvaltere,0.1635,3,3,0.585239
481,4,Samferdsel,recent,3,8331,Bussjåfører og trikkeførere,0.1511,4,2,0.728593
481,4,Samferdsel,recent,4,8350,Dekks- og maskinmannskap (skip),0.0686,1,1,
481,4,Samferdsel,recent,5,4322,Logistikkmedarbeidere,0.0516,5,5,0.439394
481,4,Samferdsel,recent,6,8342,Anleggsmaskinførere,0.0361,1,1,
481,4,Samferdsel,recent,7,4323,Transportfunksjonærer,0.0235,5,5,0.0
481,4,Samferdsel,recent,8,9333,Laste- og lossearbeidere,0.0212,1,3,0.315508
481,4,Samferdsel,recent,9,9611,Renovasjonsarbeidere,0.0199,2,3,1.0
481,4,Samferdsel,recent,10,8322,"Bil-, drosje- og varebilførere",0.0183,3,2,0.795414
482,4,Sikkerhet,all,1,5414,Vektere,0.5014,3,2,1.0
482,4,Sikkerhet,all,2,0310,Menige,0.0355,,3,
482,4,Sikkerhet,all,3,4110,Kontormedarbeidere,0.0266,5,5,0.670689
482,4,Sikkerhet,all,4,5153,Vaktmestre,0.0244,1,1,
482,4,Sikkerhet,all,5,5223,Butikkmedarbeidere,0.0216,3,3,0.449861
482,4,Sikkerhet,all,6,3322,Selgere (engros),0.0188,5,5,0.398974
482,4,Sikkerhet,all,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0166,5,5,0.450311
482,4,Sikkerhet,all,8,4323,Transportfunksjonærer,0.015,5,5,0.0
482,4,Sikkerhet,all,9,5311,Barnehage- og skolefritidsassistenter mv.,0.0122,2,3,0.572124
482,4,Sikkerhet,all,10,2421,Organisasjonsrådgivere mv.,0.0116,4,5,0.423703
482,4,Sikkerhet,recent,1,5414,Vektere,0.7128,3,2,1.0
482,4,Sikkerhet,recent,2,0310,Menige,0.0426,,3,
482,4,Sikkerhet,recent,3,5223,Butikkmedarbeidere,0.0293,3,3,0.449861
482,4,Sikkerhet,recent,4,4323,Transportfunksjonærer,0.0266,5,5,0.0
482,4,Sikkerhet,recent,5,5153,Vaktmestre,0.0213,1,1,
482,4,Sikkerhet,recent,6,3343,Sjefssekretærer,0.0186,5,4,0.701211
482,4,Sikkerhet,recent,7,0210,Befal med sersjant grad,0.0186,,,
482,4,Sikkerhet,recent,8,3322,Selgere (engros),0.016,5,5,0.398974
482,4,Sikkerhet,recent,9,4110,Kontormedarbeidere,0.0133,5,5,0.670689
482,4,Sikkerhet,recent,10,2421,Organisasjonsrådgivere mv.,0.0133,4,5,0.423703
483,4,Andre servicefag,all,1,5141,Frisører,0.3394,2,3,0.464395
483,4,Andre servicefag,all,2,5223,Butikkmedarbeidere,0.0851,3,3,0.449861
483,4,Andre servicefag,all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.0468,2,3,0.572124
483,4,Andre servicefag,all,4,5329,Andre pleiemedarbeidere,0.0441,3,2,0.278788
483,4,Andre servicefag,all,5,1420,Varehandelssjefer,0.0415,4,5,0.431373
483,4,Andre servicefag,all,6,4110,Kontormedarbeidere,0.0387,5,5,0.670689
483,4,Andre servicefag,all,7,5131,Servitører,0.0331,2,1,0.572016
483,4,Andre servicefag,all,8,1439,Andre daglige ledere i tjenesteytende virksomheter,0.0238,4,4,0.4435
483,4,Andre servicefag,all,9,9611,Renovasjonsarbeidere,0.019,2,3,1.0
483,4,Andre servicefag,all,10,3322,Selgere (engros),0.0186,5,5,0.398974
483,4,Andre servicefag,recent,1,5141,Frisører,0.4284,2,3,0.464395
483,4,Andre servicefag,recent,2,5223,Butikkmedarbeidere,0.1152,3,3,0.449861
483,4,Andre servicefag,recent,3,5131,Servitører,0.0538,2,1,0.572016
483,4,Andre servicefag,recent,4,9611,Renovasjonsarbeidere,0.0455,2,3,1.0
483,4,Andre servicefag,recent,5,5311,Barnehage- og skolefritidsassistenter mv.,0.0432,2,3,0.572124
483,4,Andre servicefag,recent,6,5329,Andre pleiemedarbeidere,0.0387,3,2,0.278788
483,4,Andre servicefag,recent,7,5142,Kosmetologer mv.,0.0318,2,3,0.400047
483,4,Andre servicefag,recent,8,9612,Gjenvinningsarbeidere,0.0235,2,2,
483,4,Andre servicefag,recent,9,1420,Varehandelssjefer,0.0227,4,5,0.431373
483,4,Andre servicefag,recent,10,8342,Anleggsmaskinførere,0.019,1,1,
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,1,9112,Renholdere i virksomheter,0.1449,1,1,0.46875
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,2,5223,Butikkmedarbeidere,0.0532,3,3,0.449861
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,3,8160,Operatører innen næringsmiddelproduksjon,0.0466,1,1,0.278481
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,4,5120,Kokker,0.0407,2,2,0.325445
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,5,8332,Lastebil- og trailersjåfører,0.0381,3,3,0.703704
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,6,5311,Barnehage- og skolefritidsassistenter mv.,0.0359,2,3,0.572124
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,7,5141,Frisører,0.0329,2,3,0.464395
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,8,5329,Andre pleiemedarbeidere,0.0314,3,2,0.278788
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,9,7115,Tømrere og snekkere,0.0277,2,2,
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",all,10,8331,Bussjåfører og trikkeførere,0.0266,4,2,0.728593
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,1,9112,Renholdere i virksomheter,0.2632,1,1,0.46875
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,2,8160,Operatører innen næringsmiddelproduksjon,0.193,1,1,0.278481
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,3,5223,Butikkmedarbeidere,0.1404,3,3,0.449861
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,4,9412,Kjøkkenassistenter,0.1228,1,1,0.228
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,5,5141,Frisører,0.0702,2,3,0.464395
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,6,5120,Kokker,0.0526,2,2,0.325445
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,7,5311,Barnehage- og skolefritidsassistenter mv.,0.0526,2,3,0.572124
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,8,5153,Vaktmestre,0.0526,1,1,
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,9,5246,Gatekjøkken- og kafémedarbeidere mv.,0.0526,1,1,0.370468
489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",recent,10,8332,Lastebil- og trailersjåfører,0.0,3,3,0.703704
499,4,Uoppgitt faggruppe,all,1,9112,Renholdere i virksomheter,0.1098,1,1,0.46875
499,4,Uoppgitt faggruppe,all,2,7115,Tømrere og snekkere,0.0733,2,2,
499,4,Uoppgitt faggruppe,all,3,8160,Operatører innen næringsmiddelproduksjon,0.0452,1,1,0.278481
499,4,Uoppgitt faggruppe,all,4,5120,Kokker,0.0449,2,2,0.325445
499,4,Uoppgitt faggruppe,all,5,5223,Butikkmedarbeidere,0.0424,3,3,0.449861
499,4,Uoppgitt faggruppe,all,6,5131,Servitører,0.0338,2,1,0.572016
499,4,Uoppgitt faggruppe,all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.0299,2,3,0.572124
499,4,Uoppgitt faggruppe,all,8,9412,Kjøkkenassistenter,0.0273,1,1,0.228
499,4,Uoppgitt faggruppe,all,9,5329,Andre pleiemedarbeidere,0.0257,3,2,0.278788
499,4,Uoppgitt faggruppe,all,10,4321,Lagermedarbeidere og material-forvaltere,0.0256,3,3,0.585239
499,4,Uoppgitt faggruppe,recent,1,9112,Renholdere i virksomheter,0.1102,1,1,0.46875
499,4,Uoppgitt faggruppe,recent,2,7115,Tømrere og snekkere,0.0743,2,2,
499,4,Uoppgitt faggruppe,recent,3,8160,Operatører innen næringsmiddelproduksjon,0.0733,1,1,0.278481
499,4,Uoppgitt faggruppe,recent,4,5223,Butikkmedarbeidere,0.0704,3,3,0.449861
499,4,Uoppgitt faggruppe,recent,5,5131,Servitører,0.0534,2,1,0.572016
499,4,Uoppgitt faggruppe,recent,6,5329,Andre pleiemedarbeidere,0.0393,3,2,0.278788
499,4,Uoppgitt faggruppe,recent,7,5120,Kokker,0.0369,2,2,0.325445
499,4,Uoppgitt faggruppe,recent,8,5311,Barnehage- og skolefritidsassistenter mv.,0.033,2,3,0.572124
499,4,Uoppgitt faggruppe,recent,9,9412,Kjøkkenassistenter,0.033,1,1,0.228
499,4,Uoppgitt faggruppe,recent,10,4321,Lagermedarbeidere og material-forvaltere,0.0257,3,3,0.585239
501,5,Allmenne fag,all,1,5321,Helsefagarbeidere,0.0704,1,2,0.1875
501,5,Allmenne fag,all,2,5311,Barnehage- og skolefritidsassistenter mv.,0.042,2,3,0.572124
501,5,Allmenne fag,all,3,5223,Butikkmedarbeidere,0.0417,3,3,0.449861
501,5,Allmenne fag,all,4,4110,Kontormedarbeidere,0.0293,5,5,0.670689
501,5,Allmenne fag,all,5,3322,Selgere (engros),0.0277,5,5,0.398974
501,5,Allmenne fag,all,6,5329,Andre pleiemedarbeidere,0.0274,3,2,0.278788
501,5,Allmenne fag,all,7,3119,Andre ingeniører,0.0272,3,3,0.505172
501,5,Allmenne fag,all,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0261,5,5,0.450311
501,5,Allmenne fag,all,9,1120,Administrerende direktører,0.0232,4,5,0.371125
501,5,Allmenne fag,all,10,9112,Renholdere i virksomheter,0.0225,1,1,0.46875
514,5,Religionsutdanninger,all,1,3413,Religiøse yrker,0.2366,3,,
514,5,Religionsutdanninger,all,2,5321,Helsefagarbeidere,0.229,1,2,0.1875
514,5,Religionsutdanninger,all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.0916,2,3,0.572124
514,5,Religionsutdanninger,all,4,5223,Butikkmedarbeidere,0.0916,3,3,0.449861
514,5,Religionsutdanninger,all,5,5329,Andre pleiemedarbeidere,0.084,3,2,0.278788
514,5,Religionsutdanninger,all,6,2636,Geistlige yrker,0.0687,3,4,0.35249
514,5,Religionsutdanninger,all,7,5153,Vaktmestre,0.0611,1,1,
514,5,Religionsutdanninger,all,8,8331,Bussjåfører og trikkeførere,0.0305,4,2,0.728593
514,5,Religionsutdanninger,all,9,7115,Tømrere og snekkere,0.0305,2,2,
514,5,Religionsutdanninger,all,10,8322,"Bil-, drosje- og varebilførere",0.0305,3,2,0.795414
514,5,Religionsutdanninger,recent,1,3413,Religiøse yrker,0.3846,3,,
514,5,Religionsutdanninger,recent,2,5311,Barnehage- og skolefritidsassistenter mv.,0.3846,2,3,0.572124
514,5,Religionsutdanninger,recent,3,7115,Tømrere og snekkere,0.2308,2,2,
514,5,Religionsutdanninger,recent,4,2636,Geistlige yrker,0.0,3,4,0.35249
514,5,Religionsutdanninger,recent,5,8331,Bussjåfører og trikkeførere,0.0,4,2,0.728593
514,5,Religionsutdanninger,recent,6,5321,Helsefagarbeidere,0.0,1,2,0.1875
514,5,Religionsutdanninger,recent,7,4110,Kontormedarbeidere,0.0,5,5,0.670689
514,5,Religionsutdanninger,recent,8,5153,Vaktmestre,0.0,1,1,
514,5,Religionsutdanninger,recent,9,5329,Andre pleiemedarbeidere,0.0,3,2,0.278788
514,5,Religionsutdanninger,recent,10,5223,Butikkmedarbeidere,0.0,3,3,0.449861
515,5,"Musikk, dans og drama",all,1,5223,Butikkmedarbeidere,0.2609,3,3,0.449861
515,5,"Musikk, dans og drama",all,2,5311,Barnehage- og skolefritidsassistenter mv.,0.1677,2,3,0.572124
515,5,"Musikk, dans og drama",all,3,2655,Skuespillere,0.0683,2,2,0.524444
515,5,"Musikk, dans og drama",all,4,5132,Bartendere,0.0683,2,1,0.449153
515,5,"Musikk, dans og drama",all,5,5131,Servitører,0.0683,2,1,0.572016
515,5,"Musikk, dans og drama",all,6,2659,Andre utøvende kunstneriske yrker,0.0559,4,4,
515,5,"Musikk, dans og drama",all,7,5329,Andre pleiemedarbeidere,0.0559,3,2,0.278788
515,5,"Musikk, dans og drama",all,8,3322,Selgere (engros),0.0435,5,5,0.398974
515,5,"Musikk, dans og drama",all,9,4321,Lagermedarbeidere og material-forvaltere,0.0373,3,3,0.585239
515,5,"Musikk, dans og drama",all,10,2653,Koreografer og dansere,0.0373,2,2,0.38835
515,5,"Musikk, dans og drama",recent,1,5223,Butikkmedarbeidere,0.2727,3,3,0.449861
515,5,"Musikk, dans og drama",recent,2,5311,Barnehage- og skolefritidsassistenter mv.,0.2727,2,3,0.572124
515,5,"Musikk, dans og drama",recent,3,5132,Bartendere,0.0909,2,1,0.449153
515,5,"Musikk, dans og drama",recent,4,3322,Selgere (engros),0.0909,5,5,0.398974
515,5,"Musikk, dans og drama",recent,5,5131,Servitører,0.0909,2,1,0.572016
515,5,"Musikk, dans og drama",recent,6,5329,Andre pleiemedarbeidere,0.0909,3,2,0.278788
515,5,"Musikk, dans og drama",recent,7,4321,Lagermedarbeidere og material-forvaltere,0.0909,3,3,0.585239
515,5,"Musikk, dans og drama",recent,8,2655,Skuespillere,0.0,2,2,0.524444
515,5,"Musikk, dans og drama",recent,9,2659,Andre utøvende kunstneriske yrker,0.0,4,4,
515,5,"Musikk, dans og drama",recent,10,3439,Andre yrker innen estetiske fag,0.0,3,,
516,5,Bildende kunst og kunsthåndverk,all,1,5223,Butikkmedarbeidere,0.3089,3,3,0.449861
516,5,Bildende kunst og kunsthåndverk,all,2,2166,Grafiske- og multimediadesignere,0.0657,5,5,0.48798
516,5,Bildende kunst og kunsthåndverk,all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.0587,2,3,0.572124
516,5,Bildende kunst og kunsthåndverk,all,4,1420,Varehandelssjefer,0.0559,4,5,0.431373
516,5,Bildende kunst og kunsthåndverk,all,5,4110,Kontormedarbeidere,0.0521,5,5,0.670689
516,5,Bildende kunst og kunsthåndverk,all,6,3322,Selgere (engros),0.0441,5,5,0.398974
516,5,Bildende kunst og kunsthåndverk,all,7,2163,Produkt- og klesdesignere,0.0385,4,4,0.488239
516,5,Bildende kunst og kunsthåndverk,all,8,5329,Andre pleiemedarbeidere,0.0352,3,2,0.278788
516,5,Bildende kunst og kunsthåndverk,all,9,3432,Interiørdesignere og dekoratører,0.0268,3,4,0.289896
516,5,Bildende kunst og kunsthåndverk,all,10,2431,Reklame- og markedsføringsrådgivere,0.0235,5,5,0.461735
516,5,Bildende kunst og kunsthåndverk,recent,1,5223,Butikkmedarbeidere,0.4256,3,3,0.449861
516,5,Bildende kunst og kunsthåndverk,recent,2,2166,Grafiske- og multimediadesignere,0.1074,5,5,0.48798
516,5,Bildende kunst og kunsthåndverk,recent,3,5131,Servitører,0.0579,2,1,0.572016
516,5,Bildende kunst og kunsthåndverk,recent,4,5311,Barnehage- og skolefritidsassistenter mv.,0.0537,2,3,0.572124
516,5,Bildende kunst og kunsthåndverk,recent,5,3322,Selgere (engros),0.0537,5,5,0.398974
516,5,Bildende kunst og kunsthåndverk,recent,6,2163,Produkt- og klesdesignere,0.0496,4,4,0.488239
516,5,Bildende kunst og kunsthåndverk,recent,7,3431,Fotografer og filmfotografer,0.0372,3,3,0.461126
516,5,Bildende kunst og kunsthåndverk,recent,8,5329,Andre pleiemedarbeidere,0.0289,3,2,0.278788
516,5,Bildende kunst og kunsthåndverk,recent,9,5132,Bartendere,0.0289,2,1,0.449153
516,5,Bildende kunst og kunsthåndverk,recent,10,4110,Kontormedarbeidere,0.0207,5,5,0.670689
524,5,Utdanninger i pedagogikk,all,1,5311,Barnehage- og skolefritidsassistenter mv.,0.7698,2,3,0.572124
524,5,Utdanninger i pedagogikk,all,2,5321,Helsefagarbeidere,0.0981,1,2,0.1875
524,5,Utdanninger i pedagogikk,all,3,5312,Skoleassistenter,0.0566,3,1,0.412884
524,5,Utdanninger i pedagogikk,all,4,2342,Førskolelærere,0.0415,2,2,0.457528
524,5,Utdanninger i pedagogikk,all,5,5322,Hjemmehjelper,0.0226,1,3,0.344326
524,5,Utdanninger i pedagogikk,all,6,5223,Butikkmedarbeidere,0.0113,3,3,0.449861
524,5,Utdanninger i pedagogikk,recent,1,5311,Barnehage- og skolefritidsassistenter mv.,0.9062,2,3,0.572124
524,5,Utdanninger i pedagogikk,recent,2,5321,Helsefagarbeidere,0.0521,1,2,0.1875
524,5,Utdanninger i pedagogikk,recent,3,2342,Førskolelærere,0.0417,2,2,0.457528
524,5,Utdanninger i pedagogikk,recent,4,5312,Skoleassistenter,0.0,3,1,0.412884
524,5,Utdanninger i pedagogikk,recent,5,5322,Hjemmehjelper,0.0,1,3,0.344326
524,5,Utdanninger i pedagogikk,recent,6,5223,Butikkmedarbeidere,0.0,3,3,0.449861
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,1,5321,Helsefagarbeidere,0.2883,1,2,0.1875
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,2,5311,Barnehage- og skolefritidsassistenter mv.,0.1937,2,3,0.572124
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,3,3412,Miljøarbeidere innen sosiale fagfelt,0.0473,3,3,0.48
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,4,5329,Andre pleiemedarbeidere,0.0405,3,2,0.278788
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,5,2424,Rådgivere innen kompetanseutvikling,0.0383,5,5,0.482315
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,6,3258,Ambulansepersonell,0.0383,2,1,
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,7,3259,Andre helseyrker,0.036,3,3,0.252238
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0338,5,5,0.450311
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,9,5141,Frisører,0.0315,2,3,0.464395
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,10,5223,Butikkmedarbeidere,0.027,3,3,0.449861
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,1,5321,Helsefagarbeidere,0.4274,1,2,0.1875
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,2,5311,Barnehage- og skolefritidsassistenter mv.,0.2137,2,3,0.572124
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,3,2424,Rådgivere innen kompetanseutvikling,0.094,5,5,0.482315
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,4,5141,Frisører,0.094,2,3,0.464395
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0513,5,5,0.450311
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,6,5223,Butikkmedarbeidere,0.0342,3,3,0.449861
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,7,8131,Operatører innen kjemisk industri,0.0342,1,2,
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,8,4110,Kontormedarbeidere,0.0256,5,5,0.670689
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,9,3359,Andre yrker innen offentlig forvaltning,0.0256,3,2,
529,5,"Lærerutdanninger og utdanninger i pedagogikk, andre",recent,10,3412,Miljøarbeidere innen sosiale fagfelt,0.0,3,3,0.48
535,5,Medie- og informasjonsfag,all,1,5223,Butikkmedarbeidere,0.1597,3,3,0.449861
535,5,Medie- og informasjonsfag,all,2,2642,Journalister,0.1505,5,5,0.365885
535,5,Medie- og informasjonsfag,all,3,3521,Teknikere innen radio og tv,0.0648,4,3,0.474074
535,5,Medie- og informasjonsfag,all,4,5311,Barnehage- og skolefritidsassistenter mv.,0.0648,2,3,0.572124
535,5,Medie- og informasjonsfag,all,5,4321,Lagermedarbeidere og material-forvaltere,0.0509,3,3,0.585239
535,5,Medie- og informasjonsfag,all,6,2654,Regissører,0.0463,4,4,0.525646
535,5,Medie- og informasjonsfag,all,7,5329,Andre pleiemedarbeidere,0.0417,3,2,0.278788
535,5,Medie- og informasjonsfag,all,8,3322,Selgere (engros),0.037,5,5,0.398974
535,5,Medie- og informasjonsfag,all,9,4110,Kontormedarbeidere,0.037,5,5,0.670689
535,5,Medie- og informasjonsfag,all,10,2166,Grafiske- og multimediadesignere,0.0324,5,5,0.48798
535,5,Medie- og informasjonsfag,recent,1,5223,Butikkmedarbeidere,0.25,3,3,0.449861
535,5,Medie- og informasjonsfag,recent,2,3521,Teknikere innen radio og tv,0.125,4,3,0.474074
535,5,Medie- og informasjonsfag,recent,3,2642,Journalister,0.0893,5,5,0.365885
535,5,Medie- og informasjonsfag,recent,4,5311,Barnehage- og skolefritidsassistenter mv.,0.0893,2,3,0.572124
535,5,Medie- og informasjonsfag,recent,5,2431,Reklame- og markedsføringsrådgivere,0.0714,5,5,0.461735
535,5,Medie- og informasjonsfag,recent,6,2654,Regissører,0.0536,4,4,0.525646
535,5,Medie- og informasjonsfag,recent,7,4321,Lagermedarbeidere og material-forvaltere,0.0536,3,3,0.585239
535,5,Medie- og informasjonsfag,recent,8,5329,Andre pleiemedarbeidere,0.0536,3,2,0.278788
535,5,Medie- og informasjonsfag,recent,9,3439,Andre yrker innen estetiske fag,0.0536,3,,
535,5,Medie- og informasjonsfag,recent,10,8322,"Bil-, drosje- og varebilførere",0.0536,3,2,0.795414
541,5,Økonomisk-administrative fag,all,1,4311,Regnskapsmedarbeidere,0.0877,5,5,0.473857
541,5,Økonomisk-administrative fag,all,2,4110,Kontormedarbeidere,0.0875,5,5,0.670689
541,5,Økonomisk-administrative fag,all,3,3313,Regnskapsførere,0.0696,5,5,0.535417
541,5,Økonomisk-administrative fag,all,4,5223,Butikkmedarbeidere,0.0479,3,3,0.449861
541,5,Økonomisk-administrative fag,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0447,5,5,0.450311
541,5,Økonomisk-administrative fag,all,6,1120,Administrerende direktører,0.0332,4,5,0.371125
541,5,Økonomisk-administrative fag,all,7,7115,Tømrere og snekkere,0.0315,2,2,
541,5,Økonomisk-administrative fag,all,8,3322,Selgere (engros),0.0266,5,5,0.398974
541,5,Økonomisk-administrative fag,all,9,1420,Varehandelssjefer,0.0243,4,5,0.431373
541,5,Økonomisk-administrative fag,all,10,5311,Barnehage- og skolefritidsassistenter mv.,0.0232,2,3,0.572124
541,5,Økonomisk-administrative fag,recent,1,4311,Regnskapsmedarbeidere,0.1873,5,5,0.473857
541,5,Økonomisk-administrative fag,recent,2,4110,Kontormedarbeidere,0.1825,5,5,0.670689
541,5,Økonomisk-administrative fag,recent,3,3313,Regnskapsførere,0.1046,5,5,0.535417
541,5,Økonomisk-administrative fag,recent,4,3119,Andre ingeniører,0.0681,3,3,0.505172
541,5,Økonomisk-administrative fag,recent,5,5223,Butikkmedarbeidere,0.0535,3,3,0.449861
541,5,Økonomisk-administrative fag,recent,6,1322,Ledere av olje- og gassutvinning mv.,0.0414,4,4,0.4435
541,5,Økonomisk-administrative fag,recent,7,4313,Lønningsmedarbeidere,0.0389,5,5,0.420455
541,5,Økonomisk-administrative fag,recent,8,3322,Selgere (engros),0.0341,5,5,0.398974
541,5,Økonomisk-administrative fag,recent,9,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0292,5,5,0.450311
541,5,Økonomisk-administrative fag,recent,10,5311,Barnehage- og skolefritidsassistenter mv.,0.0243,2,3,0.572124
542,5,Handel og markedsføring,all,1,5223,Butikkmedarbeidere,0.1935,3,3,0.449861
542,5,Handel og markedsføring,all,2,4110,Kontormedarbeidere,0.1087,5,5,0.670689
542,5,Handel og markedsføring,all,3,1420,Varehandelssjefer,0.1004,4,5,0.431373
542,5,Handel og markedsføring,all,4,3322,Selgere (engros),0.0932,5,5,0.398974
542,5,Handel og markedsføring,all,5,2431,Reklame- og markedsføringsrådgivere,0.0753,5,5,0.461735
542,5,Handel og markedsføring,all,6,2413,Finansanalytikere,0.037,4,5,0.393998
542,5,Handel og markedsføring,all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.0263,2,3,0.572124
542,5,Handel og markedsføring,all,8,1120,Administrerende direktører,0.0251,4,5,0.371125
542,5,Handel og markedsføring,all,9,5329,Andre pleiemedarbeidere,0.0239,3,2,0.278788
542,5,Handel og markedsføring,all,10,5321,Helsefagarbeidere,0.0227,1,2,0.1875
542,5,Handel og markedsføring,recent,1,5223,Butikkmedarbeidere,0.3529,3,3,0.449861
542,5,Handel og markedsføring,recent,2,4110,Kontormedarbeidere,0.2157,5,5,0.670689
542,5,Handel og markedsføring,recent,3,2431,Reklame- og markedsføringsrådgivere,0.2157,5,5,0.461735
542,5,Handel og markedsføring,recent,4,3322,Selgere (engros),0.098,5,5,0.398974
542,5,Handel og markedsføring,recent,5,2413,Finansanalytikere,0.0588,4,5,0.393998
542,5,Handel og markedsføring,recent,6,4222,Kundesentermedarbeidere,0.0588,5,5,0.519483
542,5,Handel og markedsføring,recent,7,1420,Varehandelssjefer,0.0,4,5,0.431373
542,5,Handel og markedsføring,recent,8,1120,Administrerende direktører,0.0,4,5,0.371125
542,5,Handel og markedsføring,recent,9,3341,Arbeidsledere for kontorpersonell,0.0,4,5,0.333868
542,5,Handel og markedsføring,recent,10,4311,Regnskapsmedarbeidere,0.0,5,5,0.473857
543,5,Kontorfag,all,1,4110,Kontormedarbeidere,0.1924,5,5,0.670689
543,5,Kontorfag,all,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0937,5,5,0.450311
543,5,Kontorfag,all,3,3256,Helsesekretærer,0.0695,3,2,0.231527
543,5,Kontorfag,all,4,5223,Butikkmedarbeidere,0.0469,3,3,0.449861
543,5,Kontorfag,all,5,3343,Sjefssekretærer,0.0408,5,4,0.701211
543,5,Kontorfag,all,6,4311,Regnskapsmedarbeidere,0.0394,5,5,0.473857
543,5,Kontorfag,all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.0318,2,3,0.572124
543,5,Kontorfag,all,8,3313,Regnskapsførere,0.0301,5,5,0.535417
