group_type,group,n_codes,n_total,n_employed,share_employed,exposure_w,share_E3,share_top5_v1,exposure2_w,share2_E3,share_top5_v2,handa_augmentation_w,handa_automation_w,mouchel_grounded_w
nus4,7117 | Språkvitenskapelige utdanninger,11,424,356,0.839623,0.439178,0.044944,0.266854,0.454467,0.250000,0.266854,0.629968,0.370032,0.403206
nus4,"7119 | Språkutdanninger, andre",4,682,474,0.695015,0.407708,0.059072,0.265823,0.413678,0.225738,0.253165,0.603842,0.389829,0.367018
nus4,7121 | Litteraturutdanninger,3,1434,1168,0.814505,0.469532,0.069349,0.354452,0.496483,0.262842,0.349315,0.615419,0.379551,0.440484
nus4,7122 | Bibliotekutdanninger,3,188,181,0.962766,0.557417,0.000000,0.823204,0.609182,0.276243,0.298343,0.652988,0.347012,0.540471
nus4,7123 | Forfatterutdanninger,1,6,6,1.000000,0.547279,0.000000,0.500000,0.657843,0.500000,0.500000,0.558390,0.441610,0.583644
nus4,"7129 | Litteratur- og bibliotekutdanninger, andre",1,3,3,1.000000,0.337763,0.000000,0.000000,0.288960,0.000000,0.000000,0.592730,0.407270,0.256368
nus4,7131 | Historieutdanninger,7,3265,2874,0.880245,0.455894,0.017049,0.306193,0.487228,0.274182,0.368476,0.621949,0.369861,0.432273
nus4,7132 | Kunsthistorie,3,586,477,0.813993,0.504301,0.006289,0.383648,0.562546,0.293501,0.587002,0.597828,0.387123,0.499095
nus4,7133 | Arkeologi,4,811,685,0.844636,0.513499,0.000000,0.385401,0.624170,0.490511,0.700730,0.636755,0.357771,0.553769
nus4,7134 | Kulturutdanninger,23,1875,1583,0.844267,0.482172,0.008212,0.422615,0.539796,0.391772,0.484177,0.626764,0.366191,0.478945
nus4,7135 | Filosofi og etikk,4,712,521,0.731742,0.481766,0.024952,0.414587,0.540156,0.406910,0.443378,0.634925,0.347714,0.479231
nus4,"7139 | Historisk-filosofiske utdanninger, andre",6,646,532,0.823529,0.511942,0.005639,0.545113,0.605221,0.537594,0.648496,0.628530,0.359431,0.536957
nus4,"7141 | Bibel-, misjonær- og menighetsarbeid",4,377,331,0.877984,0.366744,0.000000,0.063444,0.393034,0.129032,0.145161,0.691319,0.274560,0.339664
nus4,7142 | Kristendom og andre religionsutdanninger,18,2958,2638,0.891819,0.418429,0.000000,0.132025,0.442139,0.127514,0.168946,0.679579,0.315570,0.391776
nus4,"7149 | Religionsutdanninger, andre",4,289,235,0.813149,0.408653,0.000000,0.263830,0.443614,0.248848,0.299539,0.631312,0.358094,0.392735
nus4,7151 | Sang- og musikkutdanninger,25,3850,2927,0.760260,0.433661,0.004878,0.270732,0.383579,0.064223,0.085166,0.604673,0.390992,0.340349
nus4,7152 | Teater- og filmutdanninger,9,408,284,0.696078,0.462080,0.000000,0.288732,0.499779,0.287273,0.298182,0.601644,0.398356,0.443871
nus4,7153 | Danse- og ballettutdanninger,2,71,44,0.619718,0.327160,0.000000,0.068182,0.298235,0.068182,0.068182,0.590733,0.409267,0.264597
nus4,"7159 | Musikk, dans og drama, andre",1,30,21,0.700000,0.316108,0.000000,0.000000,0.266408,0.000000,0.000000,0.588844,0.411156,0.236359
nus4,"7161 | Husflid, brukskunst og industridesign",4,721,577,0.800277,0.543751,0.123050,0.639515,0.635133,0.344887,0.693241,0.632155,0.347264,0.563495
nus4,"7162 | Tre-, metall- og glasshåndverk",1,24,12,0.500000,0.392167,0.000000,0.000000,0.368690,0.000000,0.000000,0.629562,0.370438,0.327104
nus4,7163 | Fotofag,1,64,16,0.250000,0.496657,0.000000,0.250000,0.530186,0.250000,0.250000,0.528615,0.471385,0.470385
nus4,"7164 | Tegne-, grafikk-, maler- og skulptørutdanninger",6,916,521,0.568777,0.505382,0.082534,0.518234,0.577141,0.280230,0.619962,0.624592,0.363554,0.512044
nus4,7165 | Interiør- og dekoratørutdanninger,2,225,152,0.675556,0.474872,0.000000,0.019737,0.591542,0.000000,0.731544,0.649131,0.350869,0.524573
nus4,7166 | Konfeksjons- og tekstilkunstutdanninger,4,186,79,0.424731,0.403328,0.000000,0.189873,0.412211,0.075949,0.189873,0.582076,0.405266,0.365717
nus4,"7169 | Bildende kunst og kunsthåndverk, andre",9,1951,1141,0.584828,0.410516,0.012270,0.170026,0.429733,0.079041,0.310835,0.613123,0.371615,0.381124
nus4,"7199 | Humanistiske og estetiske fag, andre",6,7007,4850,0.692165,0.406609,0.043954,0.278787,0.419605,0.181099,0.312240,0.602265,0.353046,0.372208
nus4,7211 | Førskole-/barnehagelærerutdanninger,7,652,596,0.914110,0.375602,0.000000,0.078859,0.324914,0.078859,0.088926,0.607111,0.392170,0.288266
nus4,"7219 | Førskole-/barnehagelærerutdanninger, andre",1,28,28,1.000000,0.230645,0.000000,0.000000,0.151712,0.000000,0.000000,0.555503,0.444497,0.134600
nus4,7221 | Allmenn-/grunnskolelærerutdanninger,8,6886,6652,0.966018,0.340771,0.000000,0.009321,0.294690,0.004966,0.010384,0.596602,0.400731,0.261450
nus4,"7229 | Allmenn-/grunnskolelærerutdanninger, andre",1,188,148,0.787234,0.289657,0.000000,0.027027,0.255734,0.027027,0.027027,0.574759,0.404971,0.226889
nus4,"7231 | Humaniora og estetikk, lærerutdanninger",10,3361,3207,0.954180,0.362584,0.004365,0.052074,0.331831,0.039675,0.052484,0.604772,0.393009,0.294391
nus4,"7232 | Samfunnsfag og juridiske fag, lærerutdanninger",3,883,839,0.950170,0.366755,0.000000,0.069130,0.340337,0.059595,0.082241,0.605991,0.394009,0.301949
nus4,"7234 | Naturvitenskapelige fag, håndverksfag og tekniske fag, lærerutdanninger",4,1399,1323,0.945675,0.374142,0.012850,0.076342,0.352429,0.071807,0.079365,0.613205,0.381630,0.312678
nus4,"7235 | Helse-, sosial- og idrettsfag, lærerutdanninger",2,141,141,1.000000,0.338114,0.000000,0.000000,0.292491,0.000000,0.000000,0.599666,0.379057,0.259501
nus4,7238 | Praktisk-pedagogiske utdanninger,2,38,38,1.000000,0.367169,0.000000,0.000000,0.331713,0.000000,0.000000,0.611218,0.388782,0.294299
nus4,"7239 | Fag- og yrkesfaglærerutdanninger, andre",3,571,539,0.943958,0.348785,0.000000,0.016698,0.310422,0.011132,0.011132,0.601492,0.396653,0.275409
nus4,7241 | Pedagogikk,19,6883,6298,0.915008,0.424220,0.004128,0.153382,0.422863,0.144697,0.193035,0.653017,0.340310,0.375180
nus4,7242 | Spesialpedagogikk,5,5158,4742,0.919349,0.380085,0.001476,0.060101,0.338298,0.056763,0.063516,0.637461,0.356194,0.300140
nus4,"7249 | Utdanninger i pedagogikk, andre",7,758,718,0.947230,0.410023,0.005571,0.203343,0.415219,0.183844,0.213092,0.625885,0.369738,0.368386
nus4,"7251 | Videreutdanninger for lærere, uspesifisert",1,51,45,0.882353,0.344755,0.000000,0.000000,0.289512,0.000000,0.000000,0.628031,0.371969,0.256858
nus4,"7252 | Videreutdanninger for lærere, humanistiske og estetiske fag",2,162,162,1.000000,0.347178,0.000000,0.000000,0.303348,0.000000,0.000000,0.598371,0.401629,0.269133
nus4,"7253 | Videreutdanninger for lærere, pedagogikk",1,39,39,1.000000,0.337763,0.000000,0.000000,0.288960,0.000000,0.000000,0.592730,0.407270,0.256368
nus4,"7256 | Videreutdanninger for lærere, naturvitenskapelige fag, håndverksfag og tekniske fag",3,190,190,1.000000,0.370549,0.000000,0.052632,0.334738,0.052632,0.052632,0.605532,0.394468,0.296982
nus4,"7257 | Videreutdanninger for lærere, helse-, sosial- og idrettsfag",1,11,11,1.000000,0.340009,0.000000,0.000000,0.298649,0.000000,0.000000,0.600744,0.399256,0.264964
nus4,"7259 | Videreutdanninger for lærere, andre",1,129,126,0.976744,0.380930,0.000000,0.055556,0.365011,0.055556,0.055556,0.614510,0.385490,0.323841
nus4,"7299 | Lærerutdanninger og utdanninger i pedagogikk, andre",6,5375,3835,0.713488,0.303990,0.012516,0.080052,0.276103,0.050719,0.085490,0.584628,0.371013,0.244936
nus4,7311 | Statsvitenskapelige fag,15,7292,6791,0.931295,0.536929,0.021499,0.528367,0.635821,0.512242,0.638400,0.643640,0.338475,0.564105
nus4,"7319 | Statsvitenskapelige fag, andre",12,3255,2959,0.909063,0.504504,0.016995,0.427260,0.578189,0.404697,0.537100,0.636333,0.317281,0.513022
nus4,7321 | Sosiologiske fag,5,2479,2244,0.905204,0.522638,0.027184,0.520945,0.614106,0.483957,0.620321,0.645111,0.335231,0.544840
nus4,"7329 | Sosiologiske fag, andre",1,14,7,0.500000,0.339084,0.000000,0.428571,0.474474,0.428571,0.428571,0.599440,0.400560,0.420957
nus4,7331 | Samfunnsgeografi,6,1474,1371,0.930122,0.528698,0.007294,0.519329,0.623750,0.485777,0.577681,0.641089,0.342847,0.553396
nus4,7341 | Samfunnsøkonomi,5,3364,3129,0.930143,0.570482,0.083733,0.627357,0.697374,0.658038,0.755193,0.669269,0.304814,0.618716
nus4,"7349 | Samfunnsøkonomiske fag, andre",5,128,94,0.734375,0.570804,0.031915,0.691489,0.717010,0.819149,0.914894,0.636895,0.317006,0.636137
nus4,7351 | Media og kommunikasjon,15,2648,2367,0.893882,0.582117,0.148711,0.701310,0.702097,0.687130,0.820068,0.647963,0.333531,0.622875
nus4,7352 | Journalistikk,2,318,278,0.874214,0.591116,0.057554,0.726619,0.698327,0.712230,0.773381,0.610865,0.375046,0.619561
nus4,"7359 | Medie- og informasjonsfag, andre",9,900,676,0.751111,0.559623,0.155325,0.625740,0.648733,0.556548,0.726190,0.626555,0.351731,0.574808
nus4,7361 | Psykologi,5,10804,9073,0.839782,0.482154,0.004308,0.095890,0.501734,0.094565,0.151016,0.794608,0.197032,0.445143
nus4,"7369 | Psykologiske fag, andre",2,1293,1028,0.795050,0.445157,0.000000,0.084630,0.448631,0.071012,0.108949,0.781065,0.194373,0.398029
nus4,7371 | Rettsstudiet,3,27003,23193,0.858905,0.502789,0.008728,0.324663,0.679331,0.717205,0.781542,0.720008,0.273337,0.602708
nus4,7372 | Kriminologi,2,275,245,0.890909,0.546631,0.020408,0.693878,0.645668,0.563265,0.722449,0.660078,0.331759,0.572841
nus4,"7379 | Juridiske fag, andre",6,1160,842,0.725862,0.511284,0.059737,0.493429,0.633067,0.635603,0.719235,0.669841,0.312352,0.561662
nus4,7381 | Sosialantropologiske fag,4,1633,1430,0.875689,0.507751,0.014685,0.494406,0.588300,0.459005,0.566924,0.652307,0.330864,0.521928
nus4,"7399 | Samfunnsfag og juridiske fag, andre",16,7902,5905,0.747279,0.477030,0.043965,0.441012,0.551923,0.423090,0.566214,0.630605,0.324883,0.489664
nus4,7411 | Økonomisk-administrative fag,45,51352,47414,0.923314,0.552501,0.108362,0.464528,0.647010,0.490637,0.707461,0.661448,0.308773,0.573993
nus4,"7419 | Økonomisk-administrative fag, andre",3,6632,5555,0.837606,0.553763,0.125744,0.537435,0.651797,0.536783,0.762532,0.651538,0.299259,0.578279
nus4,7422 | Markedsføring,5,1125,1015,0.902222,0.567969,0.199015,0.538916,0.680545,0.505419,0.867980,0.622008,0.314248,0.603785
nus4,"7429 | Handel og markedsføring, andre",1,101,53,0.524752,0.359596,0.113208,0.301887,0.408755,0.226415,0.415094,0.604688,0.381161,0.362651
nus4,7441 | Reiselivsfag,3,63,52,0.825397,0.465550,0.000000,0.365385,0.518356,0.230769,0.461538,0.642202,0.338567,0.459890
nus4,7442 | Hotell- og restaurantfag,4,219,160,0.730594,0.479539,0.018750,0.437500,0.535155,0.200000,0.612500,0.638822,0.318678,0.474794
nus4,"7449 | Hotell- og reiselivsfag, andre",1,44,24,0.545455,0.380208,0.000000,0.291667,0.388205,0.166667,0.291667,0.612514,0.312486,0.344419
nus4,"7499 | Økonomiske og administrative fag, andre",1,9165,5999,0.654555,0.408872,0.098516,0.321554,0.438662,0.271028,0.429740,0.598476,0.322393,0.389184
nus4,7511 | Zoologiske fag,1,364,315,0.865385,0.486429,0.009524,0.377778,0.538573,0.323810,0.406349,0.652204,0.333511,0.477827
nus4,7512 | Botaniske fag,1,133,117,0.879699,0.470207,0.000000,0.324786,0.515533,0.290598,0.341880,0.660582,0.327666,0.457385
nus4,7513 | Mikrobiologi og cellebiologi,6,602,537,0.892027,0.433359,0.011173,0.234637,0.435955,0.126629,0.182495,0.640711,0.291179,0.386783
nus4,7514 | Miljø- og forurensningsstudier,17,3117,2769,0.888354,0.494816,0.010112,0.390755,0.553483,0.317082,0.417118,0.647092,0.310953,0.491054
nus4,7515 | Marin- og ferskvannsbiologi,8,608,545,0.896382,0.451519,0.000000,0.289908,0.478564,0.216514,0.291743,0.628630,0.281844,0.424586
nus4,"7519 | Biologiske fag, andre",13,3314,2906,0.876886,0.451398,0.005850,0.277701,0.474585,0.204749,0.281142,0.645376,0.305010,0.421055
nus4,7521 | Fysiske fag,7,1567,1390,0.887045,0.529129,0.128335,0.468637,0.572014,0.350397,0.382120,0.684720,0.286921,0.507496
nus4,7522 | Kjemiske fag,21,7542,6966,0.923628,0.447824,0.016222,0.169825,0.477468,0.100775,0.169107,0.663199,0.294777,0.423614
nus4,"7529 | Fysiske og kjemiske fag, andre",7,535,475,0.887850,0.489423,0.101053,0.368421,0.527192,0.296842,0.315789,0.673266,0.293050,0.467729
nus4,7531 | Matematikk,10,994,889,0.894366,0.511041,0.132733,0.376828,0.550667,0.353206,0.366704,0.678381,0.306058,0.488556
nus4,7532 | Statistikk,2,197,179,0.908629,0.607411,0.340782,0.675978,0.709532,0.581006,0.692737,0.694258,0.286887,0.629503
nus4,"7539 | Matematikk og statistikk, andre",5,258,206,0.798450,0.582048,0.262136,0.737864,0.683614,0.577670,0.601942,0.685360,0.284300,0.606508
nus4,7541 | Informasjons- og datateknologi,34,12279,11503,0.936803,0.646183,0.339595,0.811549,0.737621,0.769371,0.823811,0.742249,0.244790,0.654423
nus4,"7549 | Informasjons- og datateknologi, andre",4,879,500,0.568828,0.557110,0.202000,0.638000,0.629344,0.580000,0.642000,0.700736,0.263847,0.558359
nus4,7551 | Elektro,17,9731,9188,0.944199,0.541800,0.179688,0.476626,0.563771,0.295412,0.365152,0.685843,0.282714,0.500183
nus4,7552 | Mekaniske fag,28,10180,9623,0.945285,0.476091,0.040787,0.199251,0.507616,0.129227,0.212465,0.656765,0.304189,0.450361
nus4,7553 | Finmekaniske fag,2,120,120,1.000000,0.330712,0.000000,0.066667,0.284825,0.066667,0.066667,0.653543,0.346457,0.252699
nus4,"7559 | Utdanninger i elektrofag, mekaniske fag og maskinfag, andre",2,540,475,0.879630,0.456797,0.112766,0.321277,0.469397,0.168085,0.227660,0.665954,0.292024,0.416453
nus4,7561 | Geologi,3,1113,1015,0.911950,0.488004,0.003941,0.145813,0.541880,0.117241,0.163547,0.694280,0.282445,0.480760
nus4,7562 | Geofysikk,6,1453,1393,0.958706,0.459220,0.014358,0.170854,0.513518,0.143575,0.171572,0.686042,0.293798,0.455598
nus4,7563 | Naturgeografi,1,140,120,0.857143,0.509635,0.033333,0.433333,0.577034,0.416667,0.416667,0.652994,0.314714,0.511949
nus4,"7569 | Geofag, andre",3,1409,1331,0.944642,0.481511,0.026296,0.264463,0.535296,0.179564,0.265214,0.665010,0.300656,0.474919
nus4,7571 | Bygg og anlegg,11,9014,8598,0.953850,0.493383,0.007795,0.128563,0.528630,0.102850,0.186969,0.651674,0.302423,0.469004
nus4,7572 | Arkitektur,9,5981,5064,0.846681,0.492502,0.001185,0.068325,0.631648,0.059834,0.857622,0.651749,0.341221,0.560403
nus4,"7579 | Bygg- og anleggsfag, andre",6,1372,1275,0.929300,0.502145,0.007059,0.207059,0.553931,0.206275,0.296471,0.636934,0.302482,0.491452
nus4,7581 | Næringsmiddelproduksjon,6,627,570,0.909091,0.451111,0.000000,0.296491,0.458834,0.150877,0.252632,0.619435,0.276837,0.407081
nus4,7584 | Gruvedrift og utvinning,1,42,30,0.714286,0.480764,0.000000,0.000000,0.522146,0.000000,0.100000,0.734224,0.265776,0.463252
nus4,"7589 | Fabrikasjon og utvinning, andre",1,4,4,1.000000,0.406720,0.000000,0.000000,0.258181,0.000000,0.000000,0.764048,0.235952,0.229060
nus4,"7599 | Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",31,31107,26303,0.845565,0.483451,0.094640,0.329453,0.528554,0.279154,0.383594,0.658189,0.287072,0.468931
nus4,7611 | Sykepleiefag,20,5680,5500,0.968310,0.401894,0.001636,0.027818,0.330515,0.026727,0.036364,0.702983,0.295173,0.293236
nus4,"7619 | Pleie- og omsorgsfag, andre",6,742,663,0.893531,0.422244,0.004525,0.143288,0.418133,0.140271,0.171946,0.705482,0.277172,0.370971
nus4,7621 | Sosialfag,7,2362,2154,0.911939,0.395874,0.001393,0.184308,0.406771,0.162477,0.197393,0.722385,0.223272,0.360886
nus4,"7629 | Sosialfag, andre",5,95,85,0.894737,0.444968,0.000000,0.282353,0.464388,0.282353,0.282353,0.747768,0.233744,0.412009
nus4,7631 | Medisin,3,26133,20090,0.768760,0.442560,0.000752,0.014985,0.246508,0.014031,0.024404,0.585166,0.165518,0.218704
nus4,"7632 | Medisin, spesialistutdanninger for leger",1,7,3,0.428571,0.104302,0.000000,0.000000,0.093175,0.000000,0.000000,0.500000,0.000000,0.082666
nus4,"7639 | Medisin, andre",3,3318,2435,0.733876,0.410246,0.005783,0.052871,0.254159,0.023131,0.042957,0.630956,0.215762,0.225492
nus4,7641 | Odontologi,4,5354,2923,0.545947,0.198301,0.002071,0.017259,0.188444,0.013807,0.044184,0.255459,0.084461,0.167189
nus4,"7644 | Odontologi, spesialistutdanninger for tannleger",2,250,163,0.652000,0.186193,0.000000,0.000000,0.175600,0.000000,0.049080,0.230902,0.069711,0.155794
nus4,"7649 | Tannhelsefag, andre",1,7,7,1.000000,0.268401,0.000000,0.000000,0.152646,0.000000,0.000000,0.397436,0.352564,0.135429
nus4,7651 | Ergoterapi,1,30,30,1.000000,0.326609,0.000000,0.000000,0.278053,0.000000,0.000000,0.684135,0.315865,0.246691
nus4,7652 | Fysioterapi,8,1106,489,0.442134,0.263168,0.000000,0.024540,0.289606,0.024540,0.030675,0.802265,0.195325,0.256941
nus4,7653 | Kiropraktor,1,61,13,0.213115,0.367651,0.000000,0.000000,0.176765,0.000000,0.000000,0.857143,0.142857,0.156827
nus4,"7659 | Terapeutiske fag, andre",2,164,105,0.640244,0.359486,0.000000,0.000000,0.268794,0.000000,0.038095,0.761919,0.220734,0.238476
nus4,7661 | Farmasi,6,3472,3237,0.932316,0.469511,0.006803,0.097403,0.520284,0.082870,0.379097,0.768306,0.219025,0.461601
nus4,"7669 | Apotekfag, andre",1,26,19,0.730769,0.419837,0.000000,0.000000,0.416125,0.000000,0.000000,0.645607,0.354393,0.369189
nus4,7671 | Veterinær,3,3325,2475,0.744361,0.341452,0.000000,0.071837,0.258619,0.061633,0.111020,0.699833,0.220160,0.229449
nus4,"7679 | Veterinærfag, andre",1,41,22,0.536585,0.350430,0.000000,0.181818,0.297055,0.000000,0.181818,0.681187,0.318813,0.263550
nus4,7681 | Idrettsfag,5,3306,3032,0.917120,0.384783,0.003657,0.111702,0.367113,0.083969,0.139064,0.627669,0.334100,0.325703
nus4,"7689 | Idrettsfag, andre",1,109,57,0.522936,0.379197,0.000000,0.175439,0.376295,0.087719,0.228070,0.608306,0.276197,0.333852
nus4,"7699 | Helse-, sosial- og idrettsfag, andre",35,12100,9945,0.821901,0.404537,0.007743,0.215887,0.406875,0.163649,0.220982,0.670076,0.269822,0.360951
nus4,7711 | Fiske og havbruk,5,811,759,0.935882,0.477599,0.011858,0.310935,0.520023,0.262187,0.447958,0.623260,0.249380,0.461369
nus4,7721 | Jordbruk,3,599,391,0.652755,0.497723,0.033248,0.363171,0.561554,0.373402,0.480818,0.634688,0.330572,0.498215
nus4,"7729 | Jordbruk, andre",1,23,12,0.521739,0.450841,0.000000,0.250000,0.557764,0.250000,0.750000,0.614763,0.385237,0.494852
nus4,7731 | Gartneri og hagebruk,1,136,110,0.808824,0.465611,0.000000,0.290909,0.516682,0.290909,0.427273,0.639150,0.329032,0.458404
nus4,7741 | Skogbruk,2,610,489,0.801639,0.485146,0.012270,0.347648,0.521747,0.370143,0.453988,0.699017,0.288287,0.462898
nus4,"7799 | Primærnæringsfag, andre",7,2627,1907,0.725923,0.404765,0.025170,0.246985,0.438902,0.247509,0.356581,0.607403,0.301653,0.389397
nus4,7811 | Jernbanetrafikkfag,1,24,24,1.000000,0.471914,0.000000,0.166667,0.504804,0.166667,0.166667,0.581403,0.272764,0.447866
nus4,7813 | Maritime navigasjonsfag,5,237,209,0.881857,0.466207,0.020513,0.246154,0.505282,0.153846,0.353846,0.592065,0.278662,0.448291
nus4,7814 | Vegtrafikkfag,1,104,104,1.000000,0.482677,0.000000,0.067308,0.513326,0.067308,0.067308,0.630124,0.294155,0.455427
nus4,"7819 | Samferdsel, andre",4,579,537,0.927461,0.546247,0.067050,0.417625,0.640381,0.501916,0.662835,0.616286,0.309001,0.568152
nus4,7821 | Militære fag,2,2530,2110,0.833992,0.496355,0.026350,0.293149,0.548827,0.205534,0.521080,0.600810,0.321959,0.486924
nus4,7823 | Politifag,2,123,123,1.000000,0.429175,0.000000,0.081301,0.475364,0.081301,0.081301,0.447198,0.211339,0.421747
nus4,7825 | Brannvernfag,1,52,52,1.000000,0.450637,0.000000,0.057692,0.463062,0.057692,0.057692,0.523061,0.238958,0.410832
nus4,"7829 | Sikkerhet, andre",6,947,930,0.982049,0.529563,0.080552,0.462601,0.595679,0.447641,0.493671,0.643026,0.266928,0.528491
nus4,"7899 | Samferdsels- og sikkerhetsfag og andre servicefag, andre",1,880,555,0.630682,0.345143,0.061261,0.234234,0.352118,0.138739,0.284685,0.584609,0.287072,0.312402
nus4,7999 | Uoppgitt utdanningsgruppe,1,14310,9091,0.635290,0.358164,0.053129,0.198218,0.367156,0.136875,0.239475,0.597237,0.314713,0.325744
nus4,8011 | Generelle programmer,1,7,7,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,8117 | Språkvitenskapelige utdanninger,2,61,61,1.000000,0.505131,0.000000,0.081967,0.531393,0.081967,0.081967,0.684976,0.315024,0.471456
nus4,"8119 | Språkutdanninger, andre",1,7,4,0.571429,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,8121 | Litteraturutdanninger,1,3,3,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,8122 | Bibliotekutdanninger,1,9,9,1.000000,0.519947,0.000000,0.444444,0.526453,0.000000,0.000000,0.670904,0.329096,0.467074
nus4,8131 | Historieutdanninger,1,68,56,0.823529,0.512481,0.000000,0.214286,0.560275,0.160714,0.160714,0.674513,0.298701,0.497081
nus4,8134 | Kulturutdanninger,1,57,57,1.000000,0.513678,0.000000,0.210526,0.550280,0.105263,0.157895,0.674126,0.299558,0.488213
nus4,8135 | Filosofi og etikk,1,9,9,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,"8139 | Historisk-filosofiske utdanninger, andre",3,287,261,0.909408,0.503857,0.000000,0.068966,0.530448,0.068966,0.091954,0.683949,0.316051,0.470618
nus4,8142 | Kristendom og andre religionsutdanninger,4,206,196,0.951456,0.494401,0.000000,0.061224,0.518871,0.061224,0.076531,0.688443,0.311557,0.460347
nus4,8151 | Sang- og musikkutdanninger,2,27,18,0.666667,0.491284,0.000000,0.388889,0.405143,0.000000,0.000000,0.613272,0.386728,0.359446
nus4,"8159 | Musikk, dans og drama, andre",2,117,104,0.888889,0.499752,0.028846,0.096154,0.522999,0.096154,0.096154,0.676508,0.323492,0.464009
nus4,"8199 | Humanistiske og estetiske fag, andre",6,1974,1631,0.826241,0.488800,0.009828,0.177518,0.513869,0.117936,0.173219,0.660114,0.330123,0.455909
nus4,"8229 | Allmenn-/grunnskolelærerutdanninger, andre",1,12,9,0.750000,0.273528,0.000000,0.000000,0.277747,0.000000,0.000000,0.583543,0.416457,0.246419
nus4,"8239 | Fag- og yrkesfaglærerutdanninger, andre",1,3,3,1.000000,0.145058,0.000000,0.000000,0.255320,0.000000,0.000000,0.565171,0.434829,0.226522
nus4,8241 | Pedagogikk,2,197,194,0.984772,0.501905,0.000000,0.046392,0.523365,0.046392,0.046392,0.686919,0.313081,0.464334
nus4,8242 | Spesialpedagogikk,2,22,22,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,"8299 | Lærerutdanninger og utdanninger i pedagogikk, andre",5,768,655,0.852865,0.410385,0.006107,0.042748,0.406383,0.030534,0.047328,0.639747,0.333426,0.360547
nus4,8311 | Statsvitenskapelige fag,1,56,52,0.928571,0.528315,0.000000,0.365385,0.582270,0.230769,0.230769,0.671230,0.295116,0.516595
nus4,"8319 | Statsvitenskapelige fag, andre",4,932,869,0.932403,0.512452,0.013857,0.191686,0.552909,0.120092,0.145497,0.687597,0.292624,0.490545
nus4,8321 | Sosiologiske fag,1,95,95,1.000000,0.518849,0.052632,0.168421,0.554183,0.126316,0.126316,0.686995,0.302479,0.491676
nus4,8331 | Samfunnsgeografi,2,35,35,1.000000,0.532092,0.000000,0.400000,0.596130,0.314286,0.314286,0.669045,0.309527,0.528891
nus4,8341 | Samfunnsøkonomi,1,45,45,1.000000,0.539075,0.000000,0.533333,0.673838,0.400000,0.400000,0.712952,0.270381,0.597834
nus4,"8349 | Samfunnsøkonomiske fag, andre",2,10,10,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,"8359 | Medie- og informasjonsfag, andre",1,3,3,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,8361 | Psykologi,3,529,488,0.922495,0.499031,0.000000,0.136082,0.519039,0.070103,0.078351,0.702114,0.262526,0.460496
nus4,"8369 | Psykologiske fag, andre",1,7,4,0.571429,0.477818,0.000000,0.000000,0.474873,0.000000,0.000000,0.854250,0.145750,0.421311
nus4,8371 | Rettsstudiet,4,384,324,0.843750,0.497102,0.000000,0.089506,0.556694,0.191358,0.200617,0.697431,0.298711,0.493904
nus4,"8379 | Juridiske fag, andre",1,9,3,0.333333,0.028490,0.000000,0.000000,0.012042,0.000000,0.000000,0.500000,0.500000,0.010684
nus4,8381 | Sosialantropologiske fag,1,29,29,1.000000,0.508214,0.000000,0.241379,0.528840,0.000000,0.000000,0.676091,0.263564,0.469191
nus4,"8399 | Samfunnsfag og juridiske fag, andre",5,1322,1144,0.865356,0.496627,0.017528,0.249781,0.541123,0.181420,0.215600,0.677044,0.288558,0.480088
nus4,8411 | Økonomisk-administrative fag,2,113,107,0.946903,0.516186,0.000000,0.214953,0.556508,0.158879,0.158879,0.682170,0.303811,0.493738
nus4,"8419 | Økonomisk-administrative fag, andre",1,3,3,1.000000,0.496858,0.000000,0.000000,0.510385,0.000000,0.000000,0.688534,0.311466,0.452818
nus4,8441 | Reiselivsfag,1,66,62,0.939394,0.526084,0.000000,0.322581,0.583123,0.241935,0.290323,0.667570,0.312269,0.517351
nus4,"8499 | Økonomiske og administrative fag, andre",4,1392,1157,0.831178,0.482084,0.047537,0.279170,0.536395,0.247191,0.365601,0.649667,0.316093,0.475894
nus4,8514 | Miljø- og forurensningsstudier,5,67,57,0.850746,0.522202,0.000000,0.421053,0.569247,0.140351,0.140351,0.667336,0.262489,0.505041
nus4,8515 | Marin- og ferskvannsbiologi,1,39,36,0.923077,0.477310,0.000000,0.194444,0.469378,0.000000,0.000000,0.700316,0.251073,0.416436
nus4,"8519 | Biologiske fag, andre",5,235,205,0.872340,0.513245,0.000000,0.390244,0.552508,0.165854,0.190244,0.674754,0.249474,0.490190
