styrk08,rank,neighbour,similarity,n_soc,n_soc_neighbour,shared_elements
4224,1,4222,0.7459,2,2,Service Orientation; Performing for or Working Directly with the Public; Performing Administrative Activities
4224,2,4221,0.687,2,3,Service Orientation; Social Perceptiveness; Performing for or Working Directly with the Public
4224,3,5169,0.6727,2,4,Service Orientation; Social Perceptiveness; Performing for or Working Directly with the Public
4224,4,4226,0.6338,2,1,Service Orientation; Performing for or Working Directly with the Public; Resolving Conflicts and Negotiating with Others
4224,5,4227,0.6203,2,1,Performing Administrative Activities; Performing for or Working Directly with the Public; Resolving Conflicts and Negotiating with Others
4225,1,4226,0.9309,2,1,Performing for or Working Directly with the Public; Performing Administrative Activities; Working with Computers
4225,2,4222,0.8744,2,2,Performing Administrative Activities; Performing for or Working Directly with the Public; Service Orientation
4225,3,4110,0.8424,2,2,Performing Administrative Activities; Working with Computers; Communicating with People Outside the Organization
4225,4,4312,0.8337,2,5,Working with Computers; Performing Administrative Activities; Communicating with People Outside the Organization
4225,5,4311,0.8308,2,2,Performing Administrative Activities; Working with Computers; Communicating with People Outside the Organization
4226,1,4225,0.9309,1,2,Performing for or Working Directly with the Public; Performing Administrative Activities; Working with Computers
4226,2,4222,0.896,1,2,Performing for or Working Directly with the Public; Service Orientation; Resolving Conflicts and Negotiating with Others
4226,3,4223,0.7909,1,2,Performing for or Working Directly with the Public; Service Orientation; Speaking
4226,4,4411,0.7284,1,2,Performing for or Working Directly with the Public; Working with Computers; Service Orientation
4226,5,3343,0.7228,1,2,Performing Administrative Activities; Working with Computers; Communicating with People Outside the Organization
4227,1,4416,0.721,1,1,"Performing Administrative Activities; Organizing, Planning, and Prioritizing Work; Establishing and Maintaining Interpersonal Relationships"
4227,2,2423,0.6989,1,4,Performing Administrative Activities; Resolving Conflicts and Negotiating with Others; Evaluating Information to Determine Compliance with Standards
4227,3,3353,0.6468,1,2,Performing Administrative Activities; Evaluating Information to Determine Compliance with Standards; Performing for or Working Directly with the Public
4227,4,3354,0.6207,1,2,Performing Administrative Activities; Evaluating Information to Determine Compliance with Standards; Communicating with People Outside the Organization
4227,5,4224,0.6203,1,2,Performing Administrative Activities; Performing for or Working Directly with the Public; Resolving Conflicts and Negotiating with Others
4229,1,3353,0.9355,1,2,Evaluating Information to Determine Compliance with Standards; Performing for or Working Directly with the Public; Processing Information
4229,2,3354,0.855,1,2,Performing for or Working Directly with the Public; Evaluating Information to Determine Compliance with Standards; Processing Information
4229,3,4312,0.8049,1,5,Processing Information; Working with Computers; Evaluating Information to Determine Compliance with Standards
4229,4,3411,0.8022,1,6,Documenting/Recording Information; Getting Information; Processing Information
4229,5,4225,0.7834,1,2,Performing for or Working Directly with the Public; Performing Administrative Activities; Working with Computers
4311,1,3313,0.9405,2,1,Mathematics; Performing Administrative Activities; Working with Computers
4311,2,4313,0.8903,2,1,Performing Administrative Activities; Mathematics; Processing Information
4311,3,4312,0.8406,2,5,Performing Administrative Activities; Working with Computers; Mathematics
4311,4,4225,0.8308,2,2,Performing Administrative Activities; Working with Computers; Communicating with People Outside the Organization
4311,5,4131,0.8088,2,1,Performing Administrative Activities; Working with Computers; Mathematics
4312,1,4311,0.8406,5,2,Performing Administrative Activities; Working with Computers; Mathematics
4312,2,4225,0.8337,5,2,Working with Computers; Performing Administrative Activities; Communicating with People Outside the Organization
4312,3,3313,0.8124,5,1,Mathematics; Performing Administrative Activities; Working with Computers
4312,4,4229,0.8049,5,1,Processing Information; Working with Computers; Evaluating Information to Determine Compliance with Standards
4312,5,4313,0.8024,5,1,Performing Administrative Activities; Processing Information; Mathematics
4313,1,4311,0.8903,1,2,Performing Administrative Activities; Mathematics; Processing Information
4313,2,3313,0.8344,1,1,Performing Administrative Activities; Mathematics; Working with Computers
4313,3,4312,0.8024,1,5,Performing Administrative Activities; Processing Information; Mathematics
4313,4,4225,0.7946,1,2,Performing Administrative Activities; Working with Computers; Processing Information
4313,5,4413,0.7731,1,1,Processing Information; Reading Comprehension; Working with Computers
4321,1,9334,0.8082,3,1,"Handling and Moving Objects; Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment"
4321,2,7535,0.7872,3,1,"Handling and Moving Objects; Performing General Physical Activities; Communicating with Supervisors, Peers, or Subordinates"
4321,3,7511,0.7801,3,4,Handling and Moving Objects; Performing General Physical Activities; Controlling Machines and Processes
4321,4,9112,0.7721,3,3,Performing General Physical Activities; Handling and Moving Objects; Repairing and Maintaining Electronic Equipment
4321,5,9412,0.7538,3,3,Handling and Moving Objects; Performing General Physical Activities; Repairing and Maintaining Electronic Equipment
4322,1,4110,0.5736,1,2,Working with Computers; Performing Administrative Activities; Reading Comprehension
4322,2,4311,0.5632,1,2,Working with Computers; Performing Administrative Activities; Processing Information
4322,3,4413,0.5621,1,1,Reading Comprehension; Processing Information; Working with Computers
4322,4,3118,0.5453,1,4,Working with Computers; Technology Design; Programming
4322,5,3313,0.5416,1,1,Working with Computers; Performing Administrative Activities; Mathematics
4323,1,4221,0.5475,1,3,Time Management; Getting Information; Resolving Conflicts and Negotiating with Others
4323,2,5113,0.5396,1,3,"Coordination; Identifying Objects, Actions, and Events; Time Management"
4323,3,5169,0.5337,1,4,Coordination; Time Management; Coordinating the Work and Activities of Others
4323,4,3321,0.4884,1,3,Time Management; Getting Information; Resolving Conflicts and Negotiating with Others
4323,5,5311,0.488,1,2,Time Management; Coordination; Monitoring
4411,1,4225,0.7646,2,2,Working with Computers; Performing Administrative Activities; Performing for or Working Directly with the Public
4411,2,4223,0.733,2,2,Performing for or Working Directly with the Public; Working with Computers; Service Orientation
4411,3,4226,0.7284,2,1,Performing for or Working Directly with the Public; Working with Computers; Service Orientation
4411,4,3433,0.7262,2,3,Handling and Moving Objects; Performing for or Working Directly with the Public; Performing Administrative Activities
4411,5,4131,0.725,2,1,Performing Administrative Activities; Working with Computers; Establishing and Maintaining Interpersonal Relationships
4412,1,9331,0.9145,5,1,"Operating Vehicles, Mechanized Devices, or Equipment; Handling and Moving Objects; Performing General Physical Activities"
4412,2,9629,0.9099,5,5,
4412,3,9612,0.8969,5,1,"Operating Vehicles, Mechanized Devices, or Equipment; Performing General Physical Activities; Handling and Moving Objects"
4412,4,9621,0.8904,5,2,"Operating Vehicles, Mechanized Devices, or Equipment; Handling and Moving Objects; Performing General Physical Activities"
4412,5,9334,0.8793,5,1,"Handling and Moving Objects; Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment"
4413,1,4313,0.7731,1,1,Processing Information; Reading Comprehension; Working with Computers
4413,2,4311,0.7659,1,2,Processing Information; Working with Computers; Getting Information
4413,3,4131,0.7372,1,1,Working with Computers; Processing Information; Reading Comprehension
4413,4,4223,0.7355,1,2,Getting Information; Working with Computers; Processing Information
4413,5,3343,0.7341,1,2,Processing Information; Writing; Working with Computers
4415,1,4412,0.8146,2,5,Handling and Moving Objects; Operation and Control
4415,2,5241,0.809,2,1,
4415,3,7549,0.8069,2,2,Management of Material Resources; Equipment Selection; Performing Administrative Activities
4415,4,4131,0.8005,2,1,Performing Administrative Activities; Working with Computers; Programming
4415,5,9334,0.7947,2,1,Handling and Moving Objects; Operation and Control; Programming
4416,1,3354,0.7375,1,2,Performing Administrative Activities; Processing Information; Communicating with People Outside the Organization
4416,2,3353,0.7219,1,2,Performing Administrative Activities; Processing Information; Evaluating Information to Determine Compliance with Standards
4416,3,4227,0.721,1,1,"Performing Administrative Activities; Organizing, Planning, and Prioritizing Work; Establishing and Maintaining Interpersonal Relationships"
4416,4,3342,0.6955,1,1,"Performing Administrative Activities; Organizing, Planning, and Prioritizing Work; Processing Information"
4416,5,3411,0.6953,1,6,"Performing Administrative Activities; Documenting/Recording Information; Communicating with Supervisors, Peers, or Subordinates"
5111,1,5112,0.8724,3,2,Resolving Conflicts and Negotiating with Others; Social Perceptiveness; Service Orientation
5111,2,4212,0.6081,3,5,Performing for or Working Directly with the Public; Service Orientation; Monitoring
5111,3,5311,0.6001,3,2,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5111,4,5113,0.5984,3,3,Service Orientation; Social Perceptiveness; Performing for or Working Directly with the Public
5111,5,5131,0.5789,3,2,Assisting and Caring for Others; Performing for or Working Directly with the Public; Service Orientation
5112,1,5111,0.8724,2,3,Resolving Conflicts and Negotiating with Others; Social Perceptiveness; Service Orientation
5112,2,4212,0.621,2,5,Service Orientation; Negotiation; Resolving Conflicts and Negotiating with Others
5112,3,9611,0.5915,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Developing and Building Teams; Management of Personnel Resources"
5112,4,2653,0.5191,2,2,"Coordination; Guiding, Directing, and Motivating Subordinates; Developing and Building Teams"
5112,5,5311,0.5136,2,2,Service Orientation; Social Perceptiveness; Assisting and Caring for Others
5113,1,5169,0.6319,3,4,Service Orientation; Social Perceptiveness; Performing for or Working Directly with the Public
5113,2,5311,0.6251,3,2,Service Orientation; Persuasion; Social Perceptiveness
5113,3,5141,0.6066,3,3,Performing for or Working Directly with the Public; Service Orientation; Assisting and Caring for Others
5113,4,5111,0.5984,3,3,Service Orientation; Social Perceptiveness; Performing for or Working Directly with the Public
5113,5,4224,0.5963,3,2,Service Orientation; Performing for or Working Directly with the Public; Social Perceptiveness
5120,1,5132,0.6901,5,1,Management of Material Resources; Monitoring and Controlling Resources; Management of Financial Resources
5120,2,5246,0.6678,5,3,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5120,3,9412,0.6491,5,3,Handling and Moving Objects; Performing General Physical Activities; Assisting and Caring for Others
5120,4,5131,0.6323,5,2,Performing General Physical Activities; Performing for or Working Directly with the Public; Handling and Moving Objects
5120,5,7131,0.6308,5,2,"Performing General Physical Activities; Handling and Moving Objects; Inspecting Equipment, Structures, or Materials"
5131,1,5246,0.8734,2,3,Performing for or Working Directly with the Public; Service Orientation; Assisting and Caring for Others
5131,2,5212,0.8233,2,2,Performing for or Working Directly with the Public; Service Orientation; Selling or Influencing Others
5131,3,9629,0.8191,2,5,Performing for or Working Directly with the Public; Service Orientation
5131,4,9334,0.8166,2,1,Performing General Physical Activities; Handling and Moving Objects; Performing for or Working Directly with the Public
5131,5,9412,0.8165,2,3,Assisting and Caring for Others; Performing for or Working Directly with the Public; Handling and Moving Objects
5132,1,5120,0.6901,1,5,Management of Material Resources; Monitoring and Controlling Resources; Management of Financial Resources
5132,2,5141,0.5776,1,3,Performing for or Working Directly with the Public; Service Orientation; Selling or Influencing Others
5132,3,5142,0.5711,1,6,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5132,4,5131,0.5697,1,2,Performing for or Working Directly with the Public; Service Orientation; Assisting and Caring for Others
5132,5,5246,0.5664,1,3,Performing for or Working Directly with the Public; Service Orientation; Selling or Influencing Others
5141,1,5142,0.8657,3,6,Performing for or Working Directly with the Public; Assisting and Caring for Others; Service Orientation
5141,2,5242,0.6837,3,1,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5141,3,5212,0.6537,3,2,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5141,4,9629,0.6198,3,5,Performing for or Working Directly with the Public; Service Orientation
5141,5,5246,0.6175,3,3,Performing for or Working Directly with the Public; Service Orientation; Selling or Influencing Others
5142,1,5141,0.8657,6,3,Performing for or Working Directly with the Public; Assisting and Caring for Others; Service Orientation
5142,2,5212,0.8122,6,2,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5142,3,5241,0.8085,6,1,Performing General Physical Activities; Thinking Creatively
5142,4,9629,0.7895,6,5,Performing for or Working Directly with the Public; Service Orientation
5142,5,9111,0.782,6,1,Assisting and Caring for Others; Performing for or Working Directly with the Public; Performing General Physical Activities
5151,1,5152,1.0,1,1,"Staffing Organizational Units; Monitoring and Controlling Resources; Guiding, Directing, and Motivating Subordinates"
5151,2,3434,0.7221,1,2,"Staffing Organizational Units; Guiding, Directing, and Motivating Subordinates; Monitoring and Controlling Resources"
5151,3,5411,0.6546,1,2,"Staffing Organizational Units; Assisting and Caring for Others; Guiding, Directing, and Motivating Subordinates"
5151,4,8344,0.6309,1,2,"Staffing Organizational Units; Coordinating the Work and Activities of Others; Guiding, Directing, and Motivating Subordinates"
5151,5,1219,0.6242,1,5,"Guiding, Directing, and Motivating Subordinates; Staffing Organizational Units; Coordinating the Work and Activities of Others"
5152,1,5151,1.0,1,1,"Staffing Organizational Units; Monitoring and Controlling Resources; Guiding, Directing, and Motivating Subordinates"
5152,2,3434,0.7221,1,2,"Staffing Organizational Units; Guiding, Directing, and Motivating Subordinates; Monitoring and Controlling Resources"
5152,3,5411,0.6546,1,2,"Staffing Organizational Units; Assisting and Caring for Others; Guiding, Directing, and Motivating Subordinates"
5152,4,8344,0.6309,1,2,"Staffing Organizational Units; Coordinating the Work and Activities of Others; Guiding, Directing, and Motivating Subordinates"
5152,5,1219,0.6242,1,5,"Guiding, Directing, and Motivating Subordinates; Staffing Organizational Units; Coordinating the Work and Activities of Others"
5153,1,9123,1.0,1,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Developing and Building Teams
5153,2,9112,0.9095,1,3,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
5153,3,9122,0.8346,1,1,Performing General Physical Activities; Repairing and Maintaining Electronic Equipment; Handling and Moving Objects
5153,4,7511,0.8335,1,4,Performing General Physical Activities; Handling and Moving Objects; Repairing and Maintaining Electronic Equipment
5153,5,9412,0.8161,1,3,Handling and Moving Objects; Performing General Physical Activities; Repairing and Maintaining Mechanical Equipment
5163,1,9621,0.6002,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Performing for or Working Directly with the Public; Handling and Moving Objects"
5163,2,5419,0.5947,3,7,"Assisting and Caring for Others; Performing for or Working Directly with the Public; Operating Vehicles, Mechanized Devices, or Equipment"
5163,3,5329,0.554,3,8,Assisting and Caring for Others; Performing for or Working Directly with the Public; Handling and Moving Objects
5163,4,5164,0.5437,3,4,Assisting and Caring for Others; Performing for or Working Directly with the Public; Performing General Physical Activities
5163,5,8322,0.5359,3,4,"Operating Vehicles, Mechanized Devices, or Equipment; Handling and Moving Objects; Performing for or Working Directly with the Public"
5164,1,5322,0.6204,4,3,Assisting and Caring for Others; Service Orientation; Performing for or Working Directly with the Public
5164,2,5329,0.5848,4,8,Assisting and Caring for Others; Performing for or Working Directly with the Public; Performing General Physical Activities
5164,3,5419,0.5843,4,7,Performing for or Working Directly with the Public; Assisting and Caring for Others; Performing General Physical Activities
5164,4,5321,0.5678,4,2,Assisting and Caring for Others; Service Orientation; Performing General Physical Activities
5164,5,5163,0.5437,4,3,Assisting and Caring for Others; Performing for or Working Directly with the Public; Performing General Physical Activities
5165,1,2354,1.0,1,1,Training and Teaching Others; Coaching and Developing Others; Interpreting the Meaning of Information for Others
5165,2,2355,0.8875,1,2,Training and Teaching Others; Coaching and Developing Others; Interpreting the Meaning of Information for Others
5165,3,2353,0.8318,1,3,Training and Teaching Others; Coaching and Developing Others; Interpreting the Meaning of Information for Others
5165,4,3422,0.7441,1,3,Coaching and Developing Others; Training and Teaching Others; Instructing
5165,5,3423,0.7425,1,4,Coaching and Developing Others; Training and Teaching Others; Instructing
5169,1,5311,0.8052,4,2,Service Orientation; Assisting and Caring for Others; Social Perceptiveness
5169,2,5322,0.7278,4,3,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5169,3,5222,0.6876,4,1,Service Orientation; Staffing Organizational Units; Performing for or Working Directly with the Public
5169,4,2636,0.683,4,2,Service Orientation; Social Perceptiveness; Assisting and Caring for Others
5169,5,4224,0.6727,4,2,Service Orientation; Social Perceptiveness; Performing for or Working Directly with the Public
5211,1,5243,1.0,1,1,Selling or Influencing Others; Persuasion; Performing for or Working Directly with the Public
5211,2,5212,0.8692,1,2,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5211,3,5142,0.7115,1,6,Selling or Influencing Others; Performing for or Working Directly with the Public; Service Orientation
5211,4,5242,0.6951,1,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5211,5,2653,0.6773,1,2,"Performing for or Working Directly with the Public; Guiding, Directing, and Motivating Subordinates; Establishing and Maintaining Interpersonal Relationships"
5212,1,5243,0.8692,2,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5212,2,5211,0.8692,2,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5212,3,5131,0.8233,2,2,Performing for or Working Directly with the Public; Service Orientation; Selling or Influencing Others
5212,4,5142,0.8122,2,6,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5212,5,5246,0.8096,2,3,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5221,1,1420,1.0,1,1,Staffing Organizational Units; Management of Material Resources; Management of Financial Resources
5221,2,1114,0.9807,1,2,Staffing Organizational Units; Management of Material Resources; Management of Financial Resources
5221,3,1120,0.9725,1,2,Staffing Organizational Units; Management of Financial Resources; Management of Material Resources
5221,4,1343,0.9712,1,2,Staffing Organizational Units; Management of Material Resources; Management of Financial Resources
5221,5,1112,0.9567,1,3,Staffing Organizational Units; Management of Material Resources; Management of Financial Resources
5222,1,5169,0.6876,1,4,Service Orientation; Staffing Organizational Units; Performing for or Working Directly with the Public
5222,2,2433,0.6791,1,2,Negotiation; Selling or Influencing Others; Persuasion
5222,3,1341,0.6685,1,1,Staffing Organizational Units; Management of Material Resources; Training and Teaching Others
5222,4,1412,0.6625,1,1,Service Orientation; Management of Material Resources; Management of Financial Resources
5222,5,1411,0.6609,1,1,Staffing Organizational Units; Service Orientation; Negotiation
5223,1,5211,0.6198,2,1,Selling or Influencing Others; Persuasion; Performing for or Working Directly with the Public
5223,2,5243,0.6198,2,1,Selling or Influencing Others; Persuasion; Performing for or Working Directly with the Public
5223,3,5244,0.6182,2,1,Selling or Influencing Others; Persuasion; Service Orientation
5223,4,5242,0.5925,2,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5223,5,4224,0.5907,2,2,Performing for or Working Directly with the Public; Service Orientation; Selling or Influencing Others
5230,1,9629,0.8941,2,5,Performing for or Working Directly with the Public; Service Orientation
5230,2,5246,0.8593,2,3,Performing for or Working Directly with the Public; Service Orientation; Resolving Conflicts and Negotiating with Others
5230,3,4212,0.8353,2,5,Performing for or Working Directly with the Public; Mathematics; Service Orientation
5230,4,9111,0.8349,2,1,Performing for or Working Directly with the Public; Service Orientation
5230,5,9412,0.8225,2,3,Performing for or Working Directly with the Public
5241,1,9629,0.8866,1,5,
5241,2,9111,0.8774,1,1,Performing General Physical Activities
5241,3,4412,0.8588,1,5,Performing General Physical Activities
5241,4,9334,0.8294,1,1,Performing General Physical Activities
5241,5,9612,0.8275,1,1,Performing General Physical Activities
5242,1,5142,0.7181,1,6,Selling or Influencing Others; Performing for or Working Directly with the Public; Service Orientation
5242,2,5212,0.6999,1,2,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5242,3,5243,0.6951,1,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5242,4,5211,0.6951,1,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5242,5,5141,0.6837,1,3,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5243,1,5211,1.0,1,1,Selling or Influencing Others; Persuasion; Performing for or Working Directly with the Public
5243,2,5212,0.8692,1,2,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5243,3,5142,0.7115,1,6,Selling or Influencing Others; Performing for or Working Directly with the Public; Service Orientation
5243,4,5242,0.6951,1,1,Selling or Influencing Others; Performing for or Working Directly with the Public; Persuasion
5243,5,2653,0.6773,1,2,"Performing for or Working Directly with the Public; Guiding, Directing, and Motivating Subordinates; Establishing and Maintaining Interpersonal Relationships"
5244,1,4211,0.6195,1,2,Selling or Influencing Others; Resolving Conflicts and Negotiating with Others; Communicating with People Outside the Organization
5244,2,5223,0.6182,1,2,Selling or Influencing Others; Persuasion; Service Orientation
5244,3,4222,0.6127,1,2,Communicating with People Outside the Organization; Service Orientation; Resolving Conflicts and Negotiating with Others
5244,4,4225,0.5692,1,2,Communicating with People Outside the Organization; Service Orientation; Speaking
5244,5,4226,0.566,1,1,Service Orientation; Assisting and Caring for Others; Resolving Conflicts and Negotiating with Others
5245,1,3152,0.7643,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Repairing and Maintaining Mechanical Equipment"
5245,2,8344,0.7564,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Staffing Organizational Units"
5245,3,3151,0.7373,2,2,"Repairing and Maintaining Mechanical Equipment; Repairing; Operating Vehicles, Mechanized Devices, or Equipment"
5245,4,8332,0.7293,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Repairing and Maintaining Mechanical Equipment"
5245,5,7544,0.6771,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Time Management; Repairing and Maintaining Mechanical Equipment"
5246,1,9412,0.9088,3,3,Performing for or Working Directly with the Public; Assisting and Caring for Others; Handling and Moving Objects
5246,2,9629,0.8941,3,5,Performing for or Working Directly with the Public; Service Orientation
5246,3,9111,0.8756,3,1,Performing for or Working Directly with the Public; Service Orientation; Assisting and Caring for Others
5246,4,5131,0.8734,3,2,Performing for or Working Directly with the Public; Service Orientation; Assisting and Caring for Others
5246,5,9334,0.8726,3,1,Performing for or Working Directly with the Public; Selling or Influencing Others; Handling and Moving Objects
5249,1,5246,0.5919,1,3,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5249,2,5223,0.5826,1,2,Selling or Influencing Others; Performing for or Working Directly with the Public; Service Orientation
5249,3,4211,0.5664,1,2,Performing for or Working Directly with the Public; Selling or Influencing Others; Processing Information
5249,4,9621,0.5661,1,2,"Operating Vehicles, Mechanized Devices, or Equipment; Performing for or Working Directly with the Public; Service Orientation"
5249,5,5212,0.5591,1,2,Performing for or Working Directly with the Public; Selling or Influencing Others; Service Orientation
5311,1,5169,0.8052,2,4,Service Orientation; Assisting and Caring for Others; Social Perceptiveness
5311,2,2342,0.7571,2,2,Assisting and Caring for Others; Instructing; Social Perceptiveness
5311,3,3423,0.7314,2,4,Assisting and Caring for Others; Service Orientation; Instructing
5311,4,5322,0.6554,2,3,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5311,5,3422,0.6397,2,3,Instructing; Learning Strategies; Coaching and Developing Others
5312,1,2352,0.5781,1,4,Assisting and Caring for Others; Developing Objectives and Strategies; Learning Strategies
5312,2,5322,0.5686,1,3,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5312,3,2341,0.5684,1,2,Assisting and Caring for Others; Learning Strategies; Developing Objectives and Strategies
5312,4,2330,0.5633,1,1,Developing Objectives and Strategies; Learning Strategies; Scheduling Work and Activities
5312,5,2267,0.5429,1,1,Assisting and Caring for Others; Developing Objectives and Strategies; Learning Strategies
5321,1,5322,0.6721,2,3,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5321,2,5329,0.6523,2,8,"Assisting and Caring for Others; Service Orientation; Monitoring Processes, Materials, or Surroundings"
5321,3,5419,0.5892,2,7,Assisting and Caring for Others; Resolving Conflicts and Negotiating with Others; Documenting/Recording Information
5321,4,3259,0.585,2,10,Assisting and Caring for Others; Service Orientation; Documenting/Recording Information
5321,5,5164,0.5678,2,4,Assisting and Caring for Others; Service Orientation; Performing General Physical Activities
5322,1,5169,0.7278,3,4,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5322,2,5321,0.6721,3,2,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5322,3,5311,0.6554,3,2,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5322,4,3230,0.6242,3,1,Assisting and Caring for Others; Service Orientation; Social Perceptiveness
5322,5,5164,0.6204,3,4,Assisting and Caring for Others; Service Orientation; Performing for or Working Directly with the Public
5329,1,3251,0.7551,8,2,"Assisting and Caring for Others; Performing for or Working Directly with the Public; Judging the Qualities of Objects, Services, or People"
5329,2,3256,0.6902,8,2,Assisting and Caring for Others; Performing for or Working Directly with the Public; Documenting/Recording Information
5329,3,5419,0.6901,8,7,Assisting and Caring for Others; Performing for or Working Directly with the Public; Performing General Physical Activities
5329,4,5321,0.6523,8,2,"Assisting and Caring for Others; Service Orientation; Monitoring Processes, Materials, or Surroundings"
5329,5,5414,0.6363,8,3,"Identifying Objects, Actions, and Events; Assisting and Caring for Others; Monitoring Processes, Materials, or Surroundings"
5411,1,3152,0.7925,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Guiding, Directing, and Motivating Subordinates; Repairing and Maintaining Mechanical Equipment"
5411,2,3151,0.7778,2,2,"Repairing and Maintaining Mechanical Equipment; Operating Vehicles, Mechanized Devices, or Equipment; Guiding, Directing, and Motivating Subordinates"
5411,3,3143,0.7569,2,1,"Operating Vehicles, Mechanized Devices, or Equipment; Staffing Organizational Units; Repairing and Maintaining Mechanical Equipment"
5411,4,2261,0.7385,2,4,Assisting and Caring for Others; Staffing Organizational Units; Performing for or Working Directly with the Public
5411,5,7544,0.7065,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Performing for or Working Directly with the Public; Performing General Physical Activities"
5413,1,3351,0.8172,2,3,Resolving Conflicts and Negotiating with Others; Social Perceptiveness; Staffing Organizational Units
5413,2,3355,0.7821,2,2,Resolving Conflicts and Negotiating with Others; Staffing Organizational Units; Social Perceptiveness
5413,3,1219,0.7736,2,5,"Staffing Organizational Units; Resolving Conflicts and Negotiating with Others; Guiding, Directing, and Motivating Subordinates"
5413,4,1213,0.7672,2,1,"Staffing Organizational Units; Resolving Conflicts and Negotiating with Others; Guiding, Directing, and Motivating Subordinates"
5413,5,1322,0.7672,2,1,"Staffing Organizational Units; Resolving Conflicts and Negotiating with Others; Guiding, Directing, and Motivating Subordinates"
5414,1,5419,0.6754,3,7,"Performing for or Working Directly with the Public; Documenting/Recording Information; Identifying Objects, Actions, and Events"
5414,2,5329,0.6363,3,8,"Identifying Objects, Actions, and Events; Assisting and Caring for Others; Monitoring Processes, Materials, or Surroundings"
5414,3,3256,0.5957,3,2,"Documenting/Recording Information; Identifying Objects, Actions, and Events; Assisting and Caring for Others"
5414,4,5322,0.5276,3,3,"Identifying Objects, Actions, and Events; Assisting and Caring for Others; Evaluating Information to Determine Compliance with Standards"
5414,5,3230,0.4969,3,1,"Identifying Objects, Actions, and Events; Assisting and Caring for Others; Monitoring Processes, Materials, or Surroundings"
5419,1,5329,0.6901,7,8,Assisting and Caring for Others; Performing for or Working Directly with the Public; Performing General Physical Activities
5419,2,5414,0.6754,7,3,"Performing for or Working Directly with the Public; Documenting/Recording Information; Identifying Objects, Actions, and Events"
5419,3,3256,0.5971,7,2,Assisting and Caring for Others; Performing for or Working Directly with the Public; Documenting/Recording Information
5419,4,5163,0.5947,7,3,"Assisting and Caring for Others; Performing for or Working Directly with the Public; Operating Vehicles, Mechanized Devices, or Equipment"
5419,5,5321,0.5892,7,2,Assisting and Caring for Others; Resolving Conflicts and Negotiating with Others; Documenting/Recording Information
6111,1,6114,1.0,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6111,2,6112,1.0,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6111,3,6113,0.914,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6111,4,8341,0.8678,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6111,5,6130,0.8643,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
