date,sector,age_group,ai_q,variable,value,value_index
2022-01-16,1,1,4,timelonn,7460.190978443036,1.0453968004940488
2022-02-16,1,1,4,timelonn,7226.368354182676,1.0126312286754144
2022-03-16,1,1,4,timelonn,7639.3960159901035,1.0705088081390888
2022-04-16,1,1,4,timelonn,7642.441154359847,1.0709355234762685
2022-05-16,1,1,4,timelonn,7244.282234674145,1.015141501321829
2022-06-16,1,1,4,timelonn,7591.9457037679595,1.0638595943692524
2022-07-16,1,1,4,timelonn,10517.744498956838,1.4738518731484398
2022-08-16,1,1,4,timelonn,14616.514209893106,2.048212603879887
2022-09-16,1,1,4,timelonn,10930.718913449515,1.5317219910641944
2022-10-16,1,1,4,timelonn,7136.22901363137,1.0
2022-11-16,1,1,4,timelonn,7077.829014919517,0.9918164063120313
2022-12-16,1,1,4,timelonn,8531.70922518184,1.1955486866922114
2023-01-16,1,1,4,timelonn,8017.501948771532,1.1234928045970476
2023-02-16,1,1,4,timelonn,7815.5711377883645,1.095196233593308
2023-03-16,1,1,4,timelonn,7245.093015898119,1.015255116120685
2023-04-16,1,1,4,timelonn,7549.58573804232,1.0579236910168341
2023-05-16,1,1,4,timelonn,7834.300288935246,1.0978207501427497
2023-06-16,1,1,4,timelonn,7747.770000229266,1.0856952580178902
2023-07-16,1,1,4,timelonn,11131.457930916722,1.5598515560044117
2023-08-16,1,1,4,timelonn,16965.096839973365,2.3773195629746806
2023-09-16,1,1,4,timelonn,11035.035631152681,1.5463398960534969
2023-10-16,1,1,4,timelonn,8093.399628382393,1.1341283488692233
2023-11-16,1,1,4,timelonn,7815.975355338133,1.09525287661149
2023-12-16,1,1,4,timelonn,8201.664658713615,1.1492995310334193
2024-01-16,1,1,4,timelonn,8259.70530726771,1.1574327689722843
2024-02-16,1,1,4,timelonn,8242.648065664978,1.1550425371607562
2024-03-16,1,1,4,timelonn,7887.494162780514,1.1052748093865967
2024-04-16,1,1,4,timelonn,7775.54832110016,1.0895878350102812
2024-05-16,1,1,4,timelonn,7684.449569298507,1.0768221640056599
2024-06-16,1,1,4,timelonn,8992.832160160602,1.2601658583241673
