code,parentCode,level,name
623110,6231,5,"Faglærerutdanning, musikk, toårig"
623111,6231,5,"Faglærerutdanning, praktisk-estetiske fag, fireårig"
623112,6231,5,"Faglærerutdanning, tre, metall og keramikk, 2.avd."
623113,6231,5,"Faglærerutdanning, trearbeid, grunnleggende, toårig"
623114,6231,5,"Faglærerutdanning, tegning, grafikk og maling, grunnleggende, toårig"
623115,6231,5,"Folkedansinstruksjon, lavere nivå"
623117,6231,5,"Musikk, lærerrettet, lavere nivå"
623118,6231,5,"Sceneinstruktørutdanning, treårig"
623119,6231,5,"Faglærerutdanning, morsmål, ettårig"
623120,6231,5,"Faglærerutdanning, uspesifisert fagfelt"
623121,6231,5,"Faglærerutdanning, forming, toårig"
623122,6231,5,"Faglærerutdanning, kroppsøving, toårig"
623123,6231,5,"Yrkesfaglærerutdanning, formgivingsfag, treårig"
623124,6231,5,"Bachelor, faglærerutdanning, kroppsøving og idrettsfag, treårig, FEIL KODE, SE 623508"
623125,6231,5,"Bachelor, yrkesfaglærerutdanning, design- og håndverksfag, treårig"
623126,6231,5,"Bachelor, faglærerutdanning, musikk, treårig"
623127,6231,5,"Bachelor, faglærerutdanning, ballettpedagog, treårig"
623128,6231,5,"Bachelor, faglærerutdanning, dans, treårig"
623129,6231,5,"Adjunktutdanning, kultur-, språk- og samfunnsfag, fireårig"
623130,6231,5,"Bachelor, faglærerutdanning, formgiving, kunst og håndverk, treårig"
623131,6231,5,"Bachelor, faglærerutdanning, drama, treårig"
623132,6231,5,"Bachelor, regi (sceneinstruktørutdanning), treårig"
623133,6231,5,"Bachelor, faglærerutdanning, tospråklig, treårig"
623134,6231,5,"Adjunktutdanning, Det teologiske Menighetsfakultet, fireårig"
623199,6231,5,"Humaniora og estetikk, lærerutdanning, uspesifisert, lavere nivå"
6232,623,4,"Samfunnsfag og juridiske fag, lærerutdanninger"
623201,6232,5,"Bachelor, yrkesfaglærerutdanning, medier og kommunikasjon, treårig"
623202,6232,5,"Samfunnsfag, lærerrettet, lavere nivå"
623299,6232,5,"Samfunnsfag og juridiske fag, lærerutdanning, uspesifisert, lavere nivå"
6233,623,4,"Økonomi og administrasjon, lærerutdanninger"
623301,6233,5,"Faglærerutdanning, handels- og kontorfag, toårig"
623302,6233,5,"Faglærerutdanning, handels- og kontorfag, treårig"
623303,6233,5,"Faglærerutdanning, handels- og kontorfag, fireårig"
623304,6233,5,"Bachelor, yrkesfaglærerutdanning, service og samferdsel, treårig"
623399,6233,5,"Økonomi og administrasjon, lærerutdanning, uspesifisert, lavere nivå"
6234,623,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, lærerutdanninger"
623401,6234,5,"Yrkesfaglærerutdanning, elektrofag, treårig"
623402,6234,5,"Faglærerutdanning, naturfag, treårig"
623403,6234,5,"Yrkesfaglærerutdanning, mekaniske fag, treårig"
623404,6234,5,"Yrkesfaglærerutdanning, hotell- og næringsmiddelfag, treårig"
623405,6234,5,"Bachelor, yrkesfaglærerutdanning, restaurant- og matfag, treårig"
623406,6234,5,"Bachelor, yrkesfaglærerutdanning, teknologiske fag, treårig"
623407,6234,5,"Adjunktutdanning, realfag, fireårig"
623408,6234,5,"Bachelor, faglærerutdanning, realfag og teknologi, treårig"
623409,6234,5,"Bachelor, faglærerutdanning, realfag, treårig"
623410,6234,5,"Bachelor, faglærerutdanning, realfag, fireårig"
623499,6234,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, lærerutdanning, uspesifisert, lavere nivå"
6235,623,4,"Helse-, sosial- og idrettsfag, lærerutdanninger"
623501,6235,5,"Faglærerutdanning, ernærings-, helse- og miljøfag, treårig"
623502,6235,5,"Faglærerutdanning, heimkunnskap/husstell, grunnleggende, toårig"
623503,6235,5,"Yrkesfaglærerutdanning, helse- og sosialfag, treårig"
623505,6235,5,"Idrett, lærerrettet, lavere nivå"
623506,6235,5,"Sykepleielærerutdanning, toårig"
623507,6235,5,"Bachelor, yrkesfaglærerutdanning, helse- og sosialfag, treårig"
623508,6235,5,"Bachelor, faglærerutdanning, kroppsøving og idrettsfag, treårig"
623599,6235,5,"Helse-, sosial- og idrettsfag, lærerutdanning, uspesifisert, lavere nivå"
6236,623,4,"Primærnæringer, lærerutdanninger"
623601,6236,5,"Bachelor, yrkesfaglærerutdanning, naturbruk, treårig"
623699,6236,5,"Primærnæringer, lærerutdanning, uspesifisert, lavere nivå"
6237,623,4,"Samferdsel, tjenesteyting og sikkerhet, lærerutdanninger"
623701,6237,5,"Faglærerutdanning i hotell- og næringsmiddelfag, treårig, UTGÅTT KODE, SE 623404"
623702,6237,5,"Faglærerutdanning i praktiske transportfag, halvårig"
623703,6237,5,"Høgskolekandidat, trafikklærerutdanning, toårig"
623704,6237,5,"Bachelor, trafikkpedagogikk, treårig"
623799,6237,5,"Samferdsel, tjenesteyting og sikkerhet, lærerutdanning, uspesifisert, lavere nivå"
6238,623,4,Praktisk-pedagogiske utdanninger
623801,6238,5,Praktisk-pedagogisk utdanning for universitets- og høgskolekandidater
623802,6238,5,Praktisk-pedagogisk utdanning for yrkesfaglærere
623899,6238,5,"Praktisk-pedagogisk utdanning, uspesifisert, lavere nivå"
6239,623,4,"Fag- og yrkesfaglærerutdanninger, andre"
623901,6239,5,"Bachelor, yrkesfaglærerutdanning, uspesifisert studieretning, treårig"
623999,6239,5,"Fag- og yrkesfaglærerutdanning, annen, uspesifisert, lavere nivå"
624,62,3,Utdanninger i pedagogikk
6241,624,4,Pedagogikk
624101,6241,5,"Cand.ed.-utdanning, pedagogikk, profesjonsstudiets 1. avd., UTGÅTT KODE, SE 724101"
624102,6241,5,"Kulturpedagogikk, lavere nivå"
624103,6241,5,"Migrasjonspedagogikk, lavere nivå"
624104,6241,5,"Pedagogikk, lavere nivå"
624105,6241,5,"Sosialpedagogikk, lavere nivå"
624106,6241,5,"Tospråklighetspedagogikk, lavere nivå"
624107,6241,5,"Voksenpedagogikk, lavere nivå"
624108,6241,5,"Sosialpedagogikk, toårig studium"
624109,6241,5,"Bachelor, pedagogikk, treårig"
624110,6241,5,"Bachelor, logopedi, treårig UTGÅTT KODE"
624111,6241,5,"Bachelor, grunnskolefag, treårig (gir ikke undervisningskompetanse)"
624112,6241,5,"Videreutdanning, pedagogikk"
624113,6241,5,"Bachelor, sosialpedagogikk, treårig"
624114,6241,5,"Bachelor, rådgivning og voksnes læring, treårig"
624115,6241,5,Spillpedagogikk
624199,6241,5,"Pedagogikk, uspesifisert, lavere nivå"
6242,624,4,Spesialpedagogikk
624201,6242,5,"Cand.ed.-utdanning, spesialpedagogikk, profesjonsstudiets 1. avd."
624202,6242,5,"Spesialpedagogikk, lavere nivå"
624203,6242,5,"Spesialpedagogikk, 1. avd."
624204,6242,5,"Spesialpedagogikk, 2. avd."
624205,6242,5,"Bachelor, spesialpedagogikk, treårig"
624206,6242,5,"Videreutdanning, spesialpedagogikk"
624299,6242,5,"Spesialpedagogikk, uspesifisert, lavere nivå"
6249,624,4,"Utdanninger i pedagogikk, andre"
624901,6249,5,"Cand.mag.-utdanning, utdanningsvitenskapelige og pedagogiske fag"
624902,6249,5,"Videreutdanning, pedagogisk veiledning"
624999,6249,5,"Utdanning i pedagogikk, annen, uspesifisert, lavere nivå"
625,62,3,Videreutdanninger for lærere
6251,625,4,"Videreutdanninger for lærere, uspesifisert"
625101,6251,5,"Videreutdanning for allmenn-/grunnskolelærere og førskole-/barnehagelærere, uspesifisert"
625102,6251,5,"Videreutdanning for yrkesfaglærere, uspesifisert"
625103,6251,5,"Videreutdanning i pedagogisk arbeid på småskoletrinnet, I og II, uspesifisert"
625104,6251,5,"Videreutdanning for førskole-/barnehagelærere, uspesifisert"
625105,6251,5,"Samisk språk, kultur og tradisjoner i alle barnehager – videreutdanning for barnehagelærere"
625199,6251,5,"Videreutdanning for lærere, uspesifisert, lavere nivå"
6252,625,4,"Videreutdanninger for lærere, humanistiske og estetiske fag"
625201,6252,5,"Engelsk, videreutdanning for lærere"
625202,6252,5,"Norsk, videreutdanning for lærere"
625203,6252,5,"Musikk, videreutdanning for lærere"
625204,6252,5,"Dans, videreutdanning for lærere"
625205,6252,5,"Kunst og håndverk, videreutdanning for lærere"
625206,6252,5,"Samisk, videreutdanning for lærere"
625207,6252,5,"Religion, livssyn og etikk, videreutdanning for lærere"
625208,6252,5,"Drama/teater, videreutdanning for lærere"
625209,6252,5,"Fransk, videreutdanning for lærere"
625210,6252,5,"Spansk, videreutdanning for lærere"
625211,6252,5,"Norsk tegnspråk, videreutdanning for lærere"
625212,6252,5,"Tysk, videreutdanning for lærere"
625299,6252,5,"Videreutdanning for lærere, humanistiske og estetiske fag, uspesifisert, lavere nivå"
6253,625,4,"Videreutdanninger for lærere, pedagogikk"
625301,6253,5,"Andrespråkspedagogikk, videreutdanning for lærere"
625302,6253,5,"Rådgivning, videreutdanning for lærere"
625303,6253,5,"Lese-, skrive- og matematikkopplæring, videreutdanning for lærere"
625304,6253,5,"Spesialpedagogikk, videreutdanning for lærere"
625305,6253,5,"Pedagogisk entreprenørskap, videreutdanning for lærere"
625306,6253,5,"Pedagogisk veiledning, videreutdanning for lærere"
625307,6253,5,"Læringsledelse og vurdering, videreutdanning for lærere"
625308,6253,5,"Språk, lesing, skriving – utvikling og vansker, videreutdanning for lærere"
625309,6253,5,"Interkulturell pedagogikk, videreutdanning for lærere"
625310,6253,5,"Lesing og skriving som grunnleggende ferdigheter, videreutdanning for lærere"
625311,6253,5,"Pedagogisk metode og yrkesdidaktikk, videreutdanning for lærere"
625399,6253,5,"Videreutdanning for lærere, pedagogikk, uspesifisert, lavere nivå"
6254,625,4,"Videreutdanninger for lærere, samfunnsfag og juridiske fag"
625401,6254,5,"Samisk kulturkunnskap, videreutdanning for lærere"
625402,6254,5,"Samfunnsfag, videreutdanning for lærere"
625499,6254,5,"Videreutdanning for lærere, samfunnsfag og juridiske fag, uspesifisert, lavere nivå"
6255,625,4,"Videreutdanninger for lærere, økonomiske og administrative fag"
625501,6255,5,"Ledelse i skolen, videreutdanning for lærere"
625502,6255,5,"Regning som grunnleggende ferdighet, videreutdanning for lærere"
625503,6255,5,"Organisasjonsutvikling og endringsledelse, videreutdanning for lærere"
625599,6255,5,"Videreutdanning for lærere, økonomiske og administrative fag, uspesifisert, lavere nivå"
6256,625,4,"Videreutdanninger for lærere, naturvitenskapelige fag, håndverksfag og tekniske fag"
625601,6256,5,"Fysikk, videreutdanning for lærere"
625602,6256,5,"Kjemi, videreutdanning for lærere"
625603,6256,5,"Matematikk, videreutdanning for lærere"
625604,6256,5,"Naturfag, videreutdanning for lærere"
625605,6256,5,"Geofag, videreutdanning for lærere"
625606,6256,5,"Programmering i skolen, videreutdanning for lærere"
625607,6256,5,"Profesjonsfaglig digital kompetanse, videreutdanning for lærere"
625699,6256,5,"Videreutdanning for lærere, naturvitenskapelige fag, håndverksfag og tekniske fag, uspesifisert, lavere nivå"
6257,625,4,"Videreutdanninger for lærere, helse-, sosial- og idrettsfag"
625701,6257,5,"Kroppsøving, videreutdanning for lærere"
625702,6257,5,"Mat og helse, videreutdanning for lærere"
625703,6257,5,"Utefag, videreutdanning for lærere"
625799,6257,5,"Videreutdanning for lærere, helse-, sosial- og idrettsfag, uspesifisert, lavere nivå"
6258,625,4,"Videreutdanninger for lærere, primærnæringsfag"
625801,6258,5,"Husdyrfag og naturbruksdidaktikk,  videreutdanning for lærere"
625899,6258,5,"Videreutdanning for lærere,  primærnæringsfag, uspesifisert, lavere nivå"
6259,625,4,"Videreutdanninger for lærere, andre"
625999,6259,5,"Videreutdanning for lærere, annen, uspesifisert, lavere nivå"
629,62,3,"Lærerutdanninger og utdanninger i pedagogikk, andre"
6299,629,4,"Lærerutdanninger og utdanninger i pedagogikk, andre"
629901,6299,5,"Undervisningsfag, enkeltfagsutdanning, lavere nivå"
629999,6299,5,"Lærerutdanning og utdanning i pedagogikk, annen, uspesifisert, lavere nivå"
63,6,2,Samfunnsfag og juridiske fag
631,63,3,Statsvitenskapelige fag
6311,631,4,Statsvitenskapelige fag
631101,6311,5,"Administrasjons- og organisasjonsvitenskap, lavere nivå"
631102,6311,5,"Høgskolekandidat, offentlig administrasjon, treårig"
631103,6311,5,"Høgskolekandidat, samfunnsplanlegging, toårig"
631104,6311,5,"Høgskolekandidat, kommunal planlegging og administrasjon, toårig"
631105,6311,5,"Offentlig politikk og administrasjon, lavere nivå"
631106,6311,5,"Samfunnskunnskap, lavere nivå"
631107,6311,5,"Samfunnsplanlegging, lavere nivå"
631108,6311,5,"Sammenliknende politikk, lavere nivå"
631109,6311,5,"Statsvitenskap, lavere nivå"
631110,6311,5,"Høgskolekandidat, offentlig administrasjon, toårig"
631111,6311,5,"Bachelor, samfunnsendring og innovasjon, treårig"
631112,6311,5,"Bachelor, statsvitenskap, treårig"
631113,6311,5,"Bachelor, administrasjon og organisasjonsvitenskap, treårig"
631114,6311,5,"Bachelor, Europa-studier (EU), treårig"
631115,6311,5,"Bachelor, internasjonale studier, treårig"
631116,6311,5,"Bachelor, samfunnsanalyse, treårig"
631117,6311,5,"Bachelor, samfunnskunnskap, treårig"
631118,6311,5,"Bachelor, sammenliknende politikk, treårig"
631119,6311,5,"Bachelor, politikk og ledelse, treårig"
631120,6311,5,"Bachelor, offentlig organisering og ledelse, treårig"
631121,6311,5,"Videreutdanning, statsvitenskapelige fag"
631122,6311,5,"Bachelor, freds- og konfliktstudier, treårig"
631199,6311,5,"Statsvitenskapelige fag, uspesifiserte, lavere nivå"
6319,631,4,"Statsvitenskapelige fag, andre"
631901,6319,5,"Høgskolekandidat, offentlig styring og økonomi, toårig"
631902,6319,5,"Høgskolekandidat, samfunnsfag med kulturforvaltning, toårig"
631903,6319,5,"Høgskolekandidat, samfunnsfag og personalledelse, toårig"
631904,6319,5,"Interkulturelle studier, lavere nivå"
631905,6319,5,"U-landsstudium, lavere nivå"
631906,6319,5,"Samfunnsfag, toårig studium"
631907,6319,5,"Høgskolekandidat, samfunnsfag og personalledelse, treårig"
631908,6319,5,"Bachelor, samfunnsfag og personalledelse, treårig"
631909,6319,5,"Bachelor, arbeidslivsstudier, treårig"
631910,6319,5,"Bachelor, utviklingsstudier, treårig"
631911,6319,5,"Bachelor, samfunnsvitenskap, treårig"
631913,6319,5,"Bachelor, samfunnsfag, treårig"
631914,6319,5,"Bachelor, samfunnsikkerhet  og miljø, treårig"
631915,6319,5,"Bachelor, arbeids- og velferdsforvaltning, treårig"
631916,6319,5,"Bachelor of Arts, nordic perspective on politics, biology & management, treårig"
631917,6319,5,"Bachelor, interkulturell forståelse, treårig"
631918,6319,5,"Bachelor, interkulturelle studier, treårig"
631999,6319,5,"Statsvitenskapelige fag, andre, uspesifiserte, lavere nivå"
632,63,3,Sosiologiske fag
6321,632,4,Sosiologiske fag
632101,6321,5,"Sosiologiske fag, lavere nivå"
632102,6321,5,"Bachelor, sosiologi, treårig"
632103,6321,5,"Bachelor, kjønn, feminisme og likestilling, treårig"
632104,6321,5,"Kjønn, feminisme og likestilling, lavere nivå"
632199,6321,5,"Sosiologiske fag, uspesifiserte, lavere nivå"
6329,632,4,"Sosiologiske fag, andre"
632999,6329,5,"Sosiologiske fag, andre, uspesifiserte, lavere nivå"
633,63,3,Samfunnsgeografiske fag
6331,633,4,Samfunnsgeografi
633101,6331,5,"Kulturgeografi, lavere nivå"
633102,6331,5,"Samfunnsgeografi, lavere nivå"
633103,6331,5,"Bachelor, samfunnsgeografi, treårig"
633104,6331,5,"Bachelor, samfunnsplanlegging og kulturforståelse, treårig"
633105,6331,5,"Bachelor, samfunnsplanlegging og kommunikasjon, treårig"
633199,6331,5,"Samfunnsgeografi, uspesifisert, lavere nivå"
6339,633,4,"Samfunnsgeografiske fag, andre"
633901,6339,5,"Bachelor, nordområdestudier, treårig"
633999,6339,5,"Samfunnsgeografiske fag, andre, uspesifiserte, lavere nivå"
634,63,3,Samfunnsøkonomiske fag
6341,634,4,Samfunnsøkonomi
634101,6341,5,"Exam.oecon.-utdanning, 2. avd."
634102,6341,5,"Samfunnsøkonomi, lavere nivå"
634103,6341,5,"Bachelor, samfunnsøkonomi, treårig"
634104,6341,5,"Bachelor, økonomi og datavitenskap, treårig"
634199,6341,5,"Samfunnsøkonomi, uspesifisert, lavere nivå"
6349,634,4,"Samfunnsøkonomiske fag, andre"
634901,6349,5,"Samfunnsøkonomiske fag, lavere nivå"
634902,6349,5,"Bachelor, politisk økonomi, treårig"
634903,6349,5,"Bachelor, miljø og ressursfag, samfunnsvitenskapelig retning, treårig"
634999,6349,5,"Samfunnsøkonomiske fag, andre, uspesifiserte, lavere nivå"
635,63,3,Medie- og informasjonsfag
6351,635,4,Media og kommunikasjon
635101,6351,5,"Høgskolekandidat, informasjon og samfunnskontakt, toårig"
635102,6351,5,"Høgskolekandidat, informasjon, toårig"
635103,6351,5,"Informasjonsvitenskap, lavere nivå"
635104,6351,5,"Informasjon og samfunnskontakt, lavere nivå"
635105,6351,5,"Media og kommunikasjon, toårig"
635106,6351,5,"Media og massekommunikasjon, lavere nivå"
635107,6351,5,"Mediekunnskap, lavere nivå"
635108,6351,5,"Pedagogisk informasjonsvitenskap, lavere nivå"
635109,6351,5,"Diplomøkonom, informasjon og samfunnskontakt"
635110,6351,5,"Bachelor, informasjonsutdanning, treårig"
635111,6351,5,"Bachelor, media, IKT og design, treårig"
635112,6351,5,"Bachelor, medie-management, treårig"
635113,6351,5,"Bachelor, medievitenskap, treårig"
635114,6351,5,"Bachelor, informasjonsvitenskap, treårig"
635115,6351,5,"Bachelor, digitale medier, treårig"
635116,6351,5,"Bachelor, kultur og kommunikasjon, treårig"
635117,6351,5,"Bachelor, visuell kultur, treårig"
635118,6351,5,"Bachelor, fortelling og kommunikasjon, treårig"
635119,6351,5,"Bachelor, medier og kommunikasjon, treårig"
635120,6351,5,"Videreutdanning, medier og kommunikasjon"
635121,6351,5,"Bachelor, art direction, treårig"
635122,6351,5,"Bachelor, medieledelse og innovasjon, treårig"
635199,6351,5,"Media og kommunikasjon, uspesifisert, lavere nivå"
6352,635,4,Journalistikk
635201,6352,5,"Journalistikk, lavere nivå"
635202,6352,5,"Høgskolekandidat, journalist, toårig"
635203,6352,5,"Videreutdanning, journalistikk"
635204,6352,5,"Diplomstudiet, økonomi og næringslivsjournalistikk"
635205,6352,5,"Bachelor, journalistikk, treårig"
635206,6352,5,"Bachelor, økonomi og næringslivsjournalistikk, treårig"
635207,6352,5,"Bachelor, medieutvikling og journalistikk, treårig"
635299,6352,5,"Journalistikk, uspesifisert, lavere nivå"
6359,635,4,"Medie- og informasjonsfag, andre"
635901,6359,5,"Høgskolekandidat, film- og fjernsynsutdanning, treårig"
635902,6359,5,"Høgskolekandidat, medieteknikk, toårig"
635903,6359,5,"Høgskolekandidat, medieteknikk, treårig"
635904,6359,5,"Høgskolekandidat, programproduksjon for fjernsyn og video, toårig"
635905,6359,5,"Programproduksjon for fjernsyn og video, lavere nivå"
635906,6359,5,"Rekvisitøropplæring, toårig"
635907,6359,5,"Bachelor, fjernsynsteknikk, treårig"
635908,6359,5,"Bachelor, fjernsynsregi, treårig"
635909,6359,5,"Bachelor, medieteknikk, treårig"
635910,6359,5,"Bachelor, medieproduksjon, treårig"
635911,6359,5,"Bachelor, film- og TV-produksjon, treårig"
635912,6359,5,"Bachelor, Den norske filmskolen (film- og fjernsynsfag), treårig. UTGÅTT KODE, SE 615213"
635913,6359,5,"Bachelor, prosjektledelse for fjernsyn, treårig"
635914,6359,5,"Bachelor, strategi og PR, treårig"
635915,6359,5,"Bachelor, bevegelige bilder, treårig"
635999,6359,5,"Medie- og informasjonsfag, andre, uspesifiserte, lavere nivå"
636,63,3,Psykologiske fag
6361,636,4,Psykologi
636101,6361,5,"Psykologi, lavere nivå"
636102,6361,5,"Bachelor, psykologi, treårig"
636199,6361,5,"Psykologi, uspesifisert, lavere nivå"
6369,636,4,"Psykologiske fag, andre"
636901,6369,5,"Bachelor, læringspsykologi med vekt på atferdsanalyse, treårig"
636999,6369,5,"Psykologiske fag, andre, uspesifiserte, lavere nivå"
637,63,3,Juridiske fag
6371,637,4,Rettsstudiet
637101,6371,5,"Offentlig rett, lavere nivå"
637102,6371,5,"Privatrett, lavere nivå"
637103,6371,5,"Rettsstudiet, lavere nivå"
637104,6371,5,"Juridisk embetseksamen, 2. avd."
637105,6371,5,"Videreutdanning, juridiske fag"
637106,6371,5,"Bachelor, rettsvitenskap, treårig"
637199,6371,5,"Rettsstudiet, uspesifisert, lavere nivå"
6372,637,4,Kriminologi
637201,6372,5,"Kriminologi, lavere nivå"
637202,6372,5,"Bachelor, kriminologi, treårig"
637299,6372,5,"Kriminologi, uspesifisert, lavere nivå"
6379,637,4,"Juridiske fag, andre"
637901,6379,5,"Høgskolekandidat, forretningsjus, toårig"
637902,6379,5,"Diplomøkonom, forretningsjus"
637903,6379,5,Dispasjøreksamen
637904,6379,5,"Bachelor, demokrati og rettigheter i informasjonssamfunnet, treårig"
637905,6379,5,"Bachelor, forretningsjus, treårig"
637906,6379,5,"Bachelor, jus og ledelse, treårig"
637907,6379,5,"Høgskolekandidat, jus og ledelse, toårig"
637999,6379,5,"Juridiske fag, andre, uspesifiserte, lavere nivå"
638,63,3,Sosialantropologiske fag
6381,638,4,Sosialantropologiske fag
638101,6381,5,"Samiske studier og etniske relasjoner, lavere nivå"
638102,6381,5,"Sosialantropologiske fag, lavere nivå"
638103,6381,5,"Bachelor, sosialantropologi, treårig"
638104,6381,5,"Bachelor, det flerkulturelle Norge i fortid og nåtid, treårig"
638199,6381,5,"Sosialantropologiske fag, uspesifiserte, lavere nivå"
6389,638,4,"Sosialantropologiske fag, andre"
638999,6389,5,"Sosialantropologiske fag, andre, uspesifiserte, lavere nivå"
639,63,3,"Samfunnsfag og juridiske fag, andre"
6399,639,4,"Samfunnsfag og juridiske fag, andre"
639901,6399,5,"Cand.mag.-utdanning, samfunnsfag og juridiske fag"
639902,6399,5,"Samfunnsfag og juridiske fag, forberedende prøver"
639903,6399,5,"Kulturanalyse, lavere nivå"
639904,6399,5,"Samfunnsvitenskapelig informasjonsbehandling, lavere nivå"
639905,6399,5,"Kvantitativ metode for samfunnsvitere, lavere nivå"
639906,6399,5,"Demografi, lavere nivå"
639907,6399,5,"Kjønn og samfunn, lavere nivå"
639908,6399,5,"Bachelor, samfunnsfag og juridiske fag, treårig"
639909,6399,5,"Bachelor, kognitiv vitenskap, treårig"
639910,6399,5,"Bachelor, sosial bærekraft, treårig"
639999,6399,5,"Samfunnsfag og juridiske fag, andre, uspesifiserte, lavere nivå"
64,6,2,Økonomiske og administrative fag
641,64,3,Økonomisk-administrative fag
6411,641,4,Økonomisk-administrative fag
641101,6411,5,Bankøkonom/diplomøkonom i bankfag (finans)
641102,6411,5,Bankkandidat (finans)
641103,6411,5,"Bedrifts- og forretningsutvikling, ettårig påbygging"
641104,6411,5,"Bedriftsøkonomi, lavere nivå"
641105,6411,5,"Diplomoppgave, økonomisk-administrative fag"
641106,6411,5,Diplomøkonom
641107,6411,5,Foretaksøkonom
641108,6411,5,"Helse- og sosialadministrasjon, videreutdanning"
641109,6411,5,"Høgskolekandidat, bedriftsøkonomi, toårig"
641110,6411,5,"Høgskolekandidat, fiskeriøkonomi, treårig"
641111,6411,5,"Høgskolekandidat, husøkonom, toårig"
641112,6411,5,"Høgskolekandidat, kommunal økonomi og ledelse, treårig"
641113,6411,5,"Høgskolekandidat, kostøkonom, toårig"
641114,6411,5,"Høgskolekandidat, organisasjon og administrasjon, toårig"
641115,6411,5,"Høgskolekandidat, økonomi og administrasjon, toårig"
641116,6411,5,"Høgskolekandidat, økonomi og informatikk, treårig"
641117,6411,5,"Høgskolekandidat, landbruksøkonomi, toårig"
641118,6411,5,"Høgskolekandidat, landbruksøkonomi og bygdeutvikling, treårig"
641119,6411,5,"Høgskoleingeniørutdanning, praktisk økonomi og ledelse, treårig"
641120,6411,5,"Kommunalkandidat, treårig"
641121,6411,5,"Ledelse, økonomistyring og planlegging, videreutdanning"
641122,6411,5,"Likningsetaten, saksbehandler"
641123,6411,5,"Offentlig administrasjon og ledelse, lavere nivå"
641124,6411,5,"Organisasjon og ledelse, lavere nivå"
641125,6411,5,"Regnskapsøkonomi, lavere nivå"
641126,6411,5,"Revisjon, ettårig påbygging"
641127,6411,5,"Revisoreksamen, høyere, ettårig"
641128,6411,5,"Revisoreksamen, 2½-årig"
641129,6411,5,"Revisorutdanning, grunnleggende revisorkurs"
641130,6411,5,"Revisorutdanning, treårig"
641131,6411,5,"Siviløkonomutdanning, fireårig"
641132,6411,5,"Skatterevisorutdanning, 1. avd."
641133,6411,5,"Skatterevisorutdanning, 2. avd."
641134,6411,5,"Videreutdanning for ingeniører, økonomisk-administrative fag"
641135,6411,5,"Økonomisk-administrativ utdanning, 3. år, uspesifisert"
641136,6411,5,"Diplommarkedsfører, markedsføring, internasjonalisering og ledelse, UTGÅTT KODE, SE 642215"
641137,6411,5,"Diplommarkedsfører, markedskommunikasjon, UTGÅTT KODE, SE 642216"
641138,6411,5,"Høgskolekandidat, økonomi og informasjonsbehandling, treårig"
641139,6411,5,"Høgskolekandidat, økonomi og administrasjon, treårig"
641140,6411,5,"Videreutdanning, økonomisk-administrative fag"
641141,6411,5,"Bachelor, økonomi og administrasjon, treårig"
641142,6411,5,"Bachelor, regnskap og revisjon, treårig"
641143,6411,5,"Bachelor, offentlig administrasjon og ledelse, treårig"
641144,6411,5,"Bachelor, landbruksøkonomi og næringsutvikling, treårig"
641145,6411,5,"Bachelor, fiskeriøkonomi, treårig"
641146,6411,5,"Bachelor, økonomi- og ressursforvaltning innen jord-  og skogbruk, treårig"
641147,6411,5,"Bachelor, bedriftsøkonomi/-ledelse, treårig"
641148,6411,5,"Høgskolekandidat, regnskapsøkonomi, toårig"
641149,6411,5,"Bachelor of Business Administration, treårig"
641150,6411,5,"Bachelor, bank og finans, treårig"
641151,6411,5,"Bachelor, økonomi og informatikk, treårig"
641152,6411,5,"Bachelor, organisasjons- og ledelsesfag, treårig"
641153,6411,5,"Bachelor of Management, treårig"
641154,6411,5,"Bachelor, kostøkonomi, treårig"
641155,6411,5,"Bachelor, husøkonomi, treårig"
641156,6411,5,"Bachelor, kreativitet, innovasjon og forretningsutvikling, treårig"
641157,6411,5,"Master, innovation management, ettårig"
641158,6411,5,"Master of Business Administration (MBA), ettårig"
641159,6411,5,"Bachelor, border business studies, treårig"
641160,6411,5,"Høgskolekandidat, finans, toårig"
641161,6411,5,"Bachelor, bygdeutvikling, treårig"
641162,6411,5,"Bachelor, personalledelse, treårig"
641163,6411,5,"Bachelor of Shipping Management, treårig"
641164,6411,5,"Bachelor, facility management, treårig"
641165,6411,5,"Bachelor, økonomi og ledelse, treårig"
641166,6411,5,"Bachelor, regnskap, treårig"
641199,6411,5,"Økonomisk-administrative fag, uspesifiserte, lavere nivå"
6419,641,4,"Økonomisk-administrative fag, andre"
641901,6419,5,Eiendomsmeglerkandidat
641902,6419,5,"Petroleumsøkonomi, toårig påbygging"
641903,6419,5,"Diplomøkonom, eiendomsmegling"
641904,6419,5,"Bachelor, teknologi, organisasjon og læring, treårig"
641905,6419,5,"Bachelor, kulturprosjektledelse, treårig"
641906,6419,5,"Bachelor, eiendomsmegling, treårig"
641907,6419,5,"Bachelor, kultur og ledelse, treårig"
641908,6419,5,"Bachelor, music management, treårig"
641909,6419,5,"Bachelor, prosjektledelse kunst og kreativ næring, treårig"
641910,6419,5,"Bachelor, digitalisering og økonomi, treårig"
641911,6419,5,Prosjektledelse
641999,6419,5,"Økonomisk-administrative fag, andre, uspesifiserte, lavere nivå"
642,64,3,Handel og markedsføring
6421,642,4,Handel
642101,6421,5,"Diplomkandidat, varehandel"
642102,6421,5,"Handelsøkonom, fireårig"
