code,parentCode,level,name
539,53,3,"Samfunnsfag og juridiske fag, andre"
5399,539,4,"Samfunnsfag og juridiske fag, andre"
539999,5399,5,"Samfunnsfag og juridiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
54,5,2,Økonomiske og administrative fag
541,54,3,Økonomisk-administrative fag
5411,541,4,Økonomisk-administrative fag
541101,5411,5,"Bedriftsøkonomi, påbygging til videregående utdanning"
541102,5411,5,"Endringsledelse, videreutdanning"
541103,5411,5,"Regnskap, påbygging til videregående utdanning"
541104,5411,5,"Master, økonomisk-administrative fag, toårig (ikke godkjent høgskoleutdanning)"
541105,5411,5,"Bachelor, økonomisk-administrative fag, treårig (ikke godkjent høgskoleutdanning)"
541106,5411,5,"Fagskoleutdanning, etablering, innovasjon og entreprenørskap, UTGÅTT KODE, SE NY"
541107,5411,5,"Fagskoleutdanning, regnskap og økonomi, UTGÅTT KODE, SE NY"
541108,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, UTGÅTT KODE, SE NY"
541109,5411,5,"Fagskoleutdanning, økonomi og ledelse, UTGÅTT KODE, SE NY"
541110,5411,5,"Fagskoleutdanning, prosjektledelse, UTGÅTT KODE, SE NY"
541111,5411,5,"Fagskoleutdanning, ledelse i håndverksfag, UTGÅTT KODE, SE NY"
541112,5411,5,"Fagskoleutdanning, praktisk innovasjonsledelse, toårig"
541113,5411,5,"Fagskoleutdanning, regnskap og økonomi, 1½-årig"
541114,5411,5,"Fagskoleutdanning, regnskap og økonomi, ettårig"
541115,5411,5,"Fagskoleutdanning, regnskap og økonomi, 8 måneder"
541116,5411,5,"Fagskoleutdanning, regnskap og økonomi, halvårig"
541117,5411,5,"Fagskoleutdanning, regnskap og lønn, ettårig"
541118,5411,5,"Fagskoleutdanning, regnskap og lønn, halvårig"
541119,5411,5,"Fagskoleutdanning, lønnsmedarbeider, halvårig"
541120,5411,5,"Fagskoleutdanning, lønn- og personalmedarbeider"
541121,5411,5,"Fagskoleutdanning, IT-økonom, ettårig"
541122,5411,5,"Fagskoleutdanning, økonomi og ledelse, ettårig"
541123,5411,5,"Fagskoleutdanning, økonomimedarbeider, halvårig"
541124,5411,5,"Fagskoleutdanning, Ledelsesskolen, ettårig"
541125,5411,5,"Fagskoleutdanning, operativ ledelse, ettårig"
541126,5411,5,"Fagskoleutdanning, prosjektledelse, ettårig"
541127,5411,5,"Fagskoleutdanning, praktisk innovasjonsledelse, halvårig"
541128,5411,5,"Fagskoleutdanning, verkstedledelse, halvårig"
541129,5411,5,"Fagskoleutdanning, Ledelse og økonomistyring, halvårig"
541130,5411,5,"Fagskoleutdanning, Kantinelederskolen, halvårig"
541131,5411,5,"Fagskoleutdanning, Prosjektlederskolen, halvårig"
541132,5411,5,"Fagskoleutdanning, Servicelederskolen, halvårig"
541133,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, anleggsgartner, ettårig"
541134,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, byggtapetserer, ettårig"
541135,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, feier, ettårig"
541136,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, glassfaget, ettårig"
541137,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, kobber- og blikkenslager, ettårig"
541138,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, kulde- og varmepumpemontør, ettårig"
541139,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, maler, ettårig"
541140,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, murer, ettårig"
541141,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, rørlegger, ettårig"
541142,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, steinfaget, ettårig"
541143,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, stillasbygger, ettårig"
541144,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, taktekker, ettårig"
541145,5411,5,"Fagskoleutdanning, kurs for mesterbrevskandidater, tømrer, ettårig"
541146,5411,5,"Fagskoleutdanning, ledelse i håndverksfag, halvårig"
541147,5411,5,"Fagskoleutdanning, natur- og kulturbasert entreprenørskap, ettårig"
541148,5411,5,"Fagskoleutdanning, praktisk ledelse, halvårig"
541149,5411,5,"Fagskoleutdanning, salgsledelse, halvårig"
541150,5411,5,"Fagskoleutdanning, offshore arbeidsledelse, halvårig"
541151,5411,5,"Fagskoleutdanning, utøvende lederskap i praksis, halvårig"
541152,5411,5,"Fagskoleutdanning, natur- og kulturbasert entreprenørskap, halvårig"
541153,5411,5,"Fagskoleutdanning, prosjektledelse i praksis – styring, verktøy og ledelse, halvårig"
541154,5411,5,"Fagskoleutdanning, design thinking i praksis, ettårig"
541155,5411,5,"Fagskoleutdanning, arbeidsledelse, ettårig"
541156,5411,5,"Fagskoleutdanning, bedriftsledelse, halvårig"
541157,5411,5,"Fagskoleutdanning, produksjonsledelse, ettårig"
541158,5411,5,"Fagskoleutdanning, effektiviserings- og forbedringsledelse, ettårig"
541159,5411,5,"Fagskoleutdanning, produksjonsledelse for leverandørindustrien, 10 studiepoeng"
541160,5411,5,"Fagskoleutdanning, prosjektplanlegging for leverandørindustrien, 10 studiepoeng"
541161,5411,5,"Fagskoleutdanning, regnskapsbehandler, toårig"
541162,5411,5,"Fagskoleutdanning, HR- og lønnsmedarbeider, ettårig"
541163,5411,5,"Fagskoleutdanning, HR-medarbeider, halvårig"
541164,5411,5,"Fagskoleutdanning, grunnleggende praktisk lederutdanning, halvårig"
541165,5411,5,"Fagskoleutdanning, praktisk lederutdanning, ettårig"
541166,5411,5,"Fagskoleutdanning, HR-konsulent, 1½-årig"
541167,5411,5,"Fagskoleutdanning, innovasjon og entreprenørskap, ettårig"
541168,5411,5,"Fagskoleutdanning, prosjektgjennomføring i tekniske produksjonsbedrifter, 10 studiepoeng"
541169,5411,5,"Fagskoleutdanning, regnskapscontroller, toårig"
541170,5411,5,"Fagskoleutdanning, HR-konsulent, ettårig"
541171,5411,5,"Fagskoleutdanning, bærekraftig entreprenørskap og innovasjon, toårig"
541172,5411,5,"Fagskoleutdanning, HR og personalutvikling"
541173,5411,5,"Fagskoleutdanning, grønt mangesysleri og entreprenørskap"
541174,5411,5,"Fagskoleutdaning, prosjektledelse, halvårig"
541175,5411,5,"Fagskoleutdanning, havvind for leverandørindustrien, 10 studiepoeng"
541176,5411,5,"Fagskoleutdanning, elkrafttransport - overføring av strøm på nasjonalt og regionalt nivå"
541177,5411,5,"Fagskoleutdanning, praktisk ledelse, 90 studiepoeng"
541199,5411,5,"Økonomisk-administrative fag, uspesifiserte, påbygging til videregående utdanning"
5419,541,4,"Økonomisk-administrative fag, andre"
541901,5419,5,Fonds- og aksjemeglereksamen
541902,5419,5,"Fagskoleutdanning, prosjektledelse kultur, UTGÅTT KODE, SE NY"
541903,5419,5,"Fagskoleutdanning, prosjektledelse kultur, toårig"
541904,5419,5,"Fagskoleutdanning, coaching og relasjonsledelse, halvårig"
541905,5419,5,"Fagskoleutdanning, sikkerhetsledelse og organisasjonskultur innen luftfarten"
541906,5419,5,"Fagskoleutdanning, innkjøp og salg i avfalls- og gjenvinningsbransjen"
541999,5419,5,"Økonomisk-administrative fag, andre, uspesifiserte, påbygging til videregående utdanning"
542,54,3,Handel og markedsføring
5421,542,4,Handel
542101,5421,5,"Butikklederutdanning, ettårig"
542102,5421,5,"Fagskoleutdanning, innkjøp og anskaffelse, UTGÅTT KODE, SE NY"
542103,5421,5,"Fagskoleutdanning, butikkledelse – salg og service, UTGÅTT KODE, SE NY"
542104,5421,5,"Fagskoleutdanning, elektronisk handel, toårig"
542105,5421,5,"Fagskoleutdanning, butikkledelse – salg og service, ettårig"
542106,5421,5,"Fagskoleutdanning, eksport, internasjonal handel, ettårig"
542107,5421,5,"Fagskoleutdanning, internasjonal innkjøper, ettårig"
542108,5421,5,"Fagskoleutdanning, bok og papir, halvårig"
542109,5421,5,"Fagskoleutdanning, salg, ledelse og markedsføring, toårig"
542110,5421,5,"Fagskoleutdanning, varehandelsledelse"
542199,5421,5,"Handel, uspesifisert, påbygging til videregående utdanning"
5422,542,4,Markedsføring
542201,5422,5,Eksportutdanning
542202,5422,5,"Fagskoleutdanning, markedsføring, UTGÅTT KODE, SE NY"
542203,5422,5,"Fagskoleutdanning, markedsøkonomi, UTGÅTT KODE, SE NY"
542204,5422,5,"Fagskoleutdanning, reklame og merkekommunikasjon, UTGÅTT KODE, SE NY"
542205,5422,5,"Fagskoleutdanning, digital markedskommunikasjon, UTGÅTT KODE, SE NY"
542206,5422,5,"Fagskoleutdanning, internettmarkedsføring, UTGÅTT KODE, SE NY"
542207,5422,5,"Fagskoleutdanning, digital markedskommunikasjon, toårig"
542208,5422,5,"Fagskoleutdanning, markedsøkonomi, toårig"
542209,5422,5,"Fagskoleutdanning, reklame og merkekommunikasjon, toårig"
542210,5422,5,"Fagskoleutdanning, markedsøkonomi, 1½-årig"
542211,5422,5,"Fagskoleutdanning, markedsøkonomi med salgsledelse, 1½-årig"
542212,5422,5,"Fagskoleutdanning, markedsføring med økonomi og salgsledelse, ettårig"
542213,5422,5,"Fagskoleutdanning, markedsøkonomi, ettårig"
542214,5422,5,"Fagskoleutdanning, markedsføring med økonomi, 8 måneder"
542215,5422,5,"Fagskoleutdanning, digital markedsføring, halvårig"
542216,5422,5,"Fagskoleutdanning, markedskoordinator, ettårig"
542217,5422,5,"Fagskoleutdanning, digital markedsføring, ettårig"
542218,5422,5,"Fagskoleutdanning, markedsføring, halvårig"
542219,5422,5,"Fagskoleutdanning, digital markedsføring, toårig"
542220,5422,5,"Fagskoleutdanning, digital product management"
542299,5422,5,"Markedsføring, uspesifisert, påbygging til videregående utdanning"
5429,542,4,"Handel og markedsføring, andre"
542901,5429,5,"Master, handel og markedsføring, toårig (ikke godkjent høgskoleutdanning)"
542902,5429,5,"Fagskoleutdanning, fashion brand communication, toårig"
542999,5429,5,"Handel og markedsføring, andre, uspesifiserte, påbygging til videregående utdanning"
543,54,3,Kontorfag
5431,543,4,Sekretærutdanninger
543101,5431,5,"Sekretærutdanning, ettårig"
543102,5431,5,"Fagskoleutdanning, sekretærutdanning, UTGÅTT KODE, SE NY"
543103,5431,5,"Fagskoleutdanning, administrativ koordinator, ettårig"
543104,5431,5,"Fagskoleutdanning, advokatassistent, ettårig"
543105,5431,5,"Fagskoleutdanning, administrativ koordinator, halvårig"
543106,5431,5,"Fagskoleutdanning, helseadministrasjonssekretær, halvårig"
543107,5431,5,"Fagskoleutdanning, helsekoordinator, halvårig"
543108,5431,5,"Fagskoleutdanning, sekretær, halvårig"
543109,5431,5,"Fagskoleutdanning, skoleadministrasjonssekretær, halvårig"
543110,5431,5,"Fagskoleutdanning, advokatassistent, halvårig"
543199,5431,5,"Sekretærutdanning, uspesifisert, påbygging til videregående utdanning"
5432,543,4,Kontorfag
543201,5432,5,"Fagskoleutdanning, kontorfag, UTGÅTT KODE, SE NY"
543202,5432,5,"Fagskoleutdanning, kontor, salg- og serviceledelse, ettårig"
543203,5432,5,"Fagskoleutdanning, juridisk kontormedarbeider, halvårig"
543204,5432,5,"Fagskoleutdanning, kontormedarbeider, halvårig"
543205,5432,5,"Fagskoleutdanning, kontorfag med IT, halvårig"
543206,5432,5,"Fagskoleutdanning, kontorfag med økonomi og regnskap, halvårig"
543207,5432,5,"Fagskoleutdanning, juridisk assistent, ettårig"
543208,5432,5,"Fagskoleutdanning, digital endring og service"
543299,5432,5,"Kontorfag, uspesifiserte, påbygging til videregående utdanning"
5439,543,4,"Kontorfag, andre"
543999,5439,5,"Kontorfag, andre, uspesifiserte, påbygging til viderergående utdanning"
544,54,3,Hotell- og reiselivsfag
5441,544,4,Reiselivsfag
544101,5441,5,"Reiseliv, videregående fagkurs"
544102,5441,5,"Reiselivsutdanning, (International Tourism Training Association, ITTA), ettårig påbygging"
544103,5441,5,"Fagskoleutdanning, reiseliv, UTGÅTT KODE, SE NY"
544104,5441,5,"Fagskoleutdanning, reiselivskoordinator med hotellfag, 1½-årig"
544105,5441,5,"Fagskoleutdanning, international travel management with Amadeus and IATA certification, ettårig"
544106,5441,5,"Fagskoleutdanning, reiseliv, ettårig (og 2 år på deltid)"
544107,5441,5,"Fagskoleutdanning, aktivitetsbasert reiseliv, ettårig"
544108,5441,5,"Fagskoleutdanning, reiseliv og opplevelsesutvikling, toårig"
544109,5441,5,"Fagskoleutdanning, reiseliv og entreprenørskap, ettårig"
544110,5441,5,"Fagskoleutdanning, bærekraftige campingplasser - utvikling og drift."
544111,5441,5,"Fagskoleutdanning, reiselivsledelse"
544199,5441,5,"Reiselivsfag, uspesifiserte, påbygging til videregående utdanning"
5442,544,4,Hotell- og restaurantfag
544201,5442,5,"Kjøkken- og restaurantledelse, ettårig"
544202,5442,5,Kjøkkensjefkurs
544203,5442,5,"Fagskoleutdanning, hotell- og restaurantfag, UTGÅTT KODE, SE NY"
544204,5442,5,"Fagskoleutdanning, hotell- og restaurantkoordinator, ettårig"
544205,5442,5,"Fagskoleutdanning, kjøkken- og restaurantledelse, halvårig"
544206,5442,5,"Fagskoleutdanning, hotell- og restaurantdrift, toårig"
544299,5442,5,"Hotell- og restaurantfag, uspesifiserte, påbygging til videregående utdanning"
5449,544,4,"Hotell- og reiselivsfag, andre"
544901,5449,5,"Fagskoleutdanning, resepsjonsledelse, halvårig"
544999,5449,5,"Hotell- og reiselivsfag, andre, uspesifiserte, påbygging til videregående utdanning"
549,54,3,"Økonomiske og administrative fag, andre"
5499,549,4,"Økonomiske og administrative fag, andre"
549901,5499,5,"Arbeidsdirektoratets etatskole, aspirantkurs"
549902,5499,5,BI – spesialkurs
549903,5499,5,Forvaltningsopplæring
549904,5499,5,Merkantilt fagkurs for studenter
549905,5499,5,Produksjonssekretær i NRK
549906,5499,5,"Saksbehandling for næringsliv og forvaltning, påbygging til videregående utdanning"
549907,5499,5,Spesialutdanning for privatansatte funksjonærer
549908,5499,5,"Teknisk fagskole, linje for databehandling, økonomi og administrasjon"
549909,5499,5,Televerkets videreutdanning for ansatte
549910,5499,5,"Trygdefunksjonærer, videreutdanning"
549911,5499,5,Økonomisk-administrativ utdanning med EDB
549912,5499,5,"Fagskoleutdanning, lageradministator, UTGÅTT KODE, SE NY"
549913,5499,5,"Fagskoleutdanning, lageradministator, halvårig"
549914,5499,5,"Fagskoleutdanning, saksbehandler, halvårig"
549915,5499,5,"Fagskoleutdanning, bærekraftsarbeid i virksomheter, ett år på deltid"
549916,5499,5,"Fagskoleutdanning, administrasjonsledelse"
549917,5499,5,"Fagskoleutdanning, designdrevet metode for verdiskaping"
549999,5499,5,"Økonomiske og administrative fag, andre, uspesifiserte, påbygging til videregående utdanning"
55,5,2,"Naturvitenskapelige fag, håndverksfag og tekniske fag"
551,55,3,Biologiske fag
5511,551,4,Zoologiske fag
551199,5511,5,"Zoologiske fag, uspesifiserte, påbygging til videregående utdanning"
5512,551,4,Botaniske fag
551299,5512,5,"Botaniske fag, uspesifiserte, påbygging til videregående utdanning"
5513,551,4,Mikrobiologi og cellebiologi
551399,5513,5,"Mikrobiologi og cellebiologi, uspesifisert, påbygging til videregående utdanning"
5514,551,4,Miljø- og forurensningsstudier
551401,5514,5,"Fagskoleutdanning, sirkulærøkonomi og klimaregnskap, halvårig"
551402,5514,5,"Fagskoleutdanning, sirkulær disponering av vann – vann som ressurs, halvårig"
551403,5514,5,"Fagskoleutdanning, bærekraftkonsulent - bærekraftig drift, ettårig"
551404,5514,5,"Fagskoleutdanning, håndtering av farlig avfall og miljøgifter, halvårig"
551405,5514,5,"Fagskoleutdanning, grønn logistikk i verdi og forsyningskjeden"
551499,5514,5,"Miljø- og forurensningsstudier, uspesifiserte, påbygging til videregående utdanning"
5515,551,4,Marin- og ferskvannsbiologi
551599,5515,5,"Marin- og ferskvannsbiologi, uspesifisert, påbygging til videregående utdanning"
5519,551,4,"Biologiske fag, andre"
551999,5519,5,"Biologiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
552,55,3,Fysiske og kjemiske fag
5521,552,4,Fysiske fag
552199,5521,5,"Fysiske fag, uspesifiserte, påbygging til videregående utdanning"
5522,552,4,Kjemiske fag
552201,5522,5,"Teknisk fagskole, linje for kjemiteknikk"
552202,5522,5,"Teknisk fagskole, linje for kjemi og prosess, toårig"
552203,5522,5,"Fagskoleutdanning, prosessteknikk, UTGÅTT KODE, SE NY"
552204,5522,5,"Fagskoleutdanning, prosessteknikk, toårig"
552205,5522,5,"Fagskoleutdanning, digitalisering og prosessteknikk, halvårig"
552299,5522,5,"Kjemiske fag, uspesifiserte, påbygging til videregående utdanning"
5529,552,4,"Fysiske og kjemiske fag, andre"
552999,5529,5,"Fysiske og kjemiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
553,55,3,Matematikk og statistikk
5531,553,4,Matematikk
553199,5531,5,"Matematikk, uspesifisert, påbygging til videregående utdanning"
5532,553,4,Statistikk
553299,5532,5,"Statistikk, uspesifisert, påbygging til videregående utdanning"
5539,553,4,"Matematikk og statistikk, andre"
553999,5539,5,"Matematikk og statistikk, andre, uspesifiserte, påbygging til videregående utdanning"
554,55,3,Informasjons- og datateknologi
5541,554,4,Informasjons- og datateknologi
554101,5541,5,"Teknisk fagskole, linje for EDB"
554102,5541,5,"Fagskoleutdanning, datateknikk – drift og sikkerhet , UTGÅTT KODE, SE NY"
554103,5541,5,"Fagskoleutdanning, programmering, UTGÅTT KODE, SE NY"
554104,5541,5,"Fagskoleutdanning, IT- og nettverksadministrasjon, UTGÅTT KODE, SE NY"
554105,5541,5,"Fagskoleutdanning, webutvikling, UTGÅTT KODE, SE NY"
554106,5541,5,"Fagskoleutdanning, nettverk og IT-sikkerhet, UTGÅTT KODE, SE NY"
554107,5541,5,"Fagskoleutdanning, utvikling av apps, UTGÅTT KODE, SE NY"
554108,5541,5,"Fagskoleutdanning, Cisco administrasjon, 1½-årig"
554109,5541,5,"Fagskoleutdanning, Cisco administrasjon, ettårig"
554110,5541,5,"Fagskoleutdanning, Cisco-konsulent, halvårig"
554111,5541,5,"Fagskoleutdanning, datateknikk – drift og sikkerhet, toårig"
554112,5541,5,"Fagskoleutdanning, drift- og supportteknikk, ettårig"
554113,5541,5,"Fagskoleutdanning, IT- og nettverksadministrasjon, toårig"
