nus_kode,nus_kode_forelder,nus_niva,nus_aktiv,nus_navn_nb,nus_kortnavn_nb,nus_navn_en,isced2013_kode,isced2013_navn
3441,344,4,True,Reiselivsfag,,Travel and tourism,,
344101,3441,5,True,"Reiseliv, Vg2",,"Tourism, upper secondary level 2 (Vg2)",1015,"Travel, tourism and leisure"
344199,3441,5,True,"Reiselivsfag, uspesifiserte, videregående, grunnutdanning",Reiselivsfag,"Travel and tourism, unspecified, upper secondary, basic education",1015,"Travel, tourism and leisure"
3442,344,4,True,Hotell- og restaurantfag,,Hotel and restaurant,,
344201,3442,5,True,"Kjøkkenleder, videregående, grunnutdanning",Kjøkkenleder,"Kitchen manager training, upper secondary, basic education",1013,"Hotel, restaurants and catering"
344299,3442,5,True,"Hotell- og restaurantfag, uspesifiserte, videregående, grunnutdanning",Hotell- og restaurantfag,"Hotel and restaurant, unspecified, upper secondary, basic education",1013,"Hotel, restaurants and catering"
3449,344,4,True,"Hotell- og reiselivsfag, andre",,"Hotel, travel and tourism, other",,
344901,3449,5,True,"Reiseservice- og resepsjonsfag, VK I",Reiseservice- og resepsjonsfag,"Travel services and reception skills, Advanced Course I",0415,Secretarial and office work
344999,3449,5,True,"Hotell- og reiselivsfag, andre, uspesifiserte, videregående, grunnutdanning",Hotell- og reiselivsfag,"Hotel, travel and tourism, other, unspecified, upper secondary, basic education",1013,"Hotel, restaurants and catering"
349,34,3,True,"Økonomiske og administrative fag, andre",,"Business and administration, other",,
3499,349,4,True,"Økonomiske og administrative fag, andre",,"Business and administration, other",,
349901,3499,5,True,"Bankakademiet, grunnutdanning",Bankakademi,"Financial Services Studies, basic education",0412,"Finance, banking and insurance"
349902,3499,5,True,"Saksbehandlerkurs, videregående, grunnutdanning",Saksbehandlerkurs,"Administrative procedures course, upper secondary, basic education",0413,Management and administration
349903,3499,5,True,"Spesialutdanning for offentlig ansatte funksjonærer, videregående, grunnutdanning",,"Special training for publicly employed staff, upper secondary, basic education",0413,Management and administration
349904,3499,5,True,"Service og samferdsel, Vg1",,"Service and transport, upper secondary level 1 (Vg1)",0419,Business and administration not elsewhere classified
349905,3499,5,True,"Salg, service og sikkerhet, Vg2",,"Sales, service and security, upper secondary level 2 (Vg2)",0414,Marketing and advertising
349906,3499,5,True,"Service og samferdsel, Vg1, grunnkompetanse",,"Service and transport, upper secondary level 1 (Vg1), basic competence",0419,Business and administration not elsewhere classified
349907,3499,5,True,"Salg, service og sikkerhet, Vg2, grunnkompetanse",,"Sales, service and security, upper secondary level 2 (Vg2), basic competence",0414,Marketing and advertising
349908,3499,5,True,"Service, sikkerhet og administrasjon, Vg2",,"Service, safety and administration level 2 (Vg2)",0414,Marketing and advertising
349909,3499,5,True,"Service, sikkerhet og administrasjon, Vg2, grunnkompetanse",,"Service, safety and administration level 2 (Vg2), basic competence",0414,Marketing and advertising
349999,3499,5,True,"Økonomiske og administrative fag, andre, uspesifiserte, videregående, grunnutdanning",Påbegynt videregående utdanning,"Business and administration, other, unspecified, upper secondary, basic education",0413,Management and administration
35,3,2,True,"Naturvitenskapelige fag, håndverksfag og tekniske fag",,"Natural sciences, vocational and technical subjects",,
351,35,3,True,Biologiske fag,,Biology,,
3511,351,4,True,Zoologiske fag,,Zoology,,
351199,3511,5,True,"Zoologiske fag, uspesifiserte, videregående, grunnutdanning",,"Zoology, unspecified, upper secondary, basic education",0511,Biology
3512,351,4,True,Botaniske fag,,Botany,,
351299,3512,5,True,"Botaniske fag, uspesifiserte, videregående, grunnutdanning",Videregående (naturfag),"Botany, unspecified, upper secondary, basic education",0511,Biology
3513,351,4,True,Mikrobiologi og cellebiologi,,Microbiology and cell biology,,
351399,3513,5,True,"Mikrobiologi og cellebiologi, uspesifisert, videregående, grunnutdanning",,"Microbiology and cell biology, unspecified, upper secondary, basic education",0511,Biology
3514,351,4,True,Miljø- og forurensningsstudier,,Environmental and pollution studies,,
351499,3514,5,True,"Miljø- og forurensningsstudier, uspesifiserte, videregående, grunnutdanning",,"Environmental and pollution studies, unspecified, upper secondary, basic education",0712,Environmental protection technology
3515,351,4,True,Marin- og ferskvannsbiologi,,Marine and freshwater biology,,
351599,3515,5,True,"Marin- og ferskvannsbiologi, uspesifisert, videregående, grunnutdanning",,"Marine and freshwater biology, unspecified, upper secondary, basic education",0511,Biology
3519,351,4,True,"Biologiske fag, andre",,"Biology, other",,
351999,3519,5,True,"Biologiske fag, andre, uspesifiserte, videregående, grunnutdanning",,"Biology, other, unspecified, upper secondary, basic education",0511,Biology
352,35,3,True,Fysiske og kjemiske fag,,Physics and chemistry,,
3521,352,4,True,Fysiske fag,,Physics,,
352199,3521,5,True,"Fysiske fag, uspesifiserte, videregående, grunnutdanning",,"Physics, unspecified, upper secondary, basic education",0533,Physics
3522,352,4,True,Kjemiske fag,,Chemistry,,
352201,3522,5,True,"Kjemilaboranter, toårig grunnkurs",Kjemilaborantfag,"Chemical laboratory technicians, two-year foundation course",0531,Chemistry
352202,3522,5,True,"Kjemiprosess, toårig grunnkurs",Kjemi- og prosessfag,"Chemical processing, two-year foundation course",0711,Chemical engineering and processes
352203,3522,5,True,"Kjemi- og prosessfag, grunnkurs",Kjemi- og prosessfag,"Chemical and processing trades, foundation course",0711,Chemical engineering and processes
352204,3522,5,True,"Kjemiprosess, Vg2",Kjemi- og prosessfag,"Chemical processing, upper secondary level 2 (Vg2)",0531,Chemistry
352205,3522,5,True,"Laboratoriefag, Vg2",Laboratoriefag,"Laboratory work, upper secondary level 2 (Vg2)",0531,Chemistry
352206,3522,5,True,"Kjemiprosess- og laboratoriefag, Vg2",,Chemical processing and laboratory technician level 2 (Vg2),0531,Chemistry
352207,3522,5,True,"Kjemiprosess- og laboratoriefag, Vg2, grunnkompetanse",,"Chemical processing and laboratory technician level 2 (Vg2), basic competence",0531,Chemistry
352299,3522,5,True,"Kjemiske fag, uspesifisert, videregående, grunnutdanning",Videregående utdanning,"Chemistry, unspecified, upper secondary, basic education",0531,Chemistry
3529,352,4,True,"Fysiske og kjemiske fag, andre",,"Physics and chemistry, other",,
352999,3529,5,True,"Fysiske og kjemiske fag, andre, uspesifiserte, videregående, grunnutdanning",,"Physics and chemistry, other, unspecified, upper secondary, basic education",0533,Physics
353,35,3,True,Matematikk og statistikk,,Mathematics and statistics,,
3531,353,4,True,Matematikk,,Mathematics,,
353199,3531,5,True,"Matematikk, uspesifisert, videregående, grunnutdanning",,"Mathematics, unspecified, upper secondary, basic education",0541,Mathematics
3532,353,4,True,Statistikk,,Statistics,,
353299,3532,5,True,"Statistikk, uspesifisert, videregående, grunnutdanning",,"Statistics, unspecified, upper secondary, basic education",0542,Statistics
3539,353,4,True,"Matematikk og statistikk, andre",,"Mathematics and statistics, other",,
353999,3539,5,True,"Matematikk og statistikk, andre, uspesifiserte, videregående, grunnutdanning",,"Mathematics and statistics, other, unspecified, upper secondary, basic education",0541,Mathematics
354,35,3,True,Informasjons- og datateknologi,,Information and computer technology,,
3541,354,4,True,Informasjons- og datateknologi,,Information and computer technology,,
354101,3541,5,True,"IKT-servicefag, Vg2",IKT-servicefag,"ICT service, upper secondary level 2 (Vg2)",0619,Information and Communication Technologies (ICTs) not elsewhere classified
354102,3541,5,True,"EDB, toårig grunnkurs",IKT-fag,"Computers, two-year foundation course",0619,Information and Communication Technologies (ICTs) not elsewhere classified
354103,3541,5,True,"Programmerere, videregående, grunnutdanning",Programmererfag,"Computer programmer, upper secondary, basic education",0613,Software and applications development and analysis
354104,3541,5,True,"IKT-servicefag, Vg2, grunnkompetanse",,"ICT service, upper secondary level 2 (Vg2), basic competence",0619,Information and Communication Technologies (ICTs) not elsewhere classified
354105,3541,5,True,"Informasjonsteknologi og medieproduksjon, Vg1",,"Information technology and media production, upper secondary level 1 (Vg1)",0211,Audio-visual techniques and media production
354106,3541,5,True,"Informasjonsteknologi og medieproduksjon, Vg1, grunnkompetanse",,"Information technology and media production, upper secondary level 1 (Vg1), basic competence",0211,Audio-visual techniques and media production
354107,3541,5,True,"Informasjonsteknologi, Vg2",,Information technology level 2 (Vg2),0619,Information and Communication Technologies (ICTs) not elsewhere classified
354108,3541,5,True,"Informasjonsteknologi, Vg2, grunnkompetanse",,"Information technology level 2 (Vg2), basic competence",0619,Information and Communication Technologies (ICTs) not elsewhere classified
354199,3541,5,True,"Informasjons- og datateknologi, uspesifisert, videregående, grunnutdanning",IKT-fag,"Information and computer technology, unspecified, upper secondary, basic education",0619,Information and Communication Technologies (ICTs) not elsewhere classified
3549,354,4,True,"Informasjons- og datateknologi, andre",,"Information and computer technology, other",,
354999,3549,5,True,"Informasjons- og datateknologi, andre, uspesifiserte, videregående, grunnutdanning",,"Information and computer technology, other, unspecified, upper secondary, basic education",0619,Information and Communication Technologies (ICTs) not elsewhere classified
355,35,3,True,"Utdanninger i elektrofag, mekaniske fag og maskinfag",,"Electrical, electronic, mechanical and machine subjects",,
3551,355,4,True,Elektro,,Electrical and electronic subjects,,
355101,3551,5,True,"Automatisering, Vg2",Automatiseringsfag,"Automation, upper secondary level 2 (Vg2)",0714,Electronics and automation
355102,3551,5,True,"Elektrofag, grunnkurs",Elektrofag,"Electrical trades, foundation course",0714,Electronics and automation
355103,3551,5,True,"Elektrofag, toårig grunnkurs",Elektrofag,"Electrical trades, two-year foundation course",0714,Electronics and automation
355104,3551,5,True,"Elenergi, Vg2",Elenergi,"Electrical power, upper secondary level 2 (Vg2)",0714,Electronics and automation
355105,3551,5,True,"Data og elektronikk, Vg2",Data og elektronikk,"Computers and electronics, upper secondary level 2 (Vg2)",0714,Electronics and automation
355106,3551,5,True,"Energifag med studiekompetanse, toårig grunnkurs",Energifag,"Energy studies with general subjects, two-year foundation course",0713,Electricity and energy
355107,3551,5,True,"Flyfag, Vg2",Flyfag,"Aeronautics, upper secondary level 2 (Vg2)",0716,"Motor vehicles, ships and aircraft"
355108,3551,5,True,"Kjøleteknisk utdanning, videregående, grunnutdanning",Kjøleteknisk utdanning,"Refrigeration technology, upper secondary, basic education",0713,Electricity and energy
355109,3551,5,True,"Kulde- og varmepumpeteknikk, Vg2",Kulde- og varmepumpemontørfag,"Refrigeration and heat pumps, upper secondary level 2 (Vg2)",0713,Electricity and energy
355110,3551,5,True,"Radio- og fjernsynsteknisk utdanning, videregående, grunnutdanning",Radio- og fjernsynsteknisk utdanning,"Radio and television technology, upper secondary, basic education",0714,Electronics and automation
355111,3551,5,True,"Teleteknisk utdanning, videregående, grunnutdanning",Teleteknisk utdanning,"Telecommunications technology, upper secondary, basic education",0714,Electronics and automation
355112,3551,5,True,"Elektro og datateknologi, Vg1",,"Electrical engineering and computer technology, upper secondary level 1 (Vg1)",0714,Electronics and automation
355113,3551,5,True,"Elektro og datateknologi, Vg1, grunnkompetanse",,"Electrical engineering and computer technology, upper secondary level 1 (Vg1), basic competence",0714,Electronics and automation
355114,3551,5,True,"Data og elektronikk, Vg2, grunnkompetanse",,"Computers and electronics, upper secondary level 2 (Vg2), basic competence",0714,Electronics and automation
355115,3551,5,True,"Elenergi, Vg2, grunnkompetanse",,"Electrical power, upper secondary level 2 (Vg2), basic competence",0714,Electronics and automation
355116,3551,5,True,"Automatisering, Vg2, grunnkompetanse",,"Automation, upper secondary level 2 (Vg2), basic competence",0714,Electronics and automation
355117,3551,5,True,"Kulde-, varmepumpe- og ventilasjonsteknikk, Vg2",,Refrigeration and ventilation level 2 (Vg2),0713,Electricity and energy
355118,3551,5,True,"Kulde-, varmepumpe- og ventilasjonsteknikk, Vg2, grunnkompetanse",,"Refrigeration and ventilation level 2 (Vg2), basic competence",0713,Electricity and energy
355119,3551,5,True,"Dronefag, Vg2",,Drone level 2 (Vg2),0716,"Motor vehicles, ships and aircraft"
355199,3551,5,True,"Elektro, uspesifisert, videregående, grunnutdanning",Elektrofag,"Electrical and electronic subjects, unspecified, upper secondary, basic education",0714,Electronics and automation
3552,355,4,True,Mekaniske fag,,Mechanical subjects,,
355201,3552,5,True,"Billakkerer, VK I",Billakkererfag,"Vehicle spraying, Advanced Course I",0716,"Motor vehicles, ships and aircraft"
355202,3552,5,True,"Bilmekanikere, videregående, grunnutdanning",Bilmekanikerfag,"Auto mechanic, upper secondary, basic education",0716,"Motor vehicles, ships and aircraft"
355203,3552,5,True,"Bokbinder, VK I",Bokbinderfag,"Bookbinding, Advanced Course I",0211,Audio-visual techniques and media production
355204,3552,5,True,"Elektromekaniske fag, VK I",Elektromekaniske fag,"Electromechanical trades, Advanced Course I",0714,Electronics and automation
355205,3552,5,True,"Grafiske fag, toårig grunnkurs",Grafiske fag,"Printing and allied trades, two-year foundation course",0211,Audio-visual techniques and media production
355206,3552,5,True,"Grafiske fag, videregående, grunnutdanning",Grafiske fag,"Printing and allied trades, upper secondary, basic education",0211,Audio-visual techniques and media production
355207,3552,5,True,"Kjøretøy, Vg2",Bilfag,"Motor vehicles, upper secondary level 2 (Vg2)",0716,"Motor vehicles, ships and aircraft"
355208,3552,5,True,"Maskin- og mekanikerfag, toårig grunnkurs",Maskin- og mekanikerfag,"Machine and mechanic trades, two-year foundation course",0715,Mechanics and metal trades
355209,3552,5,True,"Maskinfag, VK I",Maskinfag,"Machine skills, Advanced Course I",0715,Mechanics and metal trades
355210,3552,5,True,Maskinistaspirantutdanning,Maskinistaspirantutdanning,Marine engineer trainee programme,0715,Mechanics and metal trades
355211,3552,5,True,"Mekaniske fag, grunnkurs",Mekaniske fag,"Engineering and mechanical trades, foundation course",0715,Mechanics and metal trades
355212,3552,5,True,"Mekaniske prosessfag, VK I",Mekaniske prosessfag,"Mechanical processing, Advanced Course I",0715,Mechanics and metal trades
355213,3552,5,True,"Plate- og sveisefag, VK I",Plate- og sveisefag,"Sheet metal work and welding, Advanced Course I",0715,Mechanics and metal trades
355214,3552,5,True,"Reservedelsfaget for kjøretøy, VK I",Reservedelsfag,"Vehicle spare parts skills, Advanced Course I",0716,"Motor vehicles, ships and aircraft"
355215,3552,5,True,"Skipsbygging, VK I",Skipsbygging,"Shipbuilding, Advanced Course I",0715,Mechanics and metal trades
355216,3552,5,True,"Skipsteknisk drift, VK I",Skipsteknisk drift,"Marine workshop processes, Advanced Course I",0716,"Motor vehicles, ships and aircraft"
355217,3552,5,True,"Plate-, sveise- og stålkonstruksjonsfag, videregående, grunnutdanning","Plate-, sveise- og stålkonstruksjonsfag","Sheet metal, welding and steel construction trades, upper secondary, basic education",0715,Mechanics and metal trades
355218,3552,5,True,"Trykk, VK I",Trykkerifag,"Printing, Advanced Course I",0211,Audio-visual techniques and media production
355219,3552,5,True,"Arbeidsmaskiner, Vg2",Arbeidsmaskinfag,"Machinery, upper secondary level 2 (Vg2)",0715,Mechanics and metal trades
355220,3552,5,True,"Grafisk produksjon, VK I",,"Graphic gardener and greenery, Advanced Course I",0211,Audio-visual techniques and media production
355221,3552,5,True,"Smed, Vg2 (gammel ordning)",,"Blacksmith, upper secondary level 2 (Vg2) (old structure)",0715,Mechanics and metal trades
355222,3552,5,True,"Bilskade, lakk og karosseri, Vg2","Bilskade, lakk og karosseri","Car damage, paintwork and bodywork, upper secondary level 2 (Vg2)",0716,"Motor vehicles, ships and aircraft"
355223,3552,5,True,"Industriteknologi, Vg2",,"Industrial technology, upper secondary level 2 (Vg2)",0715,Mechanics and metal trades
355224,3552,5,True,"Maritim produksjonsteknikk, Vg2",,"Maritime production technology, upper secondary level 2 (Vg2)",0715,Mechanics and metal trades
355225,3552,5,True,"Arbeidsmaskiner, Vg2, grunnkompetanse",Arbeidsmaskiner,"Machinery, upper secondary level 2 (Vg2), basic competence",0715,Mechanics and metal trades
355226,3552,5,True,"Bilskade, lakk og karosseri, Vg2, grunnkompetanse",,"Car damage, paintwork and bodywork, upper secondary level 2 (Vg2), basic competence",0716,"Motor vehicles, ships and aircraft"
355227,3552,5,True,"Kjøretøy, Vg2, grunnkompetanse",,"Motor vehicles, upper secondary level 2 (Vg2), basic competence",0716,"Motor vehicles, ships and aircraft"
355228,3552,5,True,"Industriteknologi, Vg2, grunnkompetanse",,"Industrial technology, upper secondary level 2 (Vg2), basic competence",0715,Mechanics and metal trades
355229,3552,5,True,"Smed, Vg2",,"Blacksmith, upper secondary level 2 (Vg2)",0715,Mechanics and metal trades
355230,3552,5,True,"Smed, Vg2, grunnkompetanse",,"Blacksmith, upper secondary level 2 (Vg2), basic competence",0715,Mechanics and metal trades
355299,3552,5,True,"Mekaniske fag, uspesifiserte, videregående, grunnutdanning",Mekaniske fag,"Mechanical subjects, unspecified, upper secondary, basic education",0715,Mechanics and metal trades
3553,355,4,True,Finmekaniske fag,,Precision mechanics,,
355301,3553,5,True,"Børsemaker, Vg2 (gammel ordning)",,"Gunsmith, upper secondary level 2 (Vg2) (old structure)",0715,Mechanics and metal trades
355302,3553,5,True,"Finmekaniker, toårig grunnkurs",Finmekaniske fag,"Precision mechanic, two-year foundation course",0715,Mechanics and metal trades
355303,3553,5,True,"Ur- og instrumentmaker, Vg2",,"Watch, clock and instrument maker, upper secondary level 2 (Vg2)",0715,Mechanics and metal trades
355304,3553,5,True,"Urmaker, Vg2",,Watchmaker level 2 (Vg2),0715,Mechanics and metal trades
355305,3553,5,True,"Urmaker, Vg2, grunnkompetanse",,"Watchmaker level 2 (Vg2), basic competence",0715,Mechanics and metal trades
355306,3553,5,True,"Børsemaker, Vg2",,Gunsmith level 2 (Vg2),0715,Mechanics and metal trades
355307,3553,5,True,"Børsemaker, Vg2, grunnkompetanse",,"Gunsmith level 2 (Vg2), basic competence",0715,Mechanics and metal trades
355399,3553,5,True,"Finmekaniske fag, uspesifiserte, videregående, grunnutdanning",Finmekaniske fag,"Precision mechanics, unspecified, upper secondary, basic education",0715,Mechanics and metal trades
3559,355,4,True,"Utdanninger i elektrofag, mekaniske fag og maskinfag, andre",,"Electrical, electronic, mechanical and machine subjects, other",,
355901,3559,5,True,"Teknologi- og industrifag, Vg1",,"Technological and industrial production, upper secondary level 1 (Vg1)",0715,Mechanics and metal trades
355902,3559,5,True,"Teknologi- og industrifag med studiespesialisering, Vg2",,"Technological and industrial production with specialization in general studies, upper secondary level 2 (Vg2)",0715,Mechanics and metal trades
355903,3559,5,True,"Teknologi- og industrifag, Vg1, grunnkompetanse",,"Technological and industrial production, upper secondary level 1 (Vg1), basic competence",0715,Mechanics and metal trades
355999,3559,5,True,"Utdanning i elektrofag, mekaniske fag og maskinfag, annen, uspesifisert, videregående, grunnutdanning",Elektrofag,"Electrical, electronic, mechanical and machine subjects, other, unspecified, upper secondary, basic education",0714,Electronics and automation
356,35,3,True,Geofag,,Earth sciences,,
3561,356,4,True,Geologi,,Geology,,
356199,3561,5,True,"Geologi, uspesifisert, videregående, grunnutdanning",Videregående utdanning,"Geology, unspecified, upper secondary, basic education",0532,Earth sciences
3569,356,4,True,"Geofag, andre",,"Earth sciences, other",,
356999,3569,5,True,"Geofag, andre, uspesifiserte, videregående grunnutdanning",,"Earth sciences, other, unspecified, upper secondary, basic education",0532,Earth sciences
357,35,3,True,Bygg- og anleggsfag,,Building and construction,,
3571,357,4,True,Bygg og anlegg,,Building and construction,,
357101,3571,5,True,"Anleggsteknikk, Vg2",Anleggsteknikkfag,"Construction, upper secondary level 2 (Vg2)",0732,Building and civil engineering
357102,3571,5,True,"Betongfag, VK I",Betongfag,"Concrete site work, Advanced Course I",0732,Building and civil engineering
357103,3571,5,True,"Byggfag, grunnkurs",Bygg og anleggsfag,"Building trades, foundation course",0732,Building and civil engineering
357104,3571,5,True,"Bygnings- og anleggsarbeid, toårig grunnkurs",Bygg og anleggsfag,"Building and construction work, two-year foundation course",0732,Building and civil engineering
357105,3571,5,True,"Kart og oppmåling, VK I",Kart og oppmåling,"Mapping and surveying, Advanced Course I",0731,Architecture and town planning
357106,3571,5,True,"Laftehusbygging, videregående, grunnutdanning",,"Log house construction, upper secondary, basic education",0732,Building and civil engineering
357107,3571,5,True,"Maler og bygningstapetserer, videregående, grunnutdanning",Maler og byggtapetserer,"Painter and paper hanger, upper secondary, basic education",0732,Building and civil engineering
357108,3571,5,True,"Maler og byggtapetserer, VK I",Maler og byggtapetserer,"Painter and paper hanger, Advanced Course I",0732,Building and civil engineering
357109,3571,5,True,"Murer, VK I",Murer,"Bricklayer, Advanced Course I",0732,Building and civil engineering
357110,3571,5,True,"Utdanning i murer- og jernbinderfaget og betong- og grunnarbeidsfaget, videregående, grunnutdanning",Murer- og jernbinderfag,"Bricklaying, steel fixing and concrete site work, upper secondary, basic education",0732,Building and civil engineering
357111,3571,5,True,"Overflateteknikk, Vg2",Overflateteknikk,"Surface treatment work, upper secondary level 2 (Vg2)",0732,Building and civil engineering
357112,3571,5,True,"Rørfag, VK I",Rørfag,"Plumbing, Advanced Course I",0732,Building and civil engineering
357113,3571,5,True,"Rørleggerutdanning, videregående, grunnutdanning",Rørleggerutdanning,"Training for plumbers, upper secondary, basic education",0732,Building and civil engineering
357114,3571,5,True,"Stillasbygger, VK I",Stillasbyggerfag,"Scaffolding, Advanced Course I",0732,Building and civil engineering
357115,3571,5,True,"Tekniske byggfag, grunnkurs",Bygg og anleggsfag,"Technical building trades, foundation course",0732,Building and civil engineering
357116,3571,5,True,"Tekniske byggfag, toårig grunnkurs",Bygg og anleggsfag,"Technical building trades, two-year foundation course",0732,Building and civil engineering
357117,3571,5,True,"Teknisk tegning, videregående, grunnutdanning",Teknisk tegning,"Technical drawing, upper secondary, basic education",0732,Building and civil engineering
357118,3571,5,True,"Teknisk tegning, toårig grunnkurs",Teknisk tegning,"Technical drawing, two-year foundation course",0732,Building and civil engineering
357119,3571,5,True,"Teknisk tegning, VK I",Teknisk tegning,"Technical drawing, Advanced Course I",0732,Building and civil engineering
357120,3571,5,True,"Tømrerfag, videregående, grunnutdanning",Tømrerfag,"Carpentry, upper secondary, basic education",0732,Building and civil engineering
357121,3571,5,True,"Tømrer, VK I",Tømrerfag,"Carpentry, Advanced Course I",0732,Building and civil engineering
357122,3571,5,True,"Tømrerfag, toårig grunnkurs",Tømrerfag,"Carpentry, two-year foundation course",0732,Building and civil engineering
357123,3571,5,True,"Kobber- og blikkslagerfag, VK I",Blikkenslagerfag,"Coppersmith and tinsmith training, Advanced Course I",0715,Mechanics and metal trades
357124,3571,5,True,"Tekniske byggfag, VK I",Bygg og anleggsfag,"Technical building trades, Advanced Course I",0732,Building and civil engineering
357125,3571,5,True,"Bygg- og anleggsteknikk, Vg1",,"Building and construction, upper secondary level 1 (Vg1)",0732,Building and civil engineering
357126,3571,5,True,"Byggteknikk, Vg2",Byggteknikk,"Construction techniques, upper secondary level 2 (Vg2)",0732,Building and civil engineering
357127,3571,5,True,"Klima-, energi- og miljøteknikk, Vg2",,"Climate, energy and environment work, upper secondary level 2 (Vg2)",0732,Building and civil engineering
357128,3571,5,True,"Treteknikk, Vg2",,"Woodworking, upper secondary level 2 (Vg2)",0732,Building and civil engineering
357129,3571,5,True,"Bygg- og anleggsteknikk med studiespesialisering, Vg2",Bygg og anleggsfag med studiespesialisering,"Building and construction with specialization in general studies, upper secondary level 2 (Vg2)",0732,Building and civil engineering
357130,3571,5,True,"Bygg- og anleggsteknikk, uspesifisert, Vg2",Bygg og anleggsfag,"Building and construction, unspecified, upper secondary level 2 (Vg2)",0732,Building and civil engineering
357131,3571,5,True,"Bygg- og anleggsteknikk, Vg1, grunnkompetanse",,"Building and construction, upper secondary level 1 (Vg1), basic competence",0732,Building and civil engineering
357132,3571,5,True,"Anleggsteknikk, Vg2, grunnkompetanse",,"Construction, upper secondary level 2 (Vg2), basic competence",0732,Building and civil engineering
357133,3571,5,True,"Byggteknikk, Vg2, grunnkompetanse",,"Construction techniques, upper secondary level 2 (Vg2), basic competence",0732,Building and civil engineering
357134,3571,5,True,"Klima-, energi- og miljøteknikk, Vg2, grunnkompetanse",,"Climate, energy and environment work, upper secondary level 2 (Vg2), basic competence",0732,Building and civil engineering
357135,3571,5,True,"Overflateteknikk, Vg2, grunnkompetanse",,"Surface treatment work, upper secondary level 2 (Vg2), basic competence",0732,Building and civil engineering
357136,3571,5,True,"Treteknikk, Vg2, grunnkompetanse",,"Woodworking, upper secondary level 2 (Vg2), basic competence",0732,Building and civil engineering
357137,3571,5,True,"Betong og mur, Vg2",,Concrete work and masonry level 2 (Vg2),0732,Building and civil engineering
357138,3571,5,True,"Betong og mur, Vg2, grunnkompetanse",,"Concrete work and masonry level 2 (Vg2), basic competence",0732,Building and civil engineering
357139,3571,5,True,"Byggmontasje og stillasbygg, Vg2",,Building contruction and scaffolding level 2 (Vg2),0732,Building and civil engineering
357140,3571,5,True,"Byggmontasje og stillasbygg, Vg2, grunnkompetanse",,"Building contruction and scaffolding level 2 (Vg2), basic competence",0732,Building and civil engineering
357141,3571,5,True,"Rørlegger, Vg2",,Plumbing level 2 (Vg2),0732,Building and civil engineering
357142,3571,5,True,"Rørlegger, Vg2, grunnkompetanse",,"Plumbing level 2 (Vg2), basic competence",0732,Building and civil engineering
357143,3571,5,True,"Tømrer, Vg2",,Carpentry level 2 (Vg2),0732,Building and civil engineering
357144,3571,5,True,"Tømrer, Vg2, grunnkompetanse",,"Carpentry level 2 (Vg2), basic competence",0732,Building and civil engineering
357199,3571,5,True,"Bygg og anlegg, uspesifisert, videregående, grunnutdanning",Bygg og anleggsfag,"Building and construction, unspecified, upper secondary, basic education",0732,Building and civil engineering
3572,357,4,True,Arkitektur,,Architecture,,
357201,3572,5,True,"Arkitektassistentutdanning, videregående, grunnutdanning",Arkitektassistentutdanning,"Training for architectural assistants, upper secondary, basic education",0731,Architecture and town planning
357299,3572,5,True,"Arkitektur, uspesifisert, videregående, grunnutdanning",,"Architecture, unspecified, upper secondary, basic education",0731,Architecture and town planning
3579,357,4,True,"Bygg- og anleggsfag, andre",,"Building and construction, other",,
357901,3579,5,True,"Anleggsmaskinfører, VK I",Anleggsmaskinførerfag,"Construction machinery operation, Advanced Course I",1041,Transport services
357902,3579,5,True,"Anleggsmaskinfører, videregående, grunnutdanning",Anleggsmaskinførerfag,"Construction machinery operation, upper secondary, basic education",1041,Transport services
357999,3579,5,True,"Bygg- og anleggsfag, andre, uspesifiserte, videregående, grunnutdanning",Bygg og anleggsfag,"Building and construction, other, unspecified, upper secondary, basic education",0732,Building and civil engineering
358,35,3,True,Fabrikasjon og utvinning,,Manufacturing and extraction,,
3581,358,4,True,Næringsmiddelproduksjon,,Food processing,,
358101,3581,5,True,"Baker- og konditorfag, VK I",Baker- og konditorfag,"Baking and confectionery, Advanced Course I",0721,Food processing
358102,3581,5,True,"Fiskeindustrifag, toårig grunnkurs",,"Fish processing, two-year foundation course",0721,Food processing
358103,3581,5,True,"Fiskeindustrifag, VK I",Fiskeindustrifag,"Fish processing, Advanced Course I",0721,Food processing
358104,3581,5,True,"Hotell- og næringsmiddelfag, grunnkurs",Hotell- og næringsmiddelfag,"Hotel and food processing trades, foundation course",1013,"Hotel, restaurants and catering"
358105,3581,5,True,"Industriell næringsmiddelproduksjon, VK I",Industriell matproduksjon,"Industrial food processing, Advanced Course I",0721,Food processing
358106,3581,5,True,"Kokker, toårig grunnkurs",Kokkefag,"Cookery, two-year foundation course",1013,"Hotel, restaurants and catering"
358107,3581,5,True,"Utdanning i kokkfaget, videregående, grunnutdanning",Kokkefag,"Training in cookery, upper secondary, basic education",1013,"Hotel, restaurants and catering"
358108,3581,5,True,"Kokkfag, VK I",Kokkefag,"Cookery, Advanced Course I",1013,"Hotel, restaurants and catering"
358109,3581,5,True,"Kjøttfag, VK I",Kjøttfag,"Meat processing, Advanced Course I",0721,Food processing
358110,3581,5,True,"Utdanning i meieriindustrien, videregående, grunnutdanning",Meieriindustrifag,"Dairy industry training, upper secondary, basic education",0721,Food processing
358111,3581,5,True,"Utdanning i fiskeforedling, videregående, grunnutdanning",,"Fish processing, upper secondary, basic education",0721,Food processing
