age_bin,ai_q,k,coef,se,n_obs,n_occ
2,4,1,0.014813403334402,0.00776542066589749,24428,394
2,4,2,0.0205758868469696,0.0165685966611868,24428,394
2,4,3,0.0286357420569918,0.0131446935638079,24428,394
2,4,4,0.0254790814905072,0.0129222638553702,24428,394
2,4,5,0.019991871591707,0.0119935904190529,24428,394
2,4,6,0.010878633630264,0.0125428347708502,24428,394
2,4,7,-0.00360100308107196,0.0139064203492532,24428,394
2,4,8,-0.0101688447112996,0.0240387317450635,24428,394
2,4,9,-0.00614664729783797,0.0255987565118187,24428,394
2,4,10,0.0114430793686177,0.0200240585356743,24428,394
2,4,11,0.0245321273181148,0.0171715126501146,24428,394
2,4,12,0.0283310549165463,0.0173032349995821,24428,394
2,4,13,0.0319756588596167,0.020466149918222,24428,394
2,4,14,0.0404491411155133,0.0281932105217029,24428,394
2,4,15,0.0423187132149472,0.0259407787504728,24428,394
2,4,16,0.0402313827814303,0.0252509196299691,24428,394
2,4,17,0.0327362792749437,0.0246117561600408,24428,394
2,4,18,0.0213514686919208,0.0255569238552812,24428,394
2,4,19,0.00377153855784493,0.0268514570500588,24428,394
2,4,20,-0.00931579785178753,0.03600669870707,24428,394
2,4,21,-0.003590598167928,0.0370731723465343,24428,394
2,4,22,0.0148815448044231,0.0307448149960972,24428,394
2,4,23,0.0235702463602169,0.0290423795504477,24428,394
2,4,24,0.0318010733790651,0.0290984599975911,24428,394
2,4,25,0.0401948039771432,0.0329353811682628,24428,394
2,4,26,0.0538308331413308,0.0392236160434494,24428,394
2,4,27,0.0531090085928417,0.0368543956714768,24428,394
2,4,28,0.0467733836077996,0.0341648049215875,24428,394
2,4,29,0.0375399679540959,0.0338594143431848,24428,394
2,4,30,0.0194024691646856,0.0357089997506484,24428,394
2,4,31,0.00772380517071564,0.0377293164836347,24428,394
2,4,32,-0.00872282471834655,0.0462777253601677,24428,394
2,4,33,0.00249524125745454,0.0460624890546784,24428,394
2,4,34,0.0235353749689167,0.0401996077297489,24428,394
2,4,35,0.0193618601753669,0.0374298829780356,24428,394
2,4,36,0.0222269931964971,0.0355661024992424,24428,394
2,4,37,0.026220173179588,0.036439808512966,24428,394
2,4,38,0.0275556202892546,0.0427384444829659,24428,394
2,4,39,0.0350874283793704,0.0407900339052708,24428,394
2,5,-22,-0.055312824291654,0.0278804318146826,24428,394
2,5,-21,-0.0418453155492443,0.0288834676997414,24428,394
2,5,-20,-0.0422879936756911,0.0284034622040076,24428,394
2,5,-19,-0.034750033607389,0.0280483804499628,24428,394
2,5,-18,-0.0410615512377599,0.0275415728739816,24428,394
2,5,-17,-0.0560680547334793,0.0262536608100434,24428,394
2,5,-16,-0.0689784209312631,0.0253956692781761,24428,394
2,5,-15,-0.0673453014362976,0.0223275856461529,24428,394
2,5,-14,-0.0568867234183328,0.0205151161805319,24428,394
2,5,-13,-0.0461802141781454,0.0206594247550614,24428,394
2,5,-12,-0.0452617006372713,0.0186863375946152,24428,394
2,5,-11,-0.0371029739507597,0.0193929949210299,24428,394
2,5,-10,-0.0161437936433299,0.0169474075075363,24428,394
2,5,-9,-0.00943948018335239,0.0159828175040093,24428,394
2,5,-8,-0.00696661970179673,0.0143621551809632,24428,394
2,5,-7,-0.0117408757562944,0.0135911876611151,24428,394
2,5,-6,-0.0207833619115808,0.0125622247370415,24428,394
2,5,-5,-0.031779722774675,0.0144505365868416,24428,394
2,5,-4,-0.0413795443671069,0.014072599793356,24428,394
2,5,-3,-0.0339193600052465,0.00951023252099866,24428,394
2,5,-2,-0.0114640354520159,0.0064800782293298,24428,394
2,5,-1,0,0,24428,394
2,5,0,0.012578223381607,0.0049415500007148,24428,394
2,5,1,0.0170408927290876,0.00739654923234917,24428,394
2,5,2,0.0421729994702183,0.0132285601058659,24428,394
2,5,3,0.0426584134422471,0.0125874284495401,24428,394
2,5,4,0.0447960028375056,0.0124446501494731,24428,394
2,5,5,0.036450524625075,0.0120183059924094,24428,394
2,5,6,0.0328827056004841,0.0119242071979217,24428,394
2,5,7,0.0180484493127729,0.0107077703258025,24428,394
2,5,8,0.00618226268318568,0.0128765886742897,24428,394
2,5,9,0.0106742875400331,0.0138213402566001,24428,394
2,5,10,0.0326228654586713,0.0152761844038352,24428,394
2,5,11,0.0479872483617997,0.0148728160968531,24428,394
2,5,12,0.0460135164931569,0.0163272471202752,24428,394
2,5,13,0.0533638338001911,0.0189049531970618,24428,394
2,5,14,0.0713612744517677,0.0259132762464031,24428,394
2,5,15,0.0717494300652627,0.025414926041455,24428,394
2,5,16,0.0733388550799281,0.0253296514044314,24428,394
